contractInfo,salary,contractYear,id,conference,status
2025 UFA,,1,14452,0,nan
2025 UFA,,1,15240,0,nan
2025 UFA,,1,16418,0,nan
2025 UFA,,1,11680,0,nan
2025 UFA,,1,17349,0,nan
2025 UFA,,1,13224,0,nan
2025 UFA,,1,16217,0,nan
2025 UFA,,1,17419,0,nan
2025 UFA,,1,16613,0,nan
2025 UFA,,1,13202,0,nan
2025 UFA,,1,12687,0,nan
2025 UFA,,1,16132,0,nan
2025 UFA,,1,15818,0,nan
2025 UFA,,1,16591,0,nan
2025 UFA,,1,13336,0,nan
2025 UFA,,1,16755,0,nan
2025 UFA,,1,16343,0,nan
2025 UFA,,1,15944,0,nan
2025 UFA,,1,13733,0,nan
2025 UFA,,1,16529,0,nan
2025 UFA,,1,16149,0,nan
2025 UFA,,1,15140,0,nan
2025 UFA,,1,8269,0,nan
2025 UFA,,1,13687,0,nan
2025 UFA,,1,17244,0,nan
2025 UFA,,1,14057,0,nan
2025 UFA,,1,15094,0,nan
2025 UFA,,1,16768,0,nan
2025 UFA,,1,17253,0,nan
2025 UFA,,1,16513,0,nan
2025 UFA,,1,14268,0,nan
2025 UFA,,1,14211,0,nan
2025 UFA,,1,15334,0,nan
2025 UFA,,1,17237,0,nan
2025 UFA,,1,15461,0,nan
2025 UFA,,1,15433,0,nan
2025 UFA,,1,17255,0,nan
2025 UFA,,1,17394,0,nan
2025 UFA,,1,12791,0,nan
2025 UFA,,1,15945,0,nan
2025 UFA,,1,16391,0,nan
2025 UFA,,1,15958,0,nan
2025 UFA,,1,16315,0,nan
2025 UFA,,1,12956,0,nan
2025 UFA,,1,17438,0,locked
2025 UFA,,1,14951,0,nan
2025 UFA,,1,13234,0,nan
2025 UFA,,1,13767,0,nan
2025 UFA,,1,15853,0,nan
2025 UFA,,1,16730,0,nan
2025 UFA,,1,17426,0,nan
2025 UFA,,1,13909,0,nan
2025 UFA,,1,16220,0,nan
2025 UFA,,1,15867,0,nan
2025 UFA,,1,12955,0,nan
2025 UFA,,1,16275,0,nan
2025 UFA,,1,17336,0,nan
2025 UFA,,1,17200,0,nan
2025 UFA,,1,15308,0,nan
2025 UFA,,1,16259,0,nan
2025 UFA,,1,17421,0,nan
2025 UFA,,1,11383,0,nan
2025 UFA,,1,15771,0,nan
2025 UFA,,1,16831,0,nan
2025 UFA,,1,17340,0,nan
2025 UFA,,1,16868,0,nan
2025 UFA,,1,17054,0,nan
2025 UFA,,1,17379,0,nan
2025 UFA,,1,16004,0,nan
2025 UFA,,1,12851,0,nan
2025 UFA,,1,17259,0,nan
2025 UFA,,1,11313,0,nan
2025 UFA,,1,15876,0,nan
2025 UFA,,1,16329,0,nan
2025 UFA,,1,15820,0,nan
2025 UFA,,1,16335,0,nan
2025 UFA,,1,15951,0,nan
2025 UFA,,1,11676,0,nan
2025 UFA,,1,14223,0,nan
2025 UFA,,1,16501,0,nan
2025 UFA,,1,17208,0,nan
2025 UFA,,1,13547,0,nan
2025 UFA,,1,17367,0,nan
2025 UFA,,1,13252,0,nan
2025 UFA,,1,16856,0,nan
2025 UFA,,1,16848,0,nan
2025 UFA,,1,16179,0,nan
2025 UFA,,1,12311,0,nan
2025 UFA,,1,16605,0,nan
2025 UFA,,1,15614,0,nan
2025 UFA,,1,13641,0,nan
2025 UFA,,1,16912,0,nan
2025 UFA,,1,16571,0,nan
2025 UFA,,1,17038,0,nan
2025 UFA,,1,15743,0,nan
2025 UFA,,1,16063,0,nan
2025 UFA,,1,15849,0,nan
2025 UFA,,1,15993,0,nan
2025 UFA,,1,17356,0,nan
2025 UFA,,1,16890,0,nan
2025 UFA,,1,16894,0,nan
2025 UFA,,1,15450,0,nan
2025 UFA,,1,16170,0,nan
2025 UFA,,1,13313,0,nan
2025 UFA,,1,15097,0,nan
2025 UFA,,1,13205,0,nan
2025 UFA,,1,11761,0,nan
2025 UFA,,1,15333,0,nan
2025 UFA,,1,16765,0,nan
2025 UFA,,1,16390,0,nan
2025 UFA,,1,16535,0,nan
2025 UFA,,1,17225,0,nan
2025 UFA,,1,11017,0,nan
2025 UFA,,1,11947,0,nan
2025 UFA,,1,13222,0,nan
2025 UFA,,1,17365,0,nan
2025 UFA,,1,16769,0,nan
2025 UFA,,1,13143,0,nan
2025 UFA,,1,15417,0,nan
2025 UFA,,1,17197,0,nan
2025 UFA,,1,16751,0,nan
2025 UFA,,1,17233,0,nan
2025 UFA,,1,17334,0,nan
2025 UFA,,1,15363,0,nan
2025 UFA,,1,17238,0,nan
2025 UFA,,1,15785,0,nan
2025 UFA,,1,16695,0,nan
2025 UFA,,1,16438,0,nan
2025 UFA,,1,16463,0,nan
2025 UFA,,1,17227,0,nan
2025 UFA,,1,13307,0,nan
2025 UFA,,1,13639,0,nan
2025 UFA,,1,17240,0,nan
2025 UFA,,1,16687,0,nan
2025 UFA,,1,16958,0,nan
2025 UFA,,1,14280,0,nan
2025 UFA,,1,16296,0,nan
2025 UFA,,1,10267,0,nan
2025 UFA,,1,15252,0,nan
2025 UFA,,1,12716,0,nan
2025 UFA,,1,17195,0,nan
2025 UFA,,1,15326,0,nan
2025 UFA,,1,16585,0,nan
2025 UFA,,1,16606,0,nan
2025 UFA,,1,14846,0,nan
2025 UFA,,1,16424,0,nan
2025 UFA,,1,16197,0,nan
2025 UFA,,1,17264,0,nan
2025 UFA,,1,14067,0,nan
2025 UFA,,1,16309,0,nan
2025 UFA,,1,15263,0,nan
2025 UFA,,1,15909,0,nan
2025 UFA,,1,17375,0,nan
2025 UFA,,1,15243,0,nan
2025 UFA,,1,17140,0,nan
2025 UFA,,1,16974,0,nan
2025 UFA,,1,14486,0,nan
2025 UFA,,1,16286,0,nan
2025 UFA,,1,16494,0,nan
2025 UFA,,1,12773,0,nan
2025 UFA,,1,13348,0,nan
2025 UFA,,1,17305,0,nan
2025 UFA,,1,15283,0,nan
2025 UFA,,1,15766,0,nan
2025 UFA,,1,13752,0,nan
2025 UFA,,1,16814,0,nan
2025 UFA,,1,13270,0,nan
2025 UFA,,1,14239,0,nan
2025 UFA,,1,14131,0,nan
2025 UFA,,1,17288,0,nan
2025 UFA,,1,16232,0,nan
2025 UFA,,1,15341,0,nan
2025 UFA,,1,17129,0,nan
2025 UFA,,1,13426,0,nan
2025 UFA,,1,9596,0,nan
2025 UFA,,1,16082,0,nan
2025 UFA,,1,13998,0,nan
2025 UFA,,1,14798,0,nan
2025 UFA,,1,12447,0,nan
2025 UFA,,1,16759,0,nan
2025 UFA,,1,13330,0,nan
2025 UFA,,1,15476,0,nan
2025 UFA,,1,14181,0,nan
2025 UFA,,1,13968,0,nan
2025 UFA,,1,17050,0,nan
2025 UFA,,1,15830,0,nan
2025 UFA,,1,13940,0,nan
2025 UFA,,1,14975,0,nan
2025 UFA,,1,16440,0,nan
2025 UFA,,1,16659,0,nan
2025 UFA,,1,17331,0,nan
2025 UFA,,1,14199,0,nan
2025 UFA,,1,11390,0,nan
2025 UFA,,1,15937,0,nan
2025 UFA,,1,14938,0,nan
2025 UFA,,1,16553,0,nan
2025 UFA,,1,16873,0,nan
2025 UFA,,1,17100,0,nan
2025 UFA,,1,17409,0,nan
2025 UFA,,1,16685,0,nan
2025 UFA,,1,12736,0,nan
2025 UFA,,1,14028,0,nan
2025 UFA,,1,13785,0,nan
2025 UFA,,1,14722,0,nan
2025 UFA,,1,14154,0,nan
2025 UFA,,1,12291,0,nan
2025 UFA,,1,15375,0,nan
2025 UFA,,1,16737,0,nan
2025 UFA,,1,17275,0,nan
2025 UFA,,1,12756,0,nan
2025 UFA,,1,16250,0,nan
2025 UFA,,1,13777,0,nan
2025 UFA,,1,16359,0,nan
2025 UFA,,1,13797,0,nan
2025 UFA,,1,13913,0,nan
2025 UFA,,1,15456,0,nan
2025 UFA,,1,16828,0,nan
2025 UFA,,1,13745,0,nan
2025 UFA,,1,17291,0,nan
2025 UFA,,1,16532,0,nan
2025 UFA,,1,17279,0,nan
2025 UFA,,1,12361,0,nan
2025 UFA,,1,15414,0,nan
2025 UFA,,1,16159,0,nan
2025 UFA,,1,16443,0,nan
2025 UFA,,1,13365,0,nan
2025 UFA,,1,11840,0,nan
2025 UFA,,1,17412,0,nan
2025 UFA,,1,13929,0,nan
2025 UFA,,1,15386,0,nan
2025 UFA,,1,13939,0,nan
2025 UFA,,1,12691,0,nan
2025 UFA,,1,15521,0,nan
2025 UFA,,1,15898,0,nan
2025 UFA,,1,15916,0,nan
2025 UFA,,1,13148,0,nan
2025 UFA,,1,15453,0,nan
2025 UFA,,1,13265,0,nan
2025 UFA,,1,15807,0,nan
2025 UFA,,1,16225,0,nan
2025 UFA,,1,13685,0,nan
2025 UFA,,1,17389,0,nan
2025 UFA,,1,14902,0,nan
2025 UFA,,1,14929,0,nan
2025 UFA,,1,14873,0,nan
2025 UFA,,1,16750,0,nan
2025 UFA,,1,15948,0,nan
2025 UFA,,1,16975,0,nan
2025 UFA,,1,13709,0,nan
2025 UFA,,1,14209,0,nan
2025 UFA,,1,14555,0,nan
2025 UFA,,1,16138,0,nan
2025 UFA,,1,14254,0,nan
2025 UFA,,1,15382,0,nan
2025 UFA,,1,16436,0,nan
2025 UFA,,1,14245,0,nan
2025 UFA,,1,14977,0,nan
2025 UFA,,1,15902,0,nan
2025 UFA,,1,17215,0,nan
2025 UFA,,1,17278,0,nan
2025 UFA,,1,16372,0,nan
2025 UFA,,1,14414,0,nan
2025 UFA,,1,16849,0,nan
2025 UFA,,1,16880,0,nan
2025 UFA,,1,17437,0,locked
2025 UFA,,1,16763,0,nan
2025 UFA,,1,16199,0,nan
2025 UFA,,1,17313,0,nan
2025 UFA,,1,16237,0,nan
2025 UFA,,1,14341,0,nan
2025 UFA,,1,17065,0,nan
2025 UFA,,1,13488,0,nan
2025 UFA,,1,15855,0,nan
2025 UFA,,1,13377,0,nan
2025 UFA,,1,11225,0,nan
2025 UFA,,1,15260,0,nan
2025 UFA,,1,16832,0,nan
2025 UFA,,1,16897,0,nan
2025 UFA,,1,17236,0,nan
2025 UFA,,1,16901,0,nan
2025 UFA,,1,17219,0,nan
2025 UFA,,1,11970,0,nan
2025 UFA,,1,13608,0,nan
2025 UFA,,1,14857,0,nan
2025 UFA,,1,13231,0,nan
2025 UFA,,1,14806,0,nan
2025 UFA,,1,13133,0,nan
2025 UFA,,1,16196,0,nan
2025 UFA,,1,12238,0,nan
2025 UFA,,1,10260,0,nan
2025 UFA,,1,13634,0,nan
2025 UFA,,1,16900,0,nan
2025 UFA,,1,16510,0,nan
2025 UFA,,1,15901,0,nan
2025 UFA,,1,16293,0,nan
2025 UFA,,1,14467,0,nan
2025 UFA,,1,14890,0,nan
2025 UFA,,1,12229,0,nan
2025 UFA,,1,17196,0,nan
2025 UFA,,1,16270,0,nan
2025 UFA,,1,12952,0,nan
2025 UFA,,1,9833,0,nan
2025 UFA,,1,16486,0,nan
2025 UFA,,1,15448,0,nan
2025 UFA,,1,14506,0,nan
2025 UFA,,1,16838,0,nan
2025 UFA,,1,16592,0,nan
2025 UFA,,1,16102,0,nan
2025 UFA,,1,16631,0,nan
2025 UFA,,1,13910,0,nan
2025 UFA,,1,15316,0,nan
2025 UFA,,1,17345,0,nan
2025 UFA,,1,17235,0,nan
2025 UFA,,1,8930,0,nan
2025 UFA,,1,17101,0,nan
2025 UFA,,1,16588,0,nan
2025 UFA,,1,15650,0,nan
2025 UFA,,1,17321,0,nan
2025 UFA,,1,17360,0,nan
2025 UFA,,1,16739,0,nan
2025 UFA,,1,16380,0,nan
2025 UFA,,1,13863,0,nan
2025 UFA,,1,17293,0,nan
2025 UFA,,1,16728,0,nan
2025 UFA,,1,14848,0,nan
2025 UFA,,1,12309,0,nan
2025 UFA,,1,16015,0,nan
2025 UFA,,1,14958,0,nan
2025 UFA,,1,15905,0,nan
2025 UFA,,1,16701,0,nan
2025 UFA,,1,16332,0,nan
2025 UFA,,1,12735,0,nan
2025 UFA,,1,14186,0,nan
2025 UFA,,1,16586,0,nan
2025 UFA,,1,17374,0,nan
2025 UFA,,1,15998,0,nan
2025 UFA,,1,13066,0,nan
2025 UFA,,1,12802,0,nan
2025 UFA,,1,14839,0,nan
2025 UFA,,1,14434,0,nan
2025 UFA,,1,13245,0,nan
2025 UFA,,1,16804,0,nan
2025 UFA,,1,17223,0,nan
2025 UFA,,1,16334,0,nan
2025 UFA,,1,17326,0,nan
2025 UFA,,1,14672,0,nan
2025 UFA,,1,16683,0,nan
2025 UFA,,1,16459,0,nan
2025 UFA,,1,13293,0,nan
2025 UFA,,1,17362,0,nan
2025 UFA,,1,16926,0,nan
2025 UFA,,1,16706,0,nan
2025 UFA,,1,16422,0,nan
2025 UFA,,1,14123,0,nan
2025 UFA,,1,17077,0,nan
2025 UFA,,1,14727,0,nan
2025 UFA,,1,13168,0,nan
2025 UFA,,1,15538,0,nan
2025 UFA,,1,13455,0,nan
2025 UFA,,1,15054,0,nan
2025 UFA,,1,16623,0,nan
2025 UFA,,1,15399,0,nan
2025 UFA,,1,16720,0,nan
2025 UFA,,1,16933,0,nan
2025 UFA,,1,17322,0,nan
2025 UFA,,1,16869,0,nan
2025 UFA,,1,16454,0,nan
2025 UFA,,1,15697,0,nan
2025 UFA,,1,15910,0,nan
2025 UFA,,1,13220,0,nan
2025 UFA,,1,16363,0,nan
2025 UFA,,1,16242,0,nan
2025 UFA,,1,15726,0,nan
2025 UFA,,1,16347,0,nan
2025 UFA,,1,12831,0,nan
2025 UFA,,1,15920,0,nan
2025 UFA,,1,13434,0,nan
2025 UFA,,1,11678,0,nan
2025 UFA,,1,15907,0,nan
2025 UFA,,1,14813,0,nan
2025 UFA,,1,16310,0,nan
2025 UFA,,1,15421,0,nan
2025 UFA,,1,16748,0,nan
2025 UFA,,1,15936,0,nan
2025 UFA,,1,17251,0,nan
2025 UFA,,1,17189,0,nan
2025 UFA,,1,17176,0,nan
2025 UFA,,1,15420,0,nan
2025 UFA,,1,15914,0,nan
2025 UFA,,1,17346,0,nan
2025 UFA,,1,16795,0,nan
2025 UFA,,1,16907,0,nan
2025 UFA,,1,16405,0,nan
2025 UFA,,1,15684,0,nan
2025 UFA,,1,13155,0,nan
2025 UFA,,1,16008,0,nan
2025 UFA,,1,15763,0,nan
2025 UFA,,1,17041,0,nan
2025 UFA,,1,16308,0,nan
2025 UFA,,1,17407,0,nan
2025 UFA,,1,15796,0,nan
2025 UFA,,1,14834,0,nan
2025 UFA,,1,15413,0,nan
2025 UFA,,1,17385,0,nan
2025 UFA,,1,13124,0,nan
2025 UFA,,1,16307,0,nan
2025 UFA,,1,16496,0,nan
2025 UFA,,1,16094,0,nan
2025 UFA,,1,16292,0,nan
2025 UFA,,1,14065,0,nan
2025 UFA,,1,15408,0,nan
2025 UFA,,1,14146,0,nan
2025 UFA,,1,15384,0,nan
2025 UFA,,1,13157,0,nan
2025 UFA,,1,15975,0,nan
2025 UFA,,1,16231,0,nan
2025 UFA,,1,13832,0,nan
2025 UFA,,1,14079,0,nan
2025 UFA,,1,17062,0,nan
2025 UFA,,1,17290,0,nan
2025 UFA,,1,11945,0,nan
2025 UFA,,1,13315,0,nan
2025 UFA,,1,17434,0,nan
2025 UFA,,1,14215,0,nan
2025 UFA,,1,14197,0,nan
2025 UFA,,1,16850,0,nan
2025 UFA,,1,16045,0,nan
2025 UFA,,1,16600,0,nan
2025 UFA,,1,15296,0,nan
2025 UFA,,1,13814,0,nan
2025 UFA,,1,16317,0,nan
2025 UFA,,1,17302,0,nan
2025 UFA,,1,16205,0,nan
2025 UFA,,1,17337,0,nan
2025 UFA,,1,14258,0,nan
2025 UFA,,1,15257,0,nan
2025 UFA,,1,13694,0,nan
2025 UFA,,1,16461,0,nan
2025 UFA,,1,16238,0,nan
2025 UFA,,1,16932,0,nan
2025 UFA,,1,16451,0,nan
2025 UFA,,1,14228,0,nan
2025 UFA,,1,14278,0,nan
2025 UFA,,1,14838,0,nan
2025 UFA,,1,12658,0,nan
2025 UFA,,1,13893,0,nan
2025 UFA,,1,16891,0,nan
2025 UFA,,1,16210,0,nan
2025 UFA,,1,16896,0,nan
2025 UFA,,1,12381,0,nan
2025 UFA,,1,17207,0,nan
2025 UFA,,1,14110,0,nan
2025 UFA,,1,17428,0,nan
2025 UFA,,1,16355,0,nan
2025 UFA,,1,17388,0,nan
2025 UFA,,1,14887,0,nan
2025 UFA,,1,12767,0,nan
2025 UFA,,1,16745,0,nan
2025 UFA,,1,16483,0,nan
2025 UFA,,1,14613,0,nan
2025 UFA,,1,17318,0,nan
2025 UFA,,1,14080,0,nan
2025 UFA,,1,17402,0,nan
2025 UFA,,1,16247,0,nan
2025 UFA,,1,17311,0,nan
2025 UFA,,1,15491,0,nan
2025 UFA,,1,11348,0,nan
2025 UFA,,1,16607,0,nan
2025 UFA,,1,16113,0,nan
2025 UFA,,1,16686,0,nan
2025 UFA,,1,15828,0,nan
2025 UFA,,1,17405,0,nan
2025 UFA,,1,16243,0,nan
2025 UFA,,1,16321,0,nan
2025 UFA,,1,15411,0,nan
2025 UFA,,1,14141,0,nan
2025 UFA,,1,17168,0,nan
2025 UFA,,1,12701,0,nan
2025 UFA,,1,16916,0,nan
2025 UFA,,1,16697,0,nan
2025 UFA,,1,16258,0,nan
2025 UFA,,1,12270,0,nan
2025 UFA,,1,16319,0,nan
2025 UFA,,1,17224,0,nan
2025 UFA,,1,13645,0,nan
2025 UFA,,1,13811,0,nan
2025 UFA,,1,15896,0,nan
2025 UFA,,1,16428,0,nan
2025 UFA,,1,12301,0,nan
2025 UFA,,1,15434,0,nan
2025 UFA,,1,16741,0,nan
2025 UFA,,1,15007,0,nan
2025 UFA,,1,13267,0,nan
2025 UFA,,1,17424,0,nan
2025 UFA,,1,13676,0,nan
2025 UFA,,1,14956,0,nan
2025 UFA,,1,16749,0,nan
2025 UFA,,1,17182,0,nan
2025 UFA,,1,16647,0,nan
2025 UFA,,1,15939,0,nan
2025 UFA,,1,16345,0,nan
2025 UFA,,1,14257,0,nan
2025 UFA,,1,15709,0,nan
2025 UFA,,1,15392,0,nan
2025 UFA,,1,13637,0,nan
2025 UFA,,1,17330,0,nan
2025 UFA,,1,16911,0,nan
2025 UFA,,1,16612,0,nan
2025 UFA,,1,16433,0,nan
2025 UFA,,1,15405,0,nan
2025 UFA,,1,15430,0,nan
2025 UFA,,1,16878,0,nan
2025 UFA,,1,13736,0,nan
2025 UFA,,1,17280,0,nan
2025 UFA,,1,14069,0,nan
2025 UFA,,1,14063,0,nan
2025 UFA,,1,16754,0,nan
2025 UFA,,1,16091,0,nan
2025 UFA,,1,15377,0,nan
2025 UFA,,1,15541,0,nan
2025 UFA,,1,16011,0,nan
2025 UFA,,1,16840,0,nan
2025 UFA,,1,15478,0,nan
2025 UFA,,1,13769,0,nan
2025 UFA,,1,17270,0,nan
2025 UFA,,1,17397,0,nan
2025 UFA,,1,14979,0,nan
2025 UFA,,1,13840,0,nan
2025 UFA,,1,15733,0,nan
2025 UFA,,1,17217,0,nan
2025 UFA,,1,15498,0,nan
2025 UFA,,1,17126,0,nan
2025 UFA,,1,15026,0,nan
2025 UFA,,1,14292,0,nan
2025 UFA,,1,15353,0,nan
2025 UFA,,1,13276,0,nan
2025 UFA,,1,12378,0,nan
2025 UFA,,1,17198,0,nan
2025 UFA,,1,16419,0,nan
2025 UFA,,1,16590,0,nan
2025 UFA,,1,16888,0,nan
2025 UFA,,1,14212,0,nan
2025 UFA,,1,16726,0,nan
2025 UFA,,1,10697,0,nan
2025 UFA,,1,15173,0,nan
2025 UFA,,1,17324,0,nan
2025 UFA,,1,14200,0,nan
2025 UFA,,1,14923,0,nan
2025 UFA,,1,14827,0,nan
2025 UFA,,1,15926,0,nan
2025 UFA,,1,16358,0,nan
2025 UFA,,1,15440,0,nan
2025 UFA,,1,16817,0,nan
2025 UFA,,1,14533,0,nan
2025 UFA,,1,14817,0,nan
2025 UFA,,1,17427,0,nan
2025 UFA,,1,17085,0,nan
2025 UFA,,1,13316,0,nan
2025 UFA,,1,16781,0,nan
2025 UFA,,1,10413,0,nan
2025 UFA,,1,15859,0,nan
2025 UFA,,1,11938,0,nan
2025 UFA,,1,15946,0,nan
2025 UFA,,1,15403,0,nan
2025 UFA,,1,15814,0,nan
2025 UFA,,1,14963,0,nan
2025 UFA,,1,13678,0,nan
2025 UFA,,1,15934,0,nan
2025 UFA,,1,16472,0,nan
2025 UFA,,1,11647,0,nan
2025 UFA,,1,12652,0,nan
2025 UFA,,1,16519,0,nan
2025 UFA,,1,13953,0,nan
2025 UFA,,1,17393,0,nan
2025 UFA,,1,16658,0,nan
2025 UFA,,1,15977,0,nan
2025 UFA,,1,16320,0,nan
2025 UFA,,1,15699,0,nan
2025 UFA,,1,16158,0,nan
2025 UFA,,1,17357,0,nan
2025 UFA,,1,16624,0,nan
2025 UFA,,1,15110,0,nan
2025 UFA,,1,14161,0,nan
2025 UFA,,1,16923,0,nan
2025 UFA,,1,15824,0,nan
2025 UFA,,1,16403,0,nan
2025 UFA,,1,16858,0,nan
2025 UFA,,1,17242,0,nan
2025 UFA,,1,13260,0,nan
2025 UFA,,1,16327,0,nan
2025 UFA,,1,15289,0,nan
2025 UFA,,1,15492,0,nan
2025 UFA,,1,16036,0,nan
2025 UFA,,1,13427,0,nan
2025 UFA,,1,15010,0,nan
2025 UFA,,1,15841,0,nan
2025 UFA,,1,16120,0,nan
2025 UFA,,1,15242,0,nan
2025 UFA,,1,14870,0,nan
2025 UFA,,1,16589,0,nan
2025 UFA,,1,12645,0,nan
2025 UFA,,1,16949,0,nan
2025 UFA,,1,15332,0,nan
2025 UFA,,1,16652,0,nan
2025 UFA,,1,16361,0,nan
2025 UFA,,1,16664,0,nan
2025 UFA,,1,13115,0,nan
2025 UFA,,1,17327,0,nan
2025 UFA,,1,15379,0,nan
2025 UFA,,1,10976,0,nan
2025 UFA,,1,15359,0,nan
2025 UFA,,1,15458,0,nan
2025 UFA,,1,16160,0,nan
2025 UFA,,1,13965,0,nan
2025 UFA,,1,15803,0,nan
2025 UFA,,1,15995,0,nan
2025 UFA,,1,17408,0,nan
2025 UFA,,1,13669,0,nan
2025 UFA,,1,15376,0,nan
2025 UFA,,1,13930,0,nan
2025 UFA,,1,15893,0,nan
2025 UFA,,1,15981,0,nan
2025 UFA,,1,14675,0,nan
2025 UFA,,1,17296,0,nan
2025 UFA,,1,14925,0,nan
2025 UFA,,1,17308,0,nan
2025 UFA,,1,16961,0,nan
2025 UFA,,1,16743,0,nan
2025 UFA,,1,11807,0,nan
2025 UFA,,1,15877,0,nan
2025 UFA,,1,12317,0,nan
2025 UFA,,1,16678,0,nan
2025 UFA,,1,13793,0,nan
2025 UFA,,1,16356,0,nan
2025 UFA,,1,16386,0,nan
2025 UFA,,1,16527,0,nan
2025 UFA,,1,17332,0,nan
2025 UFA,,1,12680,0,nan
2025 UFA,,1,16176,0,nan
2025 UFA,,1,14810,0,nan
2025 UFA,,1,17347,0,nan
2025 UFA,,1,12762,0,nan
2025 UFA,,1,16003,0,nan
2025 UFA,,1,14967,0,nan
2025 UFA,,1,15996,0,nan
2025 UFA,,1,16447,0,nan
2025 UFA,,1,16821,0,nan
2025 UFA,,1,13306,0,nan
2025 UFA,,1,17180,0,nan
2025 UFA,,1,13258,0,nan
2025 UFA,,1,16621,0,nan
2025 UFA,,1,14948,0,nan
2025 UFA,,1,13416,0,nan
2025 UFA,,1,13747,0,nan
2025 UFA,,1,16954,0,nan
2025 UFA,,1,14950,0,nan
2025 UFA,,1,13711,0,nan
2025 UFA,,1,15285,0,nan
2025 UFA,,1,17162,0,nan
2025 UFA,,1,15443,0,nan
2025 UFA,,1,13707,0,nan
2025 UFA,,1,16304,0,nan
2025 UFA,,1,15042,0,nan
2025 UFA,,1,15510,0,nan
2025 UFA,,1,14971,0,nan
2025 UFA,,1,16864,0,nan
2025 UFA,,1,16760,0,nan
2025 UFA,,1,16216,0,nan
2025 UFA,,1,15900,0,nan
2025 UFA,,1,16792,0,nan
2025 UFA,,1,17392,0,nan
2025 UFA,,1,13211,0,nan
2025 UFA,,1,14992,0,nan
2025 UFA,,1,16803,0,nan
2025 UFA,,1,13113,0,nan
2025 UFA,,1,13776,0,nan
2025 UFA,,1,16774,0,nan
2025 UFA,,1,14269,0,nan
2025 UFA,,1,16893,0,nan
2025 UFA,,1,16446,0,nan
2025 UFA,,1,16766,0,nan
2025 UFA,,1,17354,0,nan
2025 UFA,,1,17011,0,nan
2025 UFA,,1,17088,0,nan
2025 UFA,,1,15347,0,nan
2025 UFA,,1,16634,0,nan
2025 UFA,,1,16052,0,nan
2025 UFA,,1,14549,0,nan
2025 UFA,,1,15151,0,nan
2025 UFA,,1,17089,0,nan
2025 UFA,,1,12610,0,nan
2025 UFA,,1,15109,0,nan
2025 UFA,,1,17232,0,nan
2025 UFA,,1,17401,0,nan
2025 UFA,,1,16839,0,nan
2025 UFA,,1,16516,0,nan
2025 UFA,,1,16871,0,nan
2025 UFA,,1,15589,0,nan
2025 UFA,,1,16822,0,nan
2025 UFA,,1,13762,0,nan
2025 UFA,,1,13598,0,nan
2025 UFA,,1,17084,0,nan
2025 UFA,,1,13249,0,nan
2025 UFA,,1,15714,0,nan
2025 UFA,,1,13760,0,nan
2025 UFA,,1,16940,0,nan
2025 UFA,,1,17404,0,nan
2025 UFA,,1,16633,0,nan
2025 UFA,,1,16312,0,nan
2025 UFA,,1,15563,0,nan
2025 UFA,,1,16648,0,nan
2025 UFA,,1,16811,0,nan
2025 UFA,,1,15528,0,nan
2025 UFA,,1,15454,0,nan
2025 UFA,,1,15585,0,nan
2025 UFA,,1,16860,0,nan
2025 UFA,,1,15886,0,nan
2025 UFA,,1,13959,0,nan
2025 UFA,,1,12979,0,nan
2025 UFA,,1,16895,0,nan
2025 UFA,,1,16284,0,nan
2025 UFA,,1,17386,0,nan
2025 UFA,,1,16630,0,nan
2025 UFA,,1,13139,0,nan
2025 UFA,,1,16793,0,nan
2025 UFA,,1,15559,0,nan
2025 UFA,,1,15885,0,nan
2025 UFA,,1,17359,0,nan
2025 UFA,,1,17396,0,nan
2025 UFA,,1,13253,0,nan
2025 UFA,,1,17273,0,nan
2025 UFA,,1,13154,0,nan
2025 UFA,,1,17164,0,nan
2025 UFA,,1,15286,0,nan
2025 UFA,,1,14076,0,nan
2025 UFA,,1,16375,0,nan
2025 UFA,,1,16367,0,nan
2025 UFA,,1,13652,0,nan
2025 UFA,,1,14017,0,nan
2025 UFA,,1,16625,0,nan
2025 UFA,,1,14928,0,nan
2025 UFA,,1,15422,0,nan
2025 UFA,,1,15239,0,nan
2025 UFA,,1,12608,0,nan
2025 UFA,,1,16967,0,nan
2025 UFA,,1,14267,0,nan
2025 UFA,,1,15816,0,nan
2025 UFA,,1,16762,0,nan
2025 UFA,,1,17366,0,nan
2025 UFA,,1,13296,0,nan
2025 UFA,,1,14227,0,nan
2025 UFA,,1,13266,0,nan
2025 UFA,,1,14984,0,nan
2025 UFA,,1,17250,0,nan
2025 UFA,,1,15035,0,nan
2025 UFA,,1,15906,0,nan
2025 UFA,,1,16913,0,nan
2025 UFA,,1,15865,0,nan
2025 UFA,,1,15840,0,nan
2025 UFA,,1,14379,0,nan
2025 UFA,,1,15792,0,nan
2025 UFA,,1,11228,0,nan
2025 UFA,,1,13846,0,nan
2025 UFA,,1,17338,0,nan
2025 UFA,,1,15894,0,nan
2025 UFA,,1,16099,0,nan
2025 UFA,,1,12760,0,nan
2025 UFA,,1,13212,0,nan
2025 UFA,,1,15626,0,nan
2025 UFA,,1,17382,0,nan
2025 UFA,,1,14426,0,nan
2025 UFA,,1,16523,0,nan
2025 UFA,,1,14220,0,nan
2025 UFA,,1,14198,0,nan
2025 UFA,,1,16898,0,nan
2025 UFA,,1,17271,0,nan
