salary,id,contractYear,contractInfo,conference,status
,16179,1,2025 UFA,0,
,12311,1,2025 UFA,0,
,16605,1,2025 UFA,0,
,15614,1,2025 UFA,0,
,13641,1,2025 UFA,0,
,16912,1,2025 UFA,0,
,16571,1,2025 UFA,0,
,17038,1,2025 UFA,0,
,15743,1,2025 UFA,0,
,16063,1,2025 UFA,0,
,15849,1,2025 UFA,0,
,15993,1,2025 UFA,0,
,17356,1,2025 UFA,0,
,16890,1,2025 UFA,0,
,16894,1,2025 UFA,0,
,15450,1,2025 UFA,0,
,16170,1,2025 UFA,0,
,13313,1,2025 UFA,0,
,15097,1,2025 UFA,0,
,13205,1,2025 UFA,0,
,11761,1,2025 UFA,0,
,15333,1,2025 UFA,0,
,16765,1,2025 UFA,0,
,16390,1,2025 UFA,0,
,16535,1,2025 UFA,0,
,17225,1,2025 UFA,0,
,11017,1,2025 UFA,0,
,11947,1,2025 UFA,0,
,13222,1,2025 UFA,0,
,17365,1,2025 UFA,0,
,16769,1,2025 UFA,0,
,13143,1,2025 UFA,0,
,15417,1,2025 UFA,0,
,17197,1,2025 UFA,0,
,16751,1,2025 UFA,0,
,17233,1,2025 UFA,0,
,17334,1,2025 UFA,0,
,15363,1,2025 UFA,0,
,17238,1,2025 UFA,0,
,15785,1,2025 UFA,0,
,16695,1,2025 UFA,0,
,16438,1,2025 UFA,0,
,16463,1,2025 UFA,0,
,17227,1,2025 UFA,0,
,13307,1,2025 UFA,0,
,13639,1,2025 UFA,0,
,17240,1,2025 UFA,0,
,16687,1,2025 UFA,0,
,16958,1,2025 UFA,0,
,14280,1,2025 UFA,0,
,16296,1,2025 UFA,0,
,10267,1,2025 UFA,0,
,15252,1,2025 UFA,0,
,12716,1,2025 UFA,0,
,17195,1,2025 UFA,0,
,15326,1,2025 UFA,0,
,16585,1,2025 UFA,0,
,16606,1,2025 UFA,0,
,14846,1,2025 UFA,0,
,16424,1,2025 UFA,0,
,16197,1,2025 UFA,0,
,17264,1,2025 UFA,0,
,14067,1,2025 UFA,0,
,16309,1,2025 UFA,0,
,15263,1,2025 UFA,0,
,15909,1,2025 UFA,0,
,17375,1,2025 UFA,0,
,15243,1,2025 UFA,0,
,17140,1,2025 UFA,0,
,16974,1,2025 UFA,0,
,14486,1,2025 UFA,0,
,16286,1,2025 UFA,0,
,16494,1,2025 UFA,0,
,12773,1,2025 UFA,0,
,13348,1,2025 UFA,0,
,17305,1,2025 UFA,0,
,15283,1,2025 UFA,0,
,15766,1,2025 UFA,0,
,13752,1,2025 UFA,0,
,16814,1,2025 UFA,0,
,13270,1,2025 UFA,0,
,14239,1,2025 UFA,0,
,14131,1,2025 UFA,0,
,17288,1,2025 UFA,0,
,16232,1,2025 UFA,0,
,15341,1,2025 UFA,0,
,17129,1,2025 UFA,0,
,13426,1,2025 UFA,0,
,9596,1,2025 UFA,0,
,16082,1,2025 UFA,0,
,13998,1,2025 UFA,0,
,14798,1,2025 UFA,0,
,12447,1,2025 UFA,0,
,16759,1,2025 UFA,0,
,13330,1,2025 UFA,0,
,15476,1,2025 UFA,0,
,14181,1,2025 UFA,0,
,13968,1,2025 UFA,0,
,17050,1,2025 UFA,0,
,15830,1,2025 UFA,0,
,13940,1,2025 UFA,0,
,14975,1,2025 UFA,0,
,16440,1,2025 UFA,0,
,16659,1,2025 UFA,0,
,17331,1,2025 UFA,0,
,14199,1,2025 UFA,0,
,11390,1,2025 UFA,0,
,15937,1,2025 UFA,0,
,14938,1,2025 UFA,0,
,16553,1,2025 UFA,0,
,16873,1,2025 UFA,0,
,17100,1,2025 UFA,0,
,17409,1,2025 UFA,0,
,16685,1,2025 UFA,0,
,17456,1,2025 UFA,0,locked
,12736,1,2025 UFA,0,
,14028,1,2025 UFA,0,
,13785,1,2025 UFA,0,
,14722,1,2025 UFA,0,
,14154,1,2025 UFA,0,
,12291,1,2025 UFA,0,
,15375,1,2025 UFA,0,
,16737,1,2025 UFA,0,
,17275,1,2025 UFA,0,
,12756,1,2025 UFA,0,
,16250,1,2025 UFA,0,
,13777,1,2025 UFA,0,
,16359,1,2025 UFA,0,
,13797,1,2025 UFA,0,
,13913,1,2025 UFA,0,
,15456,1,2025 UFA,0,
,16828,1,2025 UFA,0,
,13745,1,2025 UFA,0,
,17291,1,2025 UFA,0,
,16532,1,2025 UFA,0,
,17279,1,2025 UFA,0,
,12361,1,2025 UFA,0,
,15414,1,2025 UFA,0,
,16159,1,2025 UFA,0,
,16443,1,2025 UFA,0,
,13365,1,2025 UFA,0,
,11840,1,2025 UFA,0,
,17412,1,2025 UFA,0,
,13929,1,2025 UFA,0,
,15386,1,2025 UFA,0,
,13939,1,2025 UFA,0,
,12691,1,2025 UFA,0,
,15521,1,2025 UFA,0,
,15898,1,2025 UFA,0,
,15916,1,2025 UFA,0,
,13148,1,2025 UFA,0,
,15453,1,2025 UFA,0,
,13265,1,2025 UFA,0,
,15807,1,2025 UFA,0,
,16225,1,2025 UFA,0,
,13685,1,2025 UFA,0,
,17389,1,2025 UFA,0,
,14902,1,2025 UFA,0,
,14929,1,2025 UFA,0,
,14873,1,2025 UFA,0,
,16750,1,2025 UFA,0,
,15948,1,2025 UFA,0,
,16975,1,2025 UFA,0,
,13709,1,2025 UFA,0,
,14209,1,2025 UFA,0,
,14555,1,2025 UFA,0,
,16138,1,2025 UFA,0,
,14254,1,2025 UFA,0,
,15382,1,2025 UFA,0,
,16436,1,2025 UFA,0,
,14245,1,2025 UFA,0,
,14977,1,2025 UFA,0,
,15902,1,2025 UFA,0,
,17215,1,2025 UFA,0,
,17278,1,2025 UFA,0,
,16372,1,2025 UFA,0,
,14414,1,2025 UFA,0,
,16849,1,2025 UFA,0,
,16880,1,2025 UFA,0,
,17437,1,2025 UFA,0,
,16763,1,2025 UFA,0,
,16199,1,2025 UFA,0,
,17313,1,2025 UFA,0,
,16237,1,2025 UFA,0,
,14341,1,2025 UFA,0,
,17065,1,2025 UFA,0,
,13488,1,2025 UFA,0,
,15855,1,2025 UFA,0,
,13377,1,2025 UFA,0,
,11225,1,2025 UFA,0,
,15260,1,2025 UFA,0,
,16832,1,2025 UFA,0,
,16897,1,2025 UFA,0,
,17236,1,2025 UFA,0,
,16901,1,2025 UFA,0,
,17219,1,2025 UFA,0,
,11970,1,2025 UFA,0,
,13608,1,2025 UFA,0,
,14857,1,2025 UFA,0,
,13231,1,2025 UFA,0,
,14806,1,2025 UFA,0,
,13133,1,2025 UFA,0,
,16196,1,2025 UFA,0,
,12238,1,2025 UFA,0,
,10260,1,2025 UFA,0,
,13634,1,2025 UFA,0,
,16900,1,2025 UFA,0,
,16510,1,2025 UFA,0,
,15901,1,2025 UFA,0,
,16293,1,2025 UFA,0,
,14467,1,2025 UFA,0,
,14890,1,2025 UFA,0,
,12229,1,2025 UFA,0,
,17196,1,2025 UFA,0,
,16270,1,2025 UFA,0,
,12952,1,2025 UFA,0,
,9833,1,2025 UFA,0,
,16486,1,2025 UFA,0,
,15448,1,2025 UFA,0,
,14506,1,2025 UFA,0,
,16838,1,2025 UFA,0,
,16592,1,2025 UFA,0,
,16102,1,2025 UFA,0,
,16631,1,2025 UFA,0,
,13910,1,2025 UFA,0,
,15316,1,2025 UFA,0,
,17345,1,2025 UFA,0,
,17235,1,2025 UFA,0,
,8930,1,2025 UFA,0,
,17101,1,2025 UFA,0,
,16588,1,2025 UFA,0,
,15650,1,2025 UFA,0,
,17321,1,2025 UFA,0,
,17360,1,2025 UFA,0,
,16739,1,2025 UFA,0,
,16380,1,2025 UFA,0,
,13863,1,2025 UFA,0,
,17293,1,2025 UFA,0,
,16728,1,2025 UFA,0,
,14848,1,2025 UFA,0,
,12309,1,2025 UFA,0,
,16015,1,2025 UFA,0,
,14958,1,2025 UFA,0,
,15905,1,2025 UFA,0,
,16701,1,2025 UFA,0,
,16332,1,2025 UFA,0,
,12735,1,2025 UFA,0,
,14186,1,2025 UFA,0,
,16586,1,2025 UFA,0,
,17374,1,2025 UFA,0,
,15998,1,2025 UFA,0,
,13066,1,2025 UFA,0,
,12802,1,2025 UFA,0,
,14839,1,2025 UFA,0,
,14434,1,2025 UFA,0,
,13245,1,2025 UFA,0,
,16804,1,2025 UFA,0,
,17223,1,2025 UFA,0,
,16334,1,2025 UFA,0,
,17326,1,2025 UFA,0,
,14672,1,2025 UFA,0,
,16683,1,2025 UFA,0,
,16459,1,2025 UFA,0,
,13293,1,2025 UFA,0,
,17362,1,2025 UFA,0,
,16926,1,2025 UFA,0,
,16706,1,2025 UFA,0,
,16422,1,2025 UFA,0,
,14123,1,2025 UFA,0,
,17077,1,2025 UFA,0,
,14727,1,2025 UFA,0,
,13168,1,2025 UFA,0,
,15538,1,2025 UFA,0,
,13455,1,2025 UFA,0,
,15054,1,2025 UFA,0,
,16623,1,2025 UFA,0,
,15399,1,2025 UFA,0,
,16720,1,2025 UFA,0,
,16933,1,2025 UFA,0,
,17322,1,2025 UFA,0,
,16869,1,2025 UFA,0,
,16454,1,2025 UFA,0,
,15697,1,2025 UFA,0,
,15910,1,2025 UFA,0,
,13220,1,2025 UFA,0,
,16363,1,2025 UFA,0,
,16242,1,2025 UFA,0,
,15726,1,2025 UFA,0,
,16347,1,2025 UFA,0,
,12831,1,2025 UFA,0,
,15920,1,2025 UFA,0,
,13434,1,2025 UFA,0,
,11678,1,2025 UFA,0,
,15907,1,2025 UFA,0,
,14813,1,2025 UFA,0,
,16310,1,2025 UFA,0,
,15421,1,2025 UFA,0,
,16748,1,2025 UFA,0,
,15936,1,2025 UFA,0,
,17251,1,2025 UFA,0,
,17189,1,2025 UFA,0,
,17176,1,2025 UFA,0,
,15420,1,2025 UFA,0,
,15914,1,2025 UFA,0,
,17346,1,2025 UFA,0,
,16795,1,2025 UFA,0,
,16907,1,2025 UFA,0,
,16405,1,2025 UFA,0,
,15684,1,2025 UFA,0,
,13155,1,2025 UFA,0,
,16008,1,2025 UFA,0,
,15763,1,2025 UFA,0,
,17041,1,2025 UFA,0,
,16308,1,2025 UFA,0,
,17407,1,2025 UFA,0,
,15796,1,2025 UFA,0,
,14834,1,2025 UFA,0,
,15413,1,2025 UFA,0,
,17385,1,2025 UFA,0,
,13124,1,2025 UFA,0,
,16307,1,2025 UFA,0,
,16496,1,2025 UFA,0,
,16094,1,2025 UFA,0,
,16292,1,2025 UFA,0,
,14065,1,2025 UFA,0,
,15408,1,2025 UFA,0,
,14146,1,2025 UFA,0,
,15384,1,2025 UFA,0,
,13157,1,2025 UFA,0,
,15975,1,2025 UFA,0,
,16231,1,2025 UFA,0,
,13832,1,2025 UFA,0,
,14079,1,2025 UFA,0,
,17062,1,2025 UFA,0,
,17290,1,2025 UFA,0,
,11945,1,2025 UFA,0,
,13315,1,2025 UFA,0,
,17434,1,2025 UFA,0,
,14215,1,2025 UFA,0,
,14197,1,2025 UFA,0,
,16850,1,2025 UFA,0,
,16045,1,2025 UFA,0,
,16600,1,2025 UFA,0,
,15296,1,2025 UFA,0,
,13814,1,2025 UFA,0,
,16317,1,2025 UFA,0,
,17302,1,2025 UFA,0,
,16205,1,2025 UFA,0,
,17337,1,2025 UFA,0,
,14258,1,2025 UFA,0,
,15257,1,2025 UFA,0,
,13694,1,2025 UFA,0,
,16461,1,2025 UFA,0,
,16238,1,2025 UFA,0,
,16932,1,2025 UFA,0,
,16451,1,2025 UFA,0,
,14228,1,2025 UFA,0,
,14278,1,2025 UFA,0,
,14838,1,2025 UFA,0,
,12658,1,2025 UFA,0,
,13893,1,2025 UFA,0,
,16891,1,2025 UFA,0,
,16210,1,2025 UFA,0,
,16896,1,2025 UFA,0,
,12381,1,2025 UFA,0,
,17207,1,2025 UFA,0,
,14110,1,2025 UFA,0,
,17428,1,2025 UFA,0,
,16355,1,2025 UFA,0,
,17388,1,2025 UFA,0,
,14887,1,2025 UFA,0,
,12767,1,2025 UFA,0,
,16745,1,2025 UFA,0,
,16483,1,2025 UFA,0,
,14613,1,2025 UFA,0,
,17318,1,2025 UFA,0,
,14080,1,2025 UFA,0,
,17402,1,2025 UFA,0,
,16247,1,2025 UFA,0,
,17448,1,2025 UFA,0,locked
,17311,1,2025 UFA,0,
,15491,1,2025 UFA,0,
,11348,1,2025 UFA,0,
,16607,1,2025 UFA,0,
,16113,1,2025 UFA,0,
,16686,1,2025 UFA,0,
,15828,1,2025 UFA,0,
,17405,1,2025 UFA,0,
,16243,1,2025 UFA,0,
,16321,1,2025 UFA,0,
,15411,1,2025 UFA,0,
,14141,1,2025 UFA,0,
,17168,1,2025 UFA,0,
,12701,1,2025 UFA,0,
,16916,1,2025 UFA,0,
,16697,1,2025 UFA,0,
,16258,1,2025 UFA,0,
,12270,1,2025 UFA,0,
,16319,1,2025 UFA,0,
,17224,1,2025 UFA,0,
,13645,1,2025 UFA,0,
,13811,1,2025 UFA,0,
,15896,1,2025 UFA,0,
,16428,1,2025 UFA,0,
,12301,1,2025 UFA,0,
,15434,1,2025 UFA,0,
,16741,1,2025 UFA,0,
,15007,1,2025 UFA,0,
,13267,1,2025 UFA,0,
,17424,1,2025 UFA,0,
,13676,1,2025 UFA,0,
,14956,1,2025 UFA,0,
,16749,1,2025 UFA,0,
,17182,1,2025 UFA,0,
,16647,1,2025 UFA,0,
,15939,1,2025 UFA,0,
,16345,1,2025 UFA,0,
,14257,1,2025 UFA,0,
,15709,1,2025 UFA,0,
,15392,1,2025 UFA,0,
,13637,1,2025 UFA,0,
,17330,1,2025 UFA,0,
,16911,1,2025 UFA,0,
,16612,1,2025 UFA,0,
,16433,1,2025 UFA,0,
,15405,1,2025 UFA,0,
,15430,1,2025 UFA,0,
,16878,1,2025 UFA,0,
,13736,1,2025 UFA,0,
,17280,1,2025 UFA,0,
,14069,1,2025 UFA,0,
,14063,1,2025 UFA,0,
,16754,1,2025 UFA,0,
,16091,1,2025 UFA,0,
,15377,1,2025 UFA,0,
,15541,1,2025 UFA,0,
,16011,1,2025 UFA,0,
,16840,1,2025 UFA,0,
,15478,1,2025 UFA,0,
,13769,1,2025 UFA,0,
,17270,1,2025 UFA,0,
,17397,1,2025 UFA,0,
,14979,1,2025 UFA,0,
,13840,1,2025 UFA,0,
,15733,1,2025 UFA,0,
,17217,1,2025 UFA,0,
,15498,1,2025 UFA,0,
,17126,1,2025 UFA,0,
,15026,1,2025 UFA,0,
,14292,1,2025 UFA,0,
,15353,1,2025 UFA,0,
,13276,1,2025 UFA,0,
,12378,1,2025 UFA,0,
,17198,1,2025 UFA,0,
,16419,1,2025 UFA,0,
,16590,1,2025 UFA,0,
,16888,1,2025 UFA,0,
,14212,1,2025 UFA,0,
,16726,1,2025 UFA,0,
,10697,1,2025 UFA,0,
,15173,1,2025 UFA,0,
,17324,1,2025 UFA,0,
,14200,1,2025 UFA,0,
,14923,1,2025 UFA,0,
,14827,1,2025 UFA,0,
,15926,1,2025 UFA,0,
,16358,1,2025 UFA,0,
,15440,1,2025 UFA,0,
,16817,1,2025 UFA,0,
,14533,1,2025 UFA,0,
,14817,1,2025 UFA,0,
,17427,1,2025 UFA,0,
,17085,1,2025 UFA,0,
,13316,1,2025 UFA,0,
,16781,1,2025 UFA,0,
,10413,1,2025 UFA,0,
,15859,1,2025 UFA,0,
,11938,1,2025 UFA,0,
,15946,1,2025 UFA,0,
,15403,1,2025 UFA,0,
,15814,1,2025 UFA,0,
,14963,1,2025 UFA,0,
,13678,1,2025 UFA,0,
,15934,1,2025 UFA,0,
,16472,1,2025 UFA,0,
,11647,1,2025 UFA,0,
,12652,1,2025 UFA,0,
,16519,1,2025 UFA,0,
,13953,1,2025 UFA,0,
,17393,1,2025 UFA,0,
,16658,1,2025 UFA,0,
,15977,1,2025 UFA,0,
,16320,1,2025 UFA,0,
,15699,1,2025 UFA,0,
,16158,1,2025 UFA,0,
,17357,1,2025 UFA,0,
,16624,1,2025 UFA,0,
,15110,1,2025 UFA,0,
,14161,1,2025 UFA,0,
,16923,1,2025 UFA,0,
,15824,1,2025 UFA,0,
,16403,1,2025 UFA,0,
,16858,1,2025 UFA,0,
,17242,1,2025 UFA,0,
,13260,1,2025 UFA,0,
,16327,1,2025 UFA,0,
,15289,1,2025 UFA,0,
,15492,1,2025 UFA,0,
,16036,1,2025 UFA,0,
,13427,1,2025 UFA,0,
,15010,1,2025 UFA,0,
,15841,1,2025 UFA,0,
,16120,1,2025 UFA,0,
,15242,1,2025 UFA,0,
,14870,1,2025 UFA,0,
,16589,1,2025 UFA,0,
,12645,1,2025 UFA,0,
,16949,1,2025 UFA,0,
,15332,1,2025 UFA,0,
,16652,1,2025 UFA,0,
,16361,1,2025 UFA,0,
,16664,1,2025 UFA,0,
,13115,1,2025 UFA,0,
,17327,1,2025 UFA,0,
,15379,1,2025 UFA,0,
,10976,1,2025 UFA,0,
,15359,1,2025 UFA,0,
,15458,1,2025 UFA,0,
,16160,1,2025 UFA,0,
,13965,1,2025 UFA,0,
,15803,1,2025 UFA,0,
,15995,1,2025 UFA,0,
,17408,1,2025 UFA,0,
,13669,1,2025 UFA,0,
,15376,1,2025 UFA,0,
,13930,1,2025 UFA,0,
,15893,1,2025 UFA,0,
,15981,1,2025 UFA,0,
,14675,1,2025 UFA,0,
,17296,1,2025 UFA,0,
,14925,1,2025 UFA,0,
,17308,1,2025 UFA,0,
,16961,1,2025 UFA,0,
,16743,1,2025 UFA,0,
,11807,1,2025 UFA,0,
,15877,1,2025 UFA,0,
,12317,1,2025 UFA,0,
,16678,1,2025 UFA,0,
,13793,1,2025 UFA,0,
,16356,1,2025 UFA,0,
,16386,1,2025 UFA,0,
,16527,1,2025 UFA,0,
,17332,1,2025 UFA,0,
,12680,1,2025 UFA,0,
,16176,1,2025 UFA,0,
,14810,1,2025 UFA,0,
,17347,1,2025 UFA,0,
,12762,1,2025 UFA,0,
,16003,1,2025 UFA,0,
,14967,1,2025 UFA,0,
,15996,1,2025 UFA,0,
,16447,1,2025 UFA,0,
,16821,1,2025 UFA,0,
,13306,1,2025 UFA,0,
,17180,1,2025 UFA,0,
,13258,1,2025 UFA,0,
,16621,1,2025 UFA,0,
,14948,1,2025 UFA,0,
,13416,1,2025 UFA,0,
,13747,1,2025 UFA,0,
,16954,1,2025 UFA,0,
,14950,1,2025 UFA,0,
,13711,1,2025 UFA,0,
,15285,1,2025 UFA,0,
,17162,1,2025 UFA,0,
,15443,1,2025 UFA,0,
,13707,1,2025 UFA,0,
,16304,1,2025 UFA,0,
,15042,1,2025 UFA,0,
,15510,1,2025 UFA,0,
,14971,1,2025 UFA,0,
,16864,1,2025 UFA,0,
,16760,1,2025 UFA,0,
,16216,1,2025 UFA,0,
,15900,1,2025 UFA,0,
,16792,1,2025 UFA,0,
,17392,1,2025 UFA,0,
,13211,1,2025 UFA,0,
,14992,1,2025 UFA,0,
,16803,1,2025 UFA,0,
,13113,1,2025 UFA,0,
,13776,1,2025 UFA,0,
,16774,1,2025 UFA,0,
,14269,1,2025 UFA,0,
,16893,1,2025 UFA,0,
,16446,1,2025 UFA,0,
,16766,1,2025 UFA,0,
,17354,1,2025 UFA,0,
,17011,1,2025 UFA,0,
,17088,1,2025 UFA,0,
,15347,1,2025 UFA,0,
,16634,1,2025 UFA,0,
,16052,1,2025 UFA,0,
,14549,1,2025 UFA,0,
,15151,1,2025 UFA,0,
,17089,1,2025 UFA,0,
,12610,1,2025 UFA,0,
,15109,1,2025 UFA,0,
,17232,1,2025 UFA,0,
,17401,1,2025 UFA,0,
,16839,1,2025 UFA,0,
,16516,1,2025 UFA,0,
,16871,1,2025 UFA,0,
,15589,1,2025 UFA,0,
,16822,1,2025 UFA,0,
,13762,1,2025 UFA,0,
,13598,1,2025 UFA,0,
,17084,1,2025 UFA,0,
,13249,1,2025 UFA,0,
,15714,1,2025 UFA,0,
,13760,1,2025 UFA,0,
,16940,1,2025 UFA,0,
,17404,1,2025 UFA,0,
,16633,1,2025 UFA,0,
,16312,1,2025 UFA,0,
,15563,1,2025 UFA,0,
,16648,1,2025 UFA,0,
,16811,1,2025 UFA,0,
,15528,1,2025 UFA,0,
,15454,1,2025 UFA,0,
,15585,1,2025 UFA,0,
,16860,1,2025 UFA,0,
,15886,1,2025 UFA,0,
,13959,1,2025 UFA,0,
,12979,1,2025 UFA,0,
,16895,1,2025 UFA,0,
,16284,1,2025 UFA,0,
,17386,1,2025 UFA,0,
,16630,1,2025 UFA,0,
,13139,1,2025 UFA,0,
,16793,1,2025 UFA,0,
,15559,1,2025 UFA,0,
,15885,1,2025 UFA,0,
,17359,1,2025 UFA,0,
,17396,1,2025 UFA,0,
,13253,1,2025 UFA,0,
,17273,1,2025 UFA,0,
,13154,1,2025 UFA,0,
,17164,1,2025 UFA,0,
,15286,1,2025 UFA,0,
,14076,1,2025 UFA,0,
,16375,1,2025 UFA,0,
,16367,1,2025 UFA,0,
,13652,1,2025 UFA,0,
,14017,1,2025 UFA,0,
,16625,1,2025 UFA,0,
,14928,1,2025 UFA,0,
,15422,1,2025 UFA,0,
,15239,1,2025 UFA,0,
,12608,1,2025 UFA,0,
,16967,1,2025 UFA,0,
,14267,1,2025 UFA,0,
,15816,1,2025 UFA,0,
,16762,1,2025 UFA,0,
,17366,1,2025 UFA,0,
,13296,1,2025 UFA,0,
,14227,1,2025 UFA,0,
,13266,1,2025 UFA,0,
,14984,1,2025 UFA,0,
,17250,1,2025 UFA,0,
,15035,1,2025 UFA,0,
,15906,1,2025 UFA,0,
,17449,1,2025 UFA,0,locked
,16913,1,2025 UFA,0,
,15865,1,2025 UFA,0,
,15840,1,2025 UFA,0,
,14379,1,2025 UFA,0,
,15792,1,2025 UFA,0,
,11228,1,2025 UFA,0,
,13846,1,2025 UFA,0,
,17338,1,2025 UFA,0,
,15894,1,2025 UFA,0,
,16099,1,2025 UFA,0,
,12760,1,2025 UFA,0,
,13212,1,2025 UFA,0,
,15626,1,2025 UFA,0,
,17382,1,2025 UFA,0,
,14426,1,2025 UFA,0,
,16523,1,2025 UFA,0,
,14220,1,2025 UFA,0,
,14198,1,2025 UFA,0,
,16898,1,2025 UFA,0,
,17271,1,2025 UFA,0,
,15955,1,2025 UFA,0,
,15339,1,2025 UFA,0,
,13754,1,2025 UFA,0,
,15882,1,2025 UFA,0,
,16273,1,2025 UFA,0,
,16297,1,2025 UFA,0,
,15941,1,2025 UFA,0,
,17285,1,2025 UFA,0,
,15696,1,2025 UFA,0,
,10868,1,2025 UFA,0,
,15604,1,2025 UFA,0,
,16168,1,2025 UFA,1,
,12155,1,2025 UFA,1,
,16305,1,2025 UFA,1,
,14624,1,2025 UFA,1,
,16772,1,2025 UFA,1,
,14184,1,2025 UFA,1,
,16735,1,2025 UFA,1,
,13230,1,2025 UFA,1,
,13826,1,2025 UFA,1,
,13275,1,2025 UFA,1,
,15371,1,2025 UFA,1,
,16014,1,2025 UFA,1,
,16291,1,2025 UFA,1,
,16474,1,2025 UFA,1,
,12181,1,2025 UFA,1,
,13308,1,2025 UFA,1,
,14811,1,2025 UFA,1,
,17369,1,2025 UFA,1,
,14799,1,2025 UFA,1,
,17292,1,2025 UFA,1,
,17258,1,2025 UFA,1,
,13753,1,2025 UFA,1,
,13730,1,2025 UFA,1,
,12233,1,2025 UFA,1,
,16066,1,2025 UFA,1,
,16012,1,2025 UFA,1,
,16746,1,2025 UFA,1,
,13246,1,2025 UFA,1,
,12621,1,2025 UFA,1,
,16219,1,2025 UFA,1,
,16879,1,2025 UFA,1,
,13879,1,2025 UFA,1,
,17061,1,2025 UFA,1,
,14236,1,2025 UFA,1,
,12308,1,2025 UFA,1,
,17130,1,2025 UFA,1,
,16942,1,2025 UFA,1,
,15903,1,2025 UFA,1,
,15676,1,2025 UFA,1,
,16872,1,2025 UFA,1,
,16782,1,2025 UFA,1,
,16257,1,2025 UFA,1,
,17432,1,2025 UFA,1,
,12715,1,2025 UFA,1,
,15879,1,2025 UFA,1,
,17276,1,2025 UFA,1,
,13818,1,2025 UFA,1,
,14906,1,2025 UFA,1,
,15829,1,2025 UFA,1,
,16371,1,2025 UFA,1,
,15765,1,2025 UFA,1,
,12083,1,2025 UFA,1,
,13781,1,2025 UFA,1,
,16029,1,2025 UFA,1,
,13263,1,2025 UFA,1,
,16037,1,2025 UFA,1,
,15049,1,2025 UFA,1,
,14548,1,2025 UFA,1,
,17093,1,2025 UFA,1,
,13980,1,2025 UFA,1,
,15718,1,2025 UFA,1,
,16384,1,2025 UFA,1,
,16611,1,2025 UFA,1,
,14256,1,2025 UFA,1,
,16836,1,2025 UFA,1,
,15000,1,2025 UFA,1,
,16139,1,2025 UFA,1,
,16637,1,2025 UFA,1,
,13706,1,2025 UFA,1,
,17443,1,2025 UFA,1,locked
,14263,1,2025 UFA,1,
,15671,1,2025 UFA,1,
,17436,1,2025 UFA,1,
,16330,1,2025 UFA,1,
,11151,1,2025 UFA,1,
,15082,1,2025 UFA,1,
,16328,1,2025 UFA,1,
,13201,1,2025 UFA,1,
,15915,1,2025 UFA,1,
,17216,1,2025 UFA,1,
,12075,1,2025 UFA,1,
,17323,1,2025 UFA,1,
,17231,1,2025 UFA,1,
,17020,1,2025 UFA,1,locked
,15348,1,2025 UFA,1,
,14983,1,2025 UFA,1,
,17203,1,2025 UFA,1,
,16962,1,2025 UFA,1,
,15344,1,2025 UFA,1,
,17015,1,2025 UFA,1,
,17400,1,2025 UFA,1,
,16322,1,2025 UFA,1,
,16876,1,2025 UFA,1,
,13125,1,2025 UFA,1,
,14319,1,2025 UFA,1,
,11679,1,2025 UFA,1,
,16023,1,2025 UFA,1,
,15758,1,2025 UFA,1,
,16646,1,2025 UFA,1,
,15985,1,2025 UFA,1,
,14310,1,2025 UFA,1,
,16202,1,2025 UFA,1,
,12718,1,2025 UFA,1,
,10514,1,2025 UFA,1,
,16289,1,2025 UFA,1,
,16153,1,2025 UFA,1,
,13775,1,2025 UFA,1,
,17307,1,2025 UFA,1,
,17260,1,2025 UFA,1,
,16338,1,2025 UFA,1,
,13638,1,2025 UFA,1,
,17261,1,2025 UFA,1,
,12699,1,2025 UFA,1,
,16865,1,2025 UFA,1,
,17257,1,2025 UFA,1,
,14933,1,2025 UFA,1,
,16288,1,2025 UFA,1,
,15973,1,2025 UFA,1,
,12292,1,2025 UFA,1,
,16054,1,2025 UFA,1,
,16499,1,2025 UFA,1,
,14202,1,2025 UFA,1,
,17299,1,2025 UFA,1,
,14552,1,2025 UFA,1,
,16075,1,2025 UFA,1,
,13926,1,2025 UFA,1,
,16393,1,2025 UFA,1,
,15460,1,2025 UFA,1,
,16556,1,2025 UFA,1,
,15246,1,2025 UFA,1,
,15892,1,2025 UFA,1,
,13868,1,2025 UFA,1,
,15854,1,2025 UFA,1,
,13418,1,2025 UFA,1,
,13256,1,2025 UFA,1,
,16770,1,2025 UFA,1,
,14286,1,2025 UFA,1,
,12650,1,2025 UFA,1,
,13873,1,2025 UFA,1,
,17010,1,2025 UFA,1,
,12750,1,2025 UFA,1,
,16820,1,2025 UFA,1,
,16882,1,2025 UFA,1,
,5848,1,2025 UFA,1,
,16336,1,2025 UFA,1,
,16656,1,2025 UFA,1,
,13378,1,2025 UFA,1,
,16261,1,2025 UFA,1,
,16056,1,2025 UFA,1,
,11640,1,2025 UFA,1,
,15462,1,2025 UFA,1,
,17228,1,2025 UFA,1,
,15449,1,2025 UFA,1,
,16816,1,2025 UFA,1,
,16387,1,2025 UFA,1,
,17091,1,2025 UFA,1,
,16364,1,2025 UFA,1,
,16324,1,2025 UFA,1,
,17001,1,2025 UFA,1,
,16976,1,2025 UFA,1,
,17282,1,2025 UFA,1,
,17158,1,2025 UFA,1,
,15412,1,2025 UFA,1,
,15953,1,2025 UFA,1,
,15447,1,2025 UFA,1,
,16118,1,2025 UFA,1,
,15933,1,2025 UFA,1,
,13994,1,2025 UFA,1,
,17092,1,2025 UFA,1,
