status,id,salary,contractYear,contractInfo,conference
nan,12701,,1,2025 UFA,0
nan,16916,,1,2025 UFA,0
nan,12270,,1,2025 UFA,0
nan,16319,,1,2025 UFA,0
nan,17224,,1,2025 UFA,0
nan,13645,,1,2025 UFA,0
nan,13811,,1,2025 UFA,0
nan,15896,,1,2025 UFA,0
nan,16428,,1,2025 UFA,0
nan,12301,,1,2025 UFA,0
nan,15434,,1,2025 UFA,0
nan,13156,,1,2025 UFA,0
nan,16741,,1,2025 UFA,0
nan,15007,,1,2025 UFA,0
nan,13267,,1,2025 UFA,0
nan,13676,,1,2025 UFA,0
nan,15515,,1,2025 UFA,0
nan,16749,,1,2025 UFA,0
nan,17182,,1,2025 UFA,0
nan,16647,,1,2025 UFA,0
nan,15939,,1,2025 UFA,0
nan,16345,,1,2025 UFA,0
nan,15709,,1,2025 UFA,0
nan,15392,,1,2025 UFA,0
nan,13637,,1,2025 UFA,0
nan,16911,,1,2025 UFA,0
nan,16612,,1,2025 UFA,0
nan,16433,,1,2025 UFA,0
locked,15405,1,1,2025 UFA,0
nan,15430,,1,2025 UFA,0
nan,13736,,1,2025 UFA,0
nan,17280,,1,2025 UFA,0
nan,14069,,1,2025 UFA,0
nan,14063,,1,2025 UFA,0
nan,16754,,1,2025 UFA,0
nan,16091,,1,2025 UFA,0
nan,15377,,1,2025 UFA,0
nan,15541,,1,2025 UFA,0
locked,16011,1.87,4,2024 UFA,0
nan,16840,,1,2025 UFA,0
locked,15884,1.10,1,2022 5.13,0
locked,17169,0.90,3,2025 UDFA,0
nan,15478,,1,2025 UFA,0
nan,13769,,1,2025 UFA,0
nan,17270,,1,2025 UFA,0
nan,14979,,1,2025 UFA,0
nan,13840,,1,2025 UFA,0
nan,15733,,1,2025 UFA,0
locked,17217,0.90,3,2025 UDFA,0
nan,15498,,1,2025 UFA,0
locked,17126,1.20,4,2025 3.11,0
nan,15026,,1,2025 UFA,0
nan,14292,,1,2025 UFA,0
nan,15353,,1,2025 UFA,0
nan,13276,,1,2025 UFA,0
nan,12378,,1,2025 UFA,0
locked,17198,0.90,3,2025 UDFA,0
nan,16419,,1,2025 UFA,0
nan,16590,,1,2025 UFA,0
nan,16888,,1,2025 UFA,0
nan,14212,,1,2025 UFA,0
nan,16726,,1,2025 UFA,0
nan,10697,,1,2025 UFA,0
nan,15173,,1,2025 UFA,0
nan,17324,,1,2025 UFA,0
nan,14827,,1,2025 UFA,0
nan,15926,,1,2025 UFA,0
nan,16358,,1,2025 UFA,0
nan,15440,,1,2025 UFA,0
nan,14533,,1,2025 UFA,0
nan,14817,,1,2025 UFA,0
nan,17085,,1,2025 UFA,0
nan,13316,,1,2025 UFA,0
nan,16781,,1,2025 UFA,0
nan,10413,,1,2025 UFA,0
locked,16717,1.10,1,2025 ERFA,0
locked,14918,1,1,2025 UFA,0
nan,15946,,1,2025 UFA,0
nan,15403,,1,2025 UFA,0
locked,17143,0.90,3,2025 UDFA,0
nan,15814,,1,2025 UFA,0
nan,14963,,1,2025 UFA,0
nan,16450,,1,2025 UFA,0
nan,13678,,1,2025 UFA,0
nan,15934,,1,2025 UFA,0
nan,16472,,1,2025 UFA,0
nan,11647,,1,2025 UFA,0
nan,12652,,1,2025 UFA,0
nan,13199,,1,2025 UFA,0
nan,16519,,1,2025 UFA,0
nan,13953,,1,2025 UFA,0
nan,16658,,1,2025 UFA,0
nan,15977,,1,2025 UFA,0
nan,16320,,1,2025 UFA,0
locked,12231,7.33,1,2022 B/R,0
nan,15699,,1,2025 UFA,0
nan,16158,,1,2025 UFA,0
nan,14207,,1,2025 UFA,0
nan,17357,,1,2025 UFA,0
nan,15787,,1,2025 UFA,0
locked,16624,0.98,3,2024 5.11,0
nan,15110,,1,2025 UFA,0
nan,14161,,1,2025 UFA,0
nan,16923,,1,2025 UFA,0
nan,15824,,1,2025 UFA,0
nan,16403,,1,2025 UFA,0
nan,16858,,1,2025 UFA,0
locked,15358,1,1,2025 UFA,0
nan,17242,,1,2025 UFA,0
nan,16327,,1,2025 UFA,0
nan,15289,,1,2025 UFA,0
nan,15492,,1,2025 UFA,0
nan,16036,,1,2025 UFA,0
nan,13427,,1,2025 UFA,0
nan,15010,,1,2025 UFA,0
nan,15841,,1,2025 UFA,0
nan,17202,,1,2025 UFA,0
nan,16120,,1,2025 UFA,0
locked,14235,1.80,1,2025 UFA,0
locked,15242,1,1,2025 UFA,0
nan,14870,,1,2025 UFA,0
nan,16589,,1,2025 UFA,0
nan,12645,,1,2025 UFA,0
nan,16949,,1,2025 UFA,0
nan,15332,,1,2025 UFA,0
nan,16361,,1,2025 UFA,0
locked,16664,1,2,2025 R/F,0
nan,13115,,1,2025 UFA,0
nan,17327,,1,2025 UFA,0
nan,10976,,1,2025 UFA,0
nan,16166,,1,2025 UFA,0
nan,15359,,1,2025 UFA,0
nan,15458,,1,2025 UFA,0
nan,16160,,1,2025 UFA,0
nan,15803,,1,2025 UFA,0
nan,15995,,1,2025 UFA,0
nan,15376,,1,2025 UFA,0
nan,13930,,1,2025 UFA,0
nan,15893,,1,2025 UFA,0
locked,14675,1.10,1,2025 ERFA,0
nan,17296,,1,2025 UFA,0
nan,14925,,1,2025 UFA,0
nan,17308,,1,2025 UFA,0
nan,16961,,1,2025 UFA,0
nan,16743,,1,2025 UFA,0
nan,11807,,1,2025 UFA,0
nan,15877,,1,2025 UFA,0
nan,12317,,1,2025 UFA,0
nan,16678,,1,2025 UFA,0
locked,13793,1.10,1,2025 ERFA,0
nan,16356,,1,2025 UFA,0
nan,16386,,1,2025 UFA,0
nan,16527,,1,2025 UFA,0
nan,17332,,1,2025 UFA,0
nan,12680,,1,2025 UFA,0
nan,16176,,1,2025 UFA,0
nan,14810,,1,2025 UFA,0
nan,17347,,1,2025 UFA,0
nan,16757,,1,2025 UFA,0
nan,12762,,1,2025 UFA,0
nan,16003,,1,2025 UFA,0
nan,14967,,1,2025 UFA,0
nan,15996,,1,2025 UFA,0
nan,16447,,1,2025 UFA,0
nan,16821,,1,2025 UFA,0
nan,13306,,1,2025 UFA,0
nan,17180,,1,2025 UFA,0
nan,13258,,1,2025 UFA,0
nan,17174,,1,2025 UFA,0
nan,17353,,1,2025 UFA,0
nan,14948,,1,2025 UFA,0
nan,13416,,1,2025 UFA,0
nan,13747,,1,2025 UFA,0
nan,16954,,1,2025 UFA,0
nan,14950,,1,2025 UFA,0
nan,13711,,1,2025 UFA,0
nan,15285,,1,2025 UFA,0
nan,17162,,1,2025 UFA,0
nan,15443,,1,2025 UFA,0
nan,16304,,1,2025 UFA,0
nan,12744,,1,2025 UFA,0
nan,15042,,1,2025 UFA,0
nan,14971,,1,2025 UFA,0
nan,16864,,1,2025 UFA,0
locked,16760,1,1,2025 UFA,0
nan,15900,,1,2025 UFA,0
nan,16192,,1,2025 UFA,0
nan,16792,,1,2025 UFA,0
nan,13211,,1,2025 UFA,0
nan,14992,,1,2025 UFA,0
nan,16803,,1,2025 UFA,0
nan,13113,,1,2025 UFA,0
nan,13776,,1,2025 UFA,0
nan,16774,,1,2025 UFA,0
nan,14269,,1,2025 UFA,0
nan,16893,,1,2025 UFA,0
nan,16446,,1,2025 UFA,0
nan,16766,,1,2025 UFA,0
nan,17354,,1,2025 UFA,0
nan,11985,,1,2025 UFA,0
nan,17011,,1,2025 UFA,0
nan,17088,,1,2025 UFA,0
nan,15347,,1,2025 UFA,0
nan,16634,,1,2025 UFA,0
nan,16052,,1,2025 UFA,0
nan,14549,,1,2025 UFA,0
nan,15151,,1,2025 UFA,0
nan,17089,,1,2025 UFA,0
nan,12610,,1,2025 UFA,0
locked,15109,1,1,2025 UFA,0
nan,17232,,1,2025 UFA,0
nan,16839,,1,2025 UFA,0
nan,16516,,1,2025 UFA,0
nan,16871,,1,2025 UFA,0
nan,16452,,1,2025 UFA,0
nan,15589,,1,2025 UFA,0
nan,16822,,1,2025 UFA,0
nan,14168,,1,2025 UFA,0
nan,13762,,1,2025 UFA,0
nan,13598,,1,2025 UFA,0
nan,17084,,1,2025 UFA,0
nan,13249,,1,2025 UFA,0
nan,15714,,1,2025 UFA,0
nan,13760,,1,2025 UFA,0
nan,16940,,1,2025 UFA,0
nan,16312,,1,2025 UFA,0
locked,16673,1.80,1,2025 UFA,0
nan,15563,,1,2025 UFA,0
nan,16648,,1,2025 UFA,0
nan,16811,,1,2025 UFA,0
nan,15528,,1,2025 UFA,0
nan,15454,,1,2025 UFA,0
nan,15585,,1,2025 UFA,0
nan,16860,,1,2025 UFA,0
nan,15886,,1,2025 UFA,0
nan,12979,,1,2025 UFA,0
nan,16895,,1,2025 UFA,0
nan,16630,,1,2025 UFA,0
locked,13139,5.20,1,2023 SRFA,0
nan,15559,,1,2025 UFA,0
nan,15885,,1,2025 UFA,0
nan,17359,,1,2025 UFA,0
nan,13253,,1,2025 UFA,0
nan,17273,,1,2025 UFA,0
locked,17164,0.90,3,2025 UDFA,0
nan,15286,,1,2025 UFA,0
nan,14076,,1,2025 UFA,0
nan,16375,,1,2025 UFA,0
nan,16367,,1,2025 UFA,0
locked,15694,1,1,2025 UFA,0
nan,13652,,1,2025 UFA,0
nan,13447,,1,2025 UFA,0
nan,14017,,1,2025 UFA,0
nan,16625,,1,2025 UFA,0
nan,15422,,1,2025 UFA,0
nan,15239,,1,2025 UFA,0
nan,12608,,1,2025 UFA,0
nan,16967,,1,2025 UFA,0
nan,14267,,1,2025 UFA,0
nan,16762,,1,2025 UFA,0
locked,12140,1.10,1,2024 R/F,0
nan,13296,,1,2025 UFA,0
nan,14227,,1,2025 UFA,0
nan,13266,,1,2025 UFA,0
nan,14984,,1,2025 UFA,0
nan,17250,,1,2025 UFA,0
nan,15035,,1,2025 UFA,0
nan,15906,,1,2025 UFA,0
nan,16294,,1,2025 UFA,0
nan,15865,,1,2025 UFA,0
nan,15840,,1,2025 UFA,0
nan,14379,,1,2025 UFA,0
nan,15792,,1,2025 UFA,0
nan,11228,,1,2025 UFA,0
nan,13846,,1,2025 UFA,0
nan,17338,,1,2025 UFA,0
nan,16099,,1,2025 UFA,0
nan,12760,,1,2025 UFA,0
nan,15626,,1,2025 UFA,0
nan,14426,,1,2025 UFA,0
nan,15401,,1,2025 UFA,0
nan,16523,,1,2025 UFA,0
locked,16010,1,2,2025 R/F,0
nan,14220,,1,2025 UFA,0
nan,14198,,1,2025 UFA,0
nan,16898,,1,2025 UFA,0
nan,17271,,1,2025 UFA,0
nan,15955,,1,2025 UFA,0
nan,15339,,1,2025 UFA,0
nan,13754,,1,2025 UFA,0
nan,15882,,1,2025 UFA,0
nan,16273,,1,2025 UFA,0
nan,16297,,1,2025 UFA,0
nan,15941,,1,2025 UFA,0
nan,17285,,1,2025 UFA,0
nan,15696,,1,2025 UFA,0
nan,10868,,1,2025 UFA,0
nan,15604,,1,2025 UFA,0
nan,12155,,1,2025 UFA,1
nan,16305,,1,2025 UFA,1
nan,14624,,1,2025 UFA,1
nan,16772,,1,2025 UFA,1
nan,14184,,1,2025 UFA,1
nan,16735,,1,2025 UFA,1
nan,13230,,1,2025 UFA,1
nan,13826,,1,2025 UFA,1
nan,13275,,1,2025 UFA,1
nan,15371,,1,2025 UFA,1
nan,16291,,1,2025 UFA,1
nan,16474,,1,2025 UFA,1
nan,12181,,1,2025 UFA,1
nan,13308,,1,2025 UFA,1
nan,14811,,1,2025 UFA,1
nan,14799,,1,2025 UFA,1
nan,17292,,1,2025 UFA,1
nan,17258,,1,2025 UFA,1
nan,13753,,1,2025 UFA,1
nan,12233,,1,2025 UFA,1
nan,16066,,1,2025 UFA,1
locked,16012,1,2,2025 R/F,1
nan,16746,,1,2025 UFA,1
nan,13246,,1,2025 UFA,1
nan,12621,,1,2025 UFA,1
nan,16219,,1,2025 UFA,1
nan,16879,,1,2025 UFA,1
nan,13879,,1,2025 UFA,1
nan,17061,,1,2025 UFA,1
nan,12308,,1,2025 UFA,1
locked,17130,0.90,3,2025 UDFA,1
nan,16942,,1,2025 UFA,1
nan,15903,,1,2025 UFA,1
nan,15676,,1,2025 UFA,1
nan,16872,,1,2025 UFA,1
nan,16782,,1,2025 UFA,1
nan,16257,,1,2025 UFA,1
nan,12715,,1,2025 UFA,1
nan,15879,,1,2025 UFA,1
nan,17276,,1,2025 UFA,1
nan,15829,,1,2025 UFA,1
nan,16371,,1,2025 UFA,1
nan,15765,,1,2025 UFA,1
nan,12083,,1,2025 UFA,1
nan,13781,,1,2025 UFA,1
nan,16029,,1,2025 UFA,1
locked,13263,1,2,2025 R/F,1
nan,16037,,1,2025 UFA,1
nan,14548,,1,2025 UFA,1
locked,17093,1,1,2025 UFA,1
nan,13980,,1,2025 UFA,1
nan,15718,,1,2025 UFA,1
locked,16384,1,1,2025 UFA,1
nan,16611,,1,2025 UFA,1
nan,14256,,1,2025 UFA,1
nan,16836,,1,2025 UFA,1
nan,15000,,1,2025 UFA,1
nan,16139,,1,2025 UFA,1
locked,16637,1.18,3,2024 3.13,1
nan,13706,,1,2025 UFA,1
nan,14263,,1,2025 UFA,1
nan,15671,,1,2025 UFA,1
nan,11151,,1,2025 UFA,1
nan,15082,,1,2025 UFA,1
nan,16328,,1,2025 UFA,1
nan,13201,,1,2025 UFA,1
nan,15915,,1,2025 UFA,1
nan,17216,,1,2025 UFA,1
nan,12075,,1,2025 UFA,1
nan,17323,,1,2025 UFA,1
nan,17231,,1,2025 UFA,1
nan,15348,,1,2025 UFA,1
locked,14983,1,2,2025 R/F,1
nan,17203,,1,2025 UFA,1
nan,15344,,1,2025 UFA,1
nan,16322,,1,2025 UFA,1
nan,16876,,1,2025 UFA,1
nan,13125,,1,2025 UFA,1
nan,14319,,1,2025 UFA,1
nan,11679,,1,2025 UFA,1
nan,16023,,1,2025 UFA,1
nan,15758,,1,2025 UFA,1
nan,16646,,1,2025 UFA,1
nan,15985,,1,2025 UFA,1
nan,14310,,1,2025 UFA,1
nan,16202,,1,2025 UFA,1
nan,12718,,1,2025 UFA,1
nan,10514,,1,2025 UFA,1
nan,15875,,1,2025 UFA,1
nan,16289,,1,2025 UFA,1
nan,16153,,1,2025 UFA,1
nan,13775,,1,2025 UFA,1
nan,17307,,1,2025 UFA,1
nan,17260,,1,2025 UFA,1
nan,16338,,1,2025 UFA,1
nan,13638,,1,2025 UFA,1
nan,16799,,1,2025 UFA,1
nan,17261,,1,2025 UFA,1
nan,12699,,1,2025 UFA,1
nan,16865,,1,2025 UFA,1
nan,17257,,1,2025 UFA,1
nan,17209,,1,2025 UFA,1
nan,16288,,1,2025 UFA,1
nan,15973,,1,2025 UFA,1
nan,12292,,1,2025 UFA,1
nan,16054,,1,2025 UFA,1
nan,16499,,1,2025 UFA,1
nan,14202,,1,2025 UFA,1
nan,17299,,1,2025 UFA,1
nan,14552,,1,2025 UFA,1
nan,16075,,1,2025 UFA,1
nan,13926,,1,2025 UFA,1
nan,16393,,1,2025 UFA,1
nan,16556,,1,2025 UFA,1
nan,15246,,1,2025 UFA,1
nan,15892,,1,2025 UFA,1
nan,13868,,1,2025 UFA,1
nan,15854,,1,2025 UFA,1
nan,13418,,1,2025 UFA,1
nan,13256,,1,2025 UFA,1
nan,16770,,1,2025 UFA,1
nan,14286,,1,2025 UFA,1
nan,12650,,1,2025 UFA,1
nan,13873,,1,2025 UFA,1
nan,12750,,1,2025 UFA,1
nan,16820,,1,2025 UFA,1
nan,16882,,1,2025 UFA,1
nan,5848,,1,2025 UFA,1
nan,16336,,1,2025 UFA,1
locked,16656,1.10,3,2024 4.02,1
nan,13378,,1,2025 UFA,1
nan,16056,,1,2025 UFA,1
nan,17263,,1,2025 UFA,1
nan,11640,,1,2025 UFA,1
nan,16794,,1,2025 UFA,1
nan,15462,,1,2025 UFA,1
nan,17228,,1,2025 UFA,1
nan,12616,,1,2025 UFA,1
locked,15449,1,2,2025 R/F,1
nan,16816,,1,2025 UFA,1
nan,16387,,1,2025 UFA,1
locked,17091,1,1,2025 UFA,1
nan,16364,,1,2025 UFA,1
nan,16324,,1,2025 UFA,1
nan,16976,,1,2025 UFA,1
nan,17282,,1,2025 UFA,1
nan,15412,,1,2025 UFA,1
nan,15292,,1,2025 UFA,1
nan,15447,,1,2025 UFA,1
nan,16118,,1,2025 UFA,1
nan,13994,,1,2025 UFA,1
nan,17092,,1,2025 UFA,1
nan,15423,,1,2025 UFA,1
nan,15356,,1,2025 UFA,1
nan,16851,,1,2025 UFA,1
nan,14358,,1,2025 UFA,1
nan,16423,,1,2025 UFA,1
nan,17247,,1,2025 UFA,1
nan,13695,,1,2025 UFA,1
nan,17295,,1,2025 UFA,1
nan,14875,,1,2025 UFA,1
nan,15177,,1,2025 UFA,1
nan,15248,,1,2025 UFA,1
nan,12758,,1,2025 UFA,1
nan,17358,,1,2025 UFA,1
nan,16834,,1,2025 UFA,1
locked,17214,0.90,3,2025 UDFA,1
nan,13750,,1,2025 UFA,1
nan,16337,,1,2025 UFA,1
nan,17335,,1,2025 UFA,1
nan,12738,,1,2025 UFA,1
nan,12325,,1,2025 UFA,1
nan,12783,,1,2025 UFA,1
locked,14170,1.80,1,2025 UFA,1
nan,16982,,1,2025 UFA,1
nan,15908,,1,2025 UFA,1
nan,15874,,1,2025 UFA,1
nan,16790,,1,2025 UFA,1
nan,15041,,1,2025 UFA,1
nan,15804,,1,2025 UFA,1
locked,17165,0.90,3,2025 UDFA,1
nan,15034,,1,2025 UFA,1
nan,15887,,1,2025 UFA,1
nan,15930,,1,2025 UFA,1
nan,17325,,1,2025 UFA,1
locked,12779,1,2,2025 R/F,1
nan,15595,,1,2025 UFA,1
nan,14112,,1,2025 UFA,1
nan,16339,,1,2025 UFA,1
nan,11644,,1,2025 UFA,1
nan,16753,,1,2025 UFA,1
nan,16229,,1,2025 UFA,1
nan,12394,,1,2025 UFA,1
locked,16713,0.98,3,2024 5.21,1
nan,13703,,1,2025 UFA,1
nan,15258,,1,2025 UFA,1
nan,15432,,1,2025 UFA,1
nan,17348,,1,2025 UFA,1
nan,15870,,1,2025 UFA,1
nan,16854,,1,2025 UFA,1
nan,17317,,1,2025 UFA,1
nan,16806,,1,2025 UFA,1
nan,14850,,1,2025 UFA,1
nan,15568,,1,2025 UFA,1
nan,14888,,1,2025 UFA,1
nan,17355,,1,2025 UFA,1
nan,15723,,1,2025 UFA,1
nan,13668,,1,2025 UFA,1
nan,15984,,1,2025 UFA,1
nan,16875,,1,2025 UFA,1
nan,16492,,1,2025 UFA,1
nan,15965,,1,2025 UFA,1
nan,15057,,1,2025 UFA,1
nan,12930,,1,2025 UFA,1
nan,15194,,1,2025 UFA,1
nan,15837,,1,2025 UFA,1
locked,15364,1.80,1,2025 UFA,1
nan,17319,,1,2025 UFA,1
nan,13322,,1,2025 UFA,1
nan,15826,,1,2025 UFA,1
nan,16325,,1,2025 UFA,1
nan,14841,,1,2025 UFA,1
nan,15878,,1,2025 UFA,1
nan,16313,,1,2025 UFA,1
locked,11706,1.98,2,2024 UFA,1
nan,16331,,1,2025 UFA,1
nan,16072,,1,2025 UFA,1
nan,16885,,1,2025 UFA,1
nan,16789,,1,2025 UFA,1
nan,16810,,1,2025 UFA,1
nan,14155,,1,2025 UFA,1
nan,17303,,1,2025 UFA,1
locked,12754,1,2,2025 R/F,1
nan,14238,,1,2025 UFA,1
locked,13675,1.80,1,2025 UFA,1
nan,12257,,1,2025 UFA,1
nan,17328,,1,2025 UFA,1
nan,15991,,1,2025 UFA,1
nan,17284,,1,2025 UFA,1
nan,17040,,1,2025 UFA,1
locked,15860,1.13,1,2022 4.23,1
nan,13128,,1,2025 UFA,1
nan,11674,,1,2025 UFA,1
nan,16453,,1,2025 UFA,1
nan,17333,,1,2025 UFA,1
locked,16636,1.33,3,2024 3.04,1
nan,15002,,1,2025 UFA,1
locked,10700,1.80,1,2025 UFA,1
nan,15772,,1,2025 UFA,1
nan,14253,,1,2025 UFA,1
nan,13862,,1,2025 UFA,1
nan,17246,,1,2025 UFA,1
nan,16395,,1,2025 UFA,1
nan,12184,,1,2025 UFA,1
nan,16771,,1,2025 UFA,1
nan,16796,,1,2025 UFA,1
nan,16157,,1,2025 UFA,1
nan,13216,,1,2025 UFA,1
nan,16998,,1,2025 UFA,1
nan,14815,,1,2025 UFA,1
nan,10313,,1,2025 UFA,1
nan,12276,,1,2025 UFA,1
nan,15321,,1,2025 UFA,1
nan,15891,,1,2025 UFA,1
nan,15343,,1,2025 UFA,1
nan,14911,,1,2025 UFA,1
nan,17320,,1,2025 UFA,1
nan,16299,,1,2025 UFA,1
nan,14845,,1,2025 UFA,1
nan,14037,,1,2025 UFA,1
nan,15373,,1,2025 UFA,1
nan,17309,,1,2025 UFA,1
nan,16877,,1,2025 UFA,1
nan,15931,,1,2025 UFA,1
nan,14987,,1,2025 UFA,1
nan,15738,,1,2025 UFA,1
nan,13479,,1,2025 UFA,1
nan,14898,,1,2025 UFA,1
nan,14996,,1,2025 UFA,1
nan,16767,,1,2025 UFA,1
nan,14943,,1,2025 UFA,1
nan,15746,,1,2025 UFA,1
nan,12771,,1,2025 UFA,1
nan,16441,,1,2025 UFA,1
locked,15396,1.80,1,2025 UFA,1
nan,14876,,1,2025 UFA,1
nan,17294,,1,2025 UFA,1
nan,16385,,1,2025 UFA,1
nan,16484,,1,2025 UFA,1
nan,16439,,1,2025 UFA,1
nan,16756,,1,2025 UFA,1
nan,17262,,1,2025 UFA,1
nan,12349,,1,2025 UFA,1
nan,14805,,1,2025 UFA,1
nan,15468,,1,2025 UFA,1
nan,17281,,1,2025 UFA,1
nan,13119,,1,2025 UFA,1
nan,17265,,1,2025 UFA,1
locked,16657,0.94,2,2024 UDFA,1
nan,12188,,1,2025 UFA,1
nan,15129,,1,2025 UFA,1
nan,14108,,1,2025 UFA,1
nan,16409,,1,2025 UFA,1
nan,13281,,1,2025 UFA,1
nan,16354,,1,2025 UFA,1
nan,16786,,1,2025 UFA,1
nan,12623,,1,2025 UFA,1
nan,16429,,1,2025 UFA,1
nan,16374,,1,2025 UFA,1
locked,16889,1,1,2025 UFA,1
locked,15797,1.23,1,2022 4.05,1
nan,14315,,1,2025 UFA,1
nan,12234,,1,2025 UFA,1
nan,15888,,1,2025 UFA,1
nan,16218,,1,2025 UFA,1
nan,14847,,1,2025 UFA,1
nan,13988,,1,2025 UFA,1
nan,14953,,1,2025 UFA,1
locked,15851,1.74,1,2022 2.14,1
nan,16663,,1,2025 UFA,1
nan,15464,,1,2025 UFA,1
nan,13726,,1,2025 UFA,1
nan,13716,,1,2025 UFA,1
nan,17057,,1,2025 UFA,1
nan,13850,,1,2025 UFA,1
nan,12219,,1,2025 UFA,1
nan,14222,,1,2025 UFA,1
nan,14803,,1,2025 UFA,1
nan,14401,,1,2025 UFA,1
nan,15250,,1,2025 UFA,1
nan,14670,,1,2025 UFA,1
locked,15847,1.17,1,2022 4.16,1
nan,12625,,1,2025 UFA,1
nan,13303,,1,2025 UFA,1
nan,14934,,1,2025 UFA,1
nan,17067,,1,2025 UFA,1
nan,15813,,1,2025 UFA,1
nan,14270,,1,2025 UFA,1
nan,15302,,1,2025 UFA,1
nan,16595,,1,2025 UFA,1
nan,15880,,1,2025 UFA,1
nan,15275,,1,2025 UFA,1
nan,14808,,1,2025 UFA,1
nan,17109,,1,2025 UFA,1
nan,13699,,1,2025 UFA,1
nan,16163,,1,2025 UFA,1
nan,13236,,1,2025 UFA,1
locked,17034,0.95,4,2025 5.04,1
nan,15780,,1,2025 UFA,1
nan,14137,,1,2025 UFA,1
nan,16986,,1,2025 UFA,1
nan,15360,,1,2025 UFA,1
nan,17191,,1,2025 UFA,1
nan,15335,,1,2025 UFA,1
nan,15883,,1,2025 UFA,1
locked,13798,1,1,2025 UFA,1
nan,15303,,1,2025 UFA,1
nan,15270,,1,2025 UFA,1
nan,14151,,1,2025 UFA,1
nan,17243,,1,2025 UFA,1
nan,15431,,1,2025 UFA,1
nan,16515,,1,2025 UFA,1
nan,13919,,1,2025 UFA,1
nan,16557,,1,2025 UFA,1
nan,15925,,1,2025 UFA,1
nan,17277,,1,2025 UFA,1
nan,15407,,1,2025 UFA,1
nan,15117,,1,2025 UFA,1
nan,17090,,1,2025 UFA,1
nan,17314,,1,2025 UFA,1
nan,15866,,1,2025 UFA,1
nan,16778,,1,2025 UFA,1
nan,16064,,1,2025 UFA,1
nan,13778,,1,2025 UFA,1
nan,8851,,1,2025 UFA,1
nan,16669,,1,2025 UFA,1
nan,14012,,1,2025 UFA,1
nan,16379,,1,2025 UFA,1
nan,13134,,1,2025 UFA,1
nan,15437,,1,2025 UFA,1
nan,15070,,1,2025 UFA,1
nan,16260,,1,2025 UFA,1
nan,14946,,1,2025 UFA,1
nan,13129,,1,2025 UFA,1
nan,13085,,1,2025 UFA,1
nan,16030,,1,2025 UFA,1
nan,15148,,1,2025 UFA,1
nan,15244,,1,2025 UFA,1
nan,17210,,1,2025 UFA,1
nan,13617,,1,2025 UFA,1
nan,14781,,1,2025 UFA,1
locked,14991,1.87,3,2024 UFA,1
nan,12714,,1,2025 UFA,1
nan,16892,,1,2025 UFA,1
nan,13809,,1,2025 UFA,1
nan,16884,,1,2025 UFA,1
nan,14237,,1,2025 UFA,1
nan,15255,,1,2025 UFA,1
nan,14901,,1,2025 UFA,1
nan,13646,,1,2025 UFA,1
nan,9694,,1,2025 UFA,1
nan,16841,,1,2025 UFA,1
nan,14081,,1,2025 UFA,1
nan,14244,,1,2025 UFA,1
nan,14926,,1,2025 UFA,1
nan,16925,,1,2025 UFA,1
nan,17300,,1,2025 UFA,1
nan,11265,,1,2025 UFA,1
nan,16009,,1,2025 UFA,1
nan,14495,,1,2025 UFA,1
nan,15141,,1,2025 UFA,1
nan,15957,,1,2025 UFA,1
nan,15103,,1,2025 UFA,1
nan,15499,,1,2025 UFA,1
nan,14982,,1,2025 UFA,1
nan,10789,,1,2025 UFA,1
nan,11010,,1,2025 UFA,1
nan,14962,,1,2025 UFA,1
nan,16416,,1,2025 UFA,1
nan,14652,,1,2025 UFA,1
nan,12271,,1,2025 UFA,1
locked,15397,1.80,1,2025 UFA,1
locked,13347,1,2,2025 R/F,1
nan,15730,,1,2025 UFA,1
nan,12978,,1,2025 UFA,1
nan,11239,,1,2025 UFA,1
nan,12151,,1,2025 UFA,1
nan,16599,,1,2025 UFA,1
nan,12751,,1,2025 UFA,1
nan,16732,,1,2025 UFA,1
nan,9826,,1,2025 UFA,1
nan,16373,,1,2025 UFA,1
nan,15429,,1,2025 UFA,1
nan,16979,,1,2025 UFA,1
nan,15419,,1,2025 UFA,1
nan,15381,,1,2025 UFA,1
nan,15782,,1,2025 UFA,1
nan,16173,,1,2025 UFA,1
nan,13942,,1,2025 UFA,1
nan,16349,,1,2025 UFA,1
nan,17351,,1,2025 UFA,1
nan,16956,,1,2025 UFA,1
nan,14062,,1,2025 UFA,1
nan,16833,,1,2025 UFA,1
nan,13273,,1,2025 UFA,1
nan,17298,,1,2025 UFA,1
locked,14878,1,2,2025 R/F,1
nan,12828,,1,2025 UFA,1
nan,10457,,1,2025 UFA,1
nan,14337,,1,2025 UFA,1
nan,13430,,1,2025 UFA,1
nan,16776,,1,2025 UFA,1
nan,16156,,1,2025 UFA,1
nan,16531,,1,2025 UFA,1
nan,16025,,1,2025 UFA,1
nan,16874,,1,2025 UFA,1
nan,14964,,1,2025 UFA,1
nan,16154,,1,2025 UFA,1
nan,16340,,1,2025 UFA,1
nan,12923,,1,2025 UFA,1
nan,12976,,1,2025 UFA,1
nan,17245,,1,2025 UFA,1
nan,17199,,1,2025 UFA,1
nan,14837,,1,2025 UFA,1
locked,16744,1,1,2025 UFA,1
nan,16318,,1,2025 UFA,1
nan,17211,,1,2025 UFA,1
nan,11281,,1,2025 UFA,1
nan,16019,,1,2025 UFA,1
nan,16784,,1,2025 UFA,1
