contractYear,salary,contractInfo,id,conference
1,,2025 UFA,17140,0
1,,2025 UFA,16974,0
1,,2025 UFA,14486,0
1,,2025 UFA,16286,0
1,,2025 UFA,16494,0
1,,2025 UFA,12773,0
1,,2025 UFA,13348,0
1,,2025 UFA,17305,0
1,,2025 UFA,15283,0
1,,2025 UFA,15766,0
1,,2025 UFA,13752,0
1,,2025 UFA,16814,0
1,,2025 UFA,13270,0
1,,2025 UFA,14239,0
1,,2025 UFA,14131,0
1,,2025 UFA,17288,0
1,,2025 UFA,16232,0
1,,2025 UFA,15341,0
1,,2025 UFA,17129,0
1,,2025 UFA,13426,0
1,,2025 UFA,9596,0
1,,2025 UFA,16082,0
1,,2025 UFA,13998,0
1,,2025 UFA,14798,0
1,,2025 UFA,12447,0
1,,2025 UFA,16759,0
1,,2025 UFA,13330,0
1,,2025 UFA,15476,0
1,,2025 UFA,14181,0
1,,2025 UFA,13968,0
1,,2025 UFA,17050,0
1,,2025 UFA,15830,0
1,,2025 UFA,13940,0
1,,2025 UFA,14975,0
1,,2025 UFA,16440,0
1,,2025 UFA,16659,0
1,,2025 UFA,17331,0
1,,2025 UFA,14199,0
1,,2025 UFA,11390,0
1,,2025 UFA,15937,0
1,,2025 UFA,14938,0
1,,2025 UFA,16553,0
1,,2025 UFA,16873,0
1,,2025 UFA,17100,0
1,,2025 UFA,17409,0
1,,2025 UFA,16685,0
1,,2025 UFA,12736,0
1,,2025 UFA,14028,0
1,,2025 UFA,13785,0
1,,2025 UFA,14722,0
1,,2025 UFA,14154,0
1,,2025 UFA,12291,0
1,,2025 UFA,15375,0
1,,2025 UFA,16737,0
1,,2025 UFA,17275,0
1,,2025 UFA,12756,0
1,,2025 UFA,16250,0
1,,2025 UFA,13777,0
1,,2025 UFA,16359,0
1,,2025 UFA,13797,0
1,,2025 UFA,13913,0
1,,2025 UFA,15456,0
1,,2025 UFA,16828,0
1,,2025 UFA,13745,0
1,,2025 UFA,17291,0
1,,2025 UFA,16532,0
1,,2025 UFA,17279,0
1,,2025 UFA,12361,0
1,,2025 UFA,15414,0
1,,2025 UFA,16159,0
1,,2025 UFA,16443,0
1,,2025 UFA,13365,0
1,,2025 UFA,11840,0
1,,2025 UFA,17412,0
1,,2025 UFA,13929,0
1,,2025 UFA,15386,0
1,,2025 UFA,13939,0
1,,2025 UFA,12691,0
1,,2025 UFA,15521,0
1,,2025 UFA,15898,0
1,,2025 UFA,15916,0
1,,2025 UFA,13148,0
1,,2025 UFA,15453,0
1,,2025 UFA,13265,0
1,,2025 UFA,15807,0
1,,2025 UFA,16225,0
1,,2025 UFA,13685,0
1,,2025 UFA,17389,0
1,,2025 UFA,14902,0
1,,2025 UFA,14929,0
1,,2025 UFA,14873,0
1,,2025 UFA,16750,0
1,,2025 UFA,15948,0
1,,2025 UFA,16975,0
1,,2025 UFA,13709,0
1,,2025 UFA,14209,0
1,,2025 UFA,14555,0
1,,2025 UFA,16138,0
1,,2025 UFA,14254,0
1,,2025 UFA,15382,0
1,,2025 UFA,16436,0
1,,2025 UFA,14245,0
1,,2025 UFA,14977,0
1,,2025 UFA,15902,0
1,,2025 UFA,17215,0
1,,2025 UFA,17278,0
1,,2025 UFA,16372,0
1,,2025 UFA,14414,0
1,,2025 UFA,16849,0
1,,2025 UFA,16880,0
1,,2025 UFA,16763,0
1,,2025 UFA,16199,0
1,,2025 UFA,17313,0
1,,2025 UFA,16237,0
1,,2025 UFA,14341,0
1,,2025 UFA,17065,0
1,,2025 UFA,13488,0
1,,2025 UFA,15855,0
1,,2025 UFA,13377,0
1,,2025 UFA,11225,0
1,,2025 UFA,15260,0
1,,2025 UFA,16832,0
1,,2025 UFA,16897,0
1,,2025 UFA,17236,0
1,,2025 UFA,16901,0
1,,2025 UFA,17219,0
1,,2025 UFA,11970,0
1,,2025 UFA,13608,0
1,,2025 UFA,14857,0
1,,2025 UFA,13231,0
1,,2025 UFA,14806,0
1,,2025 UFA,13133,0
1,,2025 UFA,16196,0
1,,2025 UFA,12238,0
1,,2025 UFA,10260,0
1,,2025 UFA,13634,0
1,,2025 UFA,16900,0
1,,2025 UFA,16510,0
1,,2025 UFA,15901,0
1,,2025 UFA,16293,0
1,,2025 UFA,14467,0
1,,2025 UFA,14890,0
1,,2025 UFA,12229,0
1,,2025 UFA,17196,0
1,,2025 UFA,16270,0
1,,2025 UFA,12952,0
1,,2025 UFA,9833,0
1,,2025 UFA,16486,0
1,,2025 UFA,15448,0
1,,2025 UFA,14506,0
1,,2025 UFA,16838,0
1,,2025 UFA,16592,0
1,,2025 UFA,16102,0
1,,2025 UFA,16631,0
1,,2025 UFA,13910,0
1,,2025 UFA,15316,0
1,,2025 UFA,17345,0
1,,2025 UFA,17235,0
1,,2025 UFA,8930,0
1,,2025 UFA,17101,0
1,,2025 UFA,16588,0
1,,2025 UFA,15650,0
1,,2025 UFA,17321,0
1,,2025 UFA,17360,0
1,,2025 UFA,16739,0
1,,2025 UFA,16380,0
1,,2025 UFA,13863,0
1,,2025 UFA,17293,0
1,,2025 UFA,16728,0
1,,2025 UFA,14848,0
1,,2025 UFA,12309,0
1,,2025 UFA,16015,0
1,,2025 UFA,14958,0
1,,2025 UFA,15905,0
1,,2025 UFA,16701,0
1,,2025 UFA,16332,0
1,,2025 UFA,12735,0
1,,2025 UFA,14186,0
1,,2025 UFA,16586,0
1,,2025 UFA,17374,0
1,,2025 UFA,15998,0
1,,2025 UFA,13066,0
1,,2025 UFA,12802,0
1,,2025 UFA,14839,0
1,,2025 UFA,14434,0
1,,2025 UFA,13245,0
1,,2025 UFA,16804,0
1,,2025 UFA,17223,0
1,,2025 UFA,16334,0
1,,2025 UFA,17326,0
1,,2025 UFA,14672,0
1,,2025 UFA,16683,0
1,,2025 UFA,16459,0
1,,2025 UFA,13293,0
1,,2025 UFA,17362,0
1,,2025 UFA,16926,0
1,,2025 UFA,16706,0
1,,2025 UFA,16422,0
1,,2025 UFA,14123,0
1,,2025 UFA,17077,0
1,,2025 UFA,14727,0
1,,2025 UFA,13168,0
1,,2025 UFA,15538,0
1,,2025 UFA,13455,0
1,,2025 UFA,15054,0
1,,2025 UFA,16623,0
1,,2025 UFA,15399,0
1,,2025 UFA,16720,0
1,,2025 UFA,16933,0
1,,2025 UFA,17322,0
1,,2025 UFA,16869,0
1,,2025 UFA,16454,0
1,,2025 UFA,15697,0
1,,2025 UFA,15910,0
1,,2025 UFA,13220,0
1,,2025 UFA,16363,0
1,,2025 UFA,17187,0
1,,2025 UFA,16242,0
1,,2025 UFA,15726,0
1,,2025 UFA,16347,0
1,,2025 UFA,12831,0
1,,2025 UFA,15920,0
1,,2025 UFA,13434,0
1,,2025 UFA,11678,0
1,,2025 UFA,15907,0
1,,2025 UFA,14813,0
1,,2025 UFA,16310,0
1,,2025 UFA,15421,0
1,,2025 UFA,16748,0
1,,2025 UFA,15936,0
1,,2025 UFA,17251,0
1,,2025 UFA,17189,0
1,,2025 UFA,17176,0
1,,2025 UFA,15420,0
1,,2025 UFA,15914,0
1,,2025 UFA,17346,0
1,,2025 UFA,16795,0
1,,2025 UFA,16907,0
1,,2025 UFA,16405,0
1,,2025 UFA,15684,0
1,,2025 UFA,13155,0
1,,2025 UFA,16008,0
1,,2025 UFA,15763,0
1,,2025 UFA,17041,0
1,,2025 UFA,16308,0
1,,2025 UFA,17407,0
1,,2025 UFA,15796,0
1,,2025 UFA,14834,0
1,,2025 UFA,15413,0
1,,2025 UFA,17385,0
1,,2025 UFA,13124,0
1,,2025 UFA,16307,0
1,,2025 UFA,16496,0
1,,2025 UFA,16094,0
1,,2025 UFA,16292,0
1,,2025 UFA,14065,0
1,,2025 UFA,15408,0
1,,2025 UFA,14146,0
1,,2025 UFA,15384,0
1,,2025 UFA,13157,0
1,,2025 UFA,15975,0
1,,2025 UFA,16231,0
1,,2025 UFA,13832,0
1,,2025 UFA,14079,0
1,,2025 UFA,17062,0
1,,2025 UFA,17290,0
1,,2025 UFA,11945,0
1,,2025 UFA,13315,0
1,,2025 UFA,17434,0
1,,2025 UFA,14215,0
1,,2025 UFA,14197,0
1,,2025 UFA,16850,0
1,,2025 UFA,16045,0
1,,2025 UFA,16600,0
1,,2025 UFA,15296,0
1,,2025 UFA,13814,0
1,,2025 UFA,16317,0
1,,2025 UFA,17302,0
1,,2025 UFA,16205,0
1,,2025 UFA,17337,0
1,,2025 UFA,14258,0
1,,2025 UFA,15257,0
1,,2025 UFA,13694,0
1,,2025 UFA,16461,0
1,,2025 UFA,16238,0
1,,2025 UFA,16932,0
1,,2025 UFA,16451,0
1,,2025 UFA,14228,0
1,,2025 UFA,14278,0
1,,2025 UFA,14838,0
1,,2025 UFA,12658,0
1,,2025 UFA,13893,0
1,,2025 UFA,16891,0
1,,2025 UFA,16210,0
1,,2025 UFA,16896,0
1,,2025 UFA,12381,0
1,,2025 UFA,17207,0
1,,2025 UFA,14110,0
1,,2025 UFA,17428,0
1,,2025 UFA,16355,0
1,,2025 UFA,17388,0
1,,2025 UFA,14887,0
1,,2025 UFA,12767,0
1,,2025 UFA,16745,0
1,,2025 UFA,16483,0
1,,2025 UFA,14613,0
1,,2025 UFA,17318,0
1,,2025 UFA,14080,0
1,,2025 UFA,17402,0
1,,2025 UFA,16247,0
1,,2025 UFA,17311,0
1,,2025 UFA,15491,0
1,,2025 UFA,11348,0
1,,2025 UFA,16607,0
1,,2025 UFA,16113,0
1,,2025 UFA,16686,0
1,,2025 UFA,15828,0
1,,2025 UFA,17405,0
1,,2025 UFA,16243,0
1,,2025 UFA,16321,0
1,,2025 UFA,15411,0
1,,2025 UFA,14141,0
1,,2025 UFA,17168,0
1,,2025 UFA,12701,0
1,,2025 UFA,16916,0
1,,2025 UFA,16697,0
1,,2025 UFA,16258,0
1,,2025 UFA,12270,0
1,,2025 UFA,16319,0
1,,2025 UFA,17224,0
1,,2025 UFA,13645,0
1,,2025 UFA,13811,0
1,,2025 UFA,15896,0
1,,2025 UFA,16428,0
1,,2025 UFA,12301,0
1,,2025 UFA,15434,0
1,,2025 UFA,16741,0
1,,2025 UFA,15007,0
1,,2025 UFA,13267,0
1,,2025 UFA,17424,0
1,,2025 UFA,13676,0
1,,2025 UFA,14956,0
1,,2025 UFA,16749,0
1,,2025 UFA,17182,0
1,,2025 UFA,16647,0
1,,2025 UFA,15939,0
1,,2025 UFA,16345,0
1,,2025 UFA,14257,0
1,,2025 UFA,15709,0
1,,2025 UFA,15392,0
1,,2025 UFA,13637,0
1,,2025 UFA,17330,0
1,,2025 UFA,16911,0
1,,2025 UFA,16612,0
1,,2025 UFA,16433,0
1,,2025 UFA,15405,0
1,,2025 UFA,15430,0
1,,2025 UFA,16878,0
1,,2025 UFA,13736,0
1,,2025 UFA,17280,0
1,,2025 UFA,14069,0
1,,2025 UFA,14063,0
1,,2025 UFA,16754,0
1,,2025 UFA,16091,0
1,,2025 UFA,15377,0
1,,2025 UFA,15541,0
1,,2025 UFA,16011,0
1,,2025 UFA,16840,0
1,,2025 UFA,15478,0
1,,2025 UFA,13769,0
1,,2025 UFA,17270,0
1,,2025 UFA,17397,0
1,,2025 UFA,14979,0
1,,2025 UFA,13840,0
1,,2025 UFA,15733,0
1,,2025 UFA,17217,0
1,,2025 UFA,15498,0
1,,2025 UFA,17126,0
1,,2025 UFA,15026,0
1,,2025 UFA,14292,0
1,,2025 UFA,15353,0
1,,2025 UFA,13276,0
1,,2025 UFA,12378,0
1,,2025 UFA,17198,0
1,,2025 UFA,16419,0
1,,2025 UFA,16590,0
1,,2025 UFA,16888,0
1,,2025 UFA,14212,0
1,,2025 UFA,16726,0
1,,2025 UFA,10697,0
1,,2025 UFA,15173,0
1,,2025 UFA,17324,0
1,,2025 UFA,14200,0
1,,2025 UFA,14923,0
1,,2025 UFA,14827,0
1,,2025 UFA,15926,0
1,,2025 UFA,16358,0
1,,2025 UFA,15440,0
1,,2025 UFA,16817,0
1,,2025 UFA,14533,0
1,,2025 UFA,14817,0
1,,2025 UFA,17427,0
1,,2025 UFA,17085,0
1,,2025 UFA,13316,0
1,,2025 UFA,16781,0
1,,2025 UFA,10413,0
1,,2025 UFA,15859,0
1,,2025 UFA,11938,0
1,,2025 UFA,15946,0
1,,2025 UFA,15403,0
1,,2025 UFA,17143,0
1,,2025 UFA,15814,0
1,,2025 UFA,14963,0
1,,2025 UFA,13678,0
1,,2025 UFA,15934,0
1,,2025 UFA,16472,0
1,,2025 UFA,11647,0
1,,2025 UFA,12652,0
1,,2025 UFA,16519,0
1,,2025 UFA,13953,0
1,,2025 UFA,17393,0
1,,2025 UFA,16658,0
1,,2025 UFA,15977,0
1,,2025 UFA,16320,0
1,,2025 UFA,15699,0
1,,2025 UFA,16158,0
1,,2025 UFA,17357,0
1,,2025 UFA,16624,0
1,,2025 UFA,15110,0
1,,2025 UFA,14161,0
1,,2025 UFA,16923,0
1,,2025 UFA,15824,0
1,,2025 UFA,16403,0
1,,2025 UFA,16858,0
1,,2025 UFA,17242,0
1,,2025 UFA,13260,0
1,,2025 UFA,16327,0
1,,2025 UFA,15289,0
1,,2025 UFA,15492,0
1,,2025 UFA,16036,0
1,,2025 UFA,13427,0
1,,2025 UFA,15010,0
1,,2025 UFA,15841,0
1,,2025 UFA,16120,0
1,,2025 UFA,15242,0
1,,2025 UFA,14870,0
1,,2025 UFA,16589,0
1,,2025 UFA,12645,0
1,,2025 UFA,16949,0
1,,2025 UFA,15332,0
1,,2025 UFA,16652,0
1,,2025 UFA,16361,0
1,,2025 UFA,16664,0
1,,2025 UFA,13115,0
1,,2025 UFA,17327,0
1,,2025 UFA,15379,0
1,,2025 UFA,10976,0
1,,2025 UFA,15359,0
1,,2025 UFA,15458,0
1,,2025 UFA,16160,0
1,,2025 UFA,13965,0
1,,2025 UFA,15803,0
1,,2025 UFA,15995,0
1,,2025 UFA,17408,0
1,,2025 UFA,13669,0
1,,2025 UFA,15376,0
1,,2025 UFA,13930,0
1,,2025 UFA,15893,0
1,,2025 UFA,15981,0
1,,2025 UFA,14675,0
1,,2025 UFA,17296,0
1,,2025 UFA,14925,0
1,,2025 UFA,17308,0
1,,2025 UFA,16961,0
1,,2025 UFA,16743,0
1,,2025 UFA,11807,0
1,,2025 UFA,15877,0
1,,2025 UFA,12317,0
1,,2025 UFA,16678,0
1,,2025 UFA,13793,0
1,,2025 UFA,16356,0
1,,2025 UFA,16386,0
1,,2025 UFA,16527,0
1,,2025 UFA,17332,0
1,,2025 UFA,12680,0
1,,2025 UFA,16176,0
1,,2025 UFA,14810,0
1,,2025 UFA,17347,0
1,,2025 UFA,12762,0
1,,2025 UFA,16003,0
1,,2025 UFA,14967,0
1,,2025 UFA,15996,0
1,,2025 UFA,16447,0
1,,2025 UFA,16821,0
1,,2025 UFA,13306,0
1,,2025 UFA,17180,0
1,,2025 UFA,13258,0
1,,2025 UFA,16621,0
1,,2025 UFA,14948,0
1,,2025 UFA,13416,0
1,,2025 UFA,13747,0
1,,2025 UFA,16954,0
1,,2025 UFA,14950,0
1,,2025 UFA,13711,0
1,,2025 UFA,15285,0
1,,2025 UFA,17162,0
1,,2025 UFA,15443,0
1,,2025 UFA,13707,0
1,,2025 UFA,16304,0
1,,2025 UFA,15042,0
1,,2025 UFA,15510,0
1,,2025 UFA,14971,0
1,,2025 UFA,16864,0
1,,2025 UFA,16760,0
1,,2025 UFA,16216,0
1,,2025 UFA,15900,0
1,,2025 UFA,16792,0
1,,2025 UFA,17392,0
1,,2025 UFA,13211,0
1,,2025 UFA,14992,0
1,,2025 UFA,16803,0
1,,2025 UFA,13113,0
1,,2025 UFA,13776,0
1,,2025 UFA,16774,0
1,,2025 UFA,14269,0
1,,2025 UFA,16893,0
1,,2025 UFA,16446,0
1,,2025 UFA,16766,0
1,,2025 UFA,17354,0
1,,2025 UFA,17011,0
1,,2025 UFA,17088,0
1,,2025 UFA,15347,0
1,,2025 UFA,16634,0
1,,2025 UFA,16052,0
1,,2025 UFA,14549,0
1,,2025 UFA,15151,0
1,,2025 UFA,17089,0
1,,2025 UFA,12610,0
1,,2025 UFA,15109,0
1,,2025 UFA,17232,0
1,,2025 UFA,17401,0
1,,2025 UFA,16839,0
1,,2025 UFA,16516,0
1,,2025 UFA,16871,0
1,,2025 UFA,15589,0
1,,2025 UFA,16822,0
1,,2025 UFA,13762,0
1,,2025 UFA,13598,0
1,,2025 UFA,17084,0
1,,2025 UFA,13249,0
1,,2025 UFA,15714,0
1,,2025 UFA,13760,0
1,,2025 UFA,16940,0
1,,2025 UFA,17404,0
1,,2025 UFA,16633,0
1,,2025 UFA,16312,0
1,,2025 UFA,15563,0
1,,2025 UFA,16648,0
1,,2025 UFA,16811,0
1,,2025 UFA,15528,0
1,,2025 UFA,15454,0
1,,2025 UFA,15585,0
1,,2025 UFA,16860,0
1,,2025 UFA,15886,0
1,,2025 UFA,13959,0
1,,2025 UFA,12979,0
1,,2025 UFA,16895,0
1,,2025 UFA,16284,0
1,,2025 UFA,17386,0
1,,2025 UFA,16630,0
1,,2025 UFA,13139,0
1,,2025 UFA,16793,0
1,,2025 UFA,15559,0
1,,2025 UFA,15885,0
1,,2025 UFA,17359,0
1,,2025 UFA,17396,0
1,,2025 UFA,13253,0
1,,2025 UFA,17273,0
1,,2025 UFA,13154,0
1,,2025 UFA,17164,0
1,,2025 UFA,15286,0
1,,2025 UFA,14076,0
1,,2025 UFA,16375,0
1,,2025 UFA,16367,0
1,,2025 UFA,13652,0
1,,2025 UFA,14017,0
1,,2025 UFA,16625,0
1,,2025 UFA,14928,0
1,,2025 UFA,15422,0
1,,2025 UFA,15239,0
1,,2025 UFA,12608,0
1,,2025 UFA,16967,0
1,,2025 UFA,14267,0
1,,2025 UFA,15816,0
1,,2025 UFA,16762,0
1,,2025 UFA,17366,0
1,,2025 UFA,13296,0
1,,2025 UFA,14227,0
1,,2025 UFA,13266,0
1,,2025 UFA,14984,0
1,,2025 UFA,17250,0
1,,2025 UFA,15035,0
1,,2025 UFA,15906,0
1,,2025 UFA,16913,0
1,,2025 UFA,15865,0
1,,2025 UFA,15840,0
1,,2025 UFA,14379,0
1,,2025 UFA,15792,0
1,,2025 UFA,11228,0
1,,2025 UFA,13846,0
1,,2025 UFA,17338,0
1,,2025 UFA,15894,0
1,,2025 UFA,16099,0
1,,2025 UFA,12760,0
1,,2025 UFA,13212,0
1,,2025 UFA,15626,0
1,,2025 UFA,17382,0
1,,2025 UFA,14426,0
1,,2025 UFA,16523,0
1,,2025 UFA,14220,0
1,,2025 UFA,14198,0
1,,2025 UFA,16898,0
1,,2025 UFA,17271,0
1,,2025 UFA,15955,0
1,,2025 UFA,15339,0
1,,2025 UFA,13754,0
1,,2025 UFA,15882,0
1,,2025 UFA,16273,0
1,,2025 UFA,16297,0
1,,2025 UFA,15941,0
1,,2025 UFA,17285,0
1,,2025 UFA,15696,0
1,,2025 UFA,10868,0
1,,2025 UFA,15604,0
1,,2025 UFA,16168,1
1,,2025 UFA,12155,1
1,,2025 UFA,16305,1
1,,2025 UFA,14624,1
1,,2025 UFA,16772,1
1,,2025 UFA,14184,1
1,,2025 UFA,16735,1
1,,2025 UFA,13230,1
1,,2025 UFA,13826,1
1,,2025 UFA,13275,1
1,,2025 UFA,15371,1
1,,2025 UFA,16014,1
1,,2025 UFA,16291,1
1,,2025 UFA,16474,1
1,,2025 UFA,12181,1
1,,2025 UFA,13308,1
1,,2025 UFA,14811,1
1,,2025 UFA,17369,1
1,,2025 UFA,14799,1
1,,2025 UFA,17292,1
1,,2025 UFA,17258,1
1,,2025 UFA,13753,1
1,,2025 UFA,13730,1
1,,2025 UFA,12233,1
1,,2025 UFA,16066,1
1,,2025 UFA,16012,1
1,,2025 UFA,16746,1
1,,2025 UFA,13246,1
1,,2025 UFA,12621,1
1,,2025 UFA,16219,1
1,,2025 UFA,16879,1
1,,2025 UFA,13879,1
1,,2025 UFA,17061,1
1,,2025 UFA,14236,1
1,,2025 UFA,12308,1
1,,2025 UFA,17130,1
1,,2025 UFA,16942,1
1,,2025 UFA,15903,1
1,,2025 UFA,15676,1
1,,2025 UFA,16872,1
1,,2025 UFA,16782,1
1,,2025 UFA,16257,1
1,,2025 UFA,17432,1
1,,2025 UFA,12715,1
1,,2025 UFA,15879,1
1,,2025 UFA,17276,1
1,,2025 UFA,13818,1
1,,2025 UFA,14906,1
1,,2025 UFA,15829,1
1,,2025 UFA,16371,1
1,,2025 UFA,15765,1
1,,2025 UFA,12083,1
1,,2025 UFA,13781,1
1,,2025 UFA,16029,1
1,,2025 UFA,13263,1
1,,2025 UFA,16037,1
1,,2025 UFA,15049,1
1,,2025 UFA,14548,1
1,,2025 UFA,17093,1
1,,2025 UFA,13980,1
1,,2025 UFA,15718,1
1,,2025 UFA,16384,1
1,,2025 UFA,16611,1
1,,2025 UFA,14256,1
1,,2025 UFA,16836,1
1,,2025 UFA,15000,1
1,,2025 UFA,16139,1
1,,2025 UFA,16637,1
1,,2025 UFA,13706,1
1,,2025 UFA,14263,1
1,,2025 UFA,15671,1
1,,2025 UFA,17436,1
1,,2025 UFA,16330,1
1,,2025 UFA,11151,1
1,,2025 UFA,15082,1
1,,2025 UFA,16328,1
1,,2025 UFA,13201,1
1,,2025 UFA,15915,1
1,,2025 UFA,17216,1
1,,2025 UFA,12075,1
1,,2025 UFA,17323,1
1,,2025 UFA,17231,1
1,,2025 UFA,15348,1
1,,2025 UFA,14983,1
1,,2025 UFA,17203,1
1,,2025 UFA,16962,1
1,,2025 UFA,15344,1
1,,2025 UFA,17400,1
1,,2025 UFA,16322,1
1,,2025 UFA,16876,1
1,,2025 UFA,13125,1
1,,2025 UFA,14319,1
1,,2025 UFA,11679,1
1,,2025 UFA,16023,1
1,,2025 UFA,15758,1
1,,2025 UFA,16646,1
1,,2025 UFA,15985,1
1,,2025 UFA,14310,1
1,,2025 UFA,16202,1
1,,2025 UFA,12718,1
1,,2025 UFA,10514,1
1,,2025 UFA,16289,1
1,,2025 UFA,16153,1
1,,2025 UFA,13775,1
1,,2025 UFA,17307,1
1,,2025 UFA,17260,1
1,,2025 UFA,16338,1
1,,2025 UFA,13638,1
1,,2025 UFA,17261,1
1,,2025 UFA,12699,1
1,,2025 UFA,16865,1
1,,2025 UFA,17257,1
1,,2025 UFA,14933,1
1,,2025 UFA,16288,1
1,,2025 UFA,15973,1
1,,2025 UFA,12292,1
1,,2025 UFA,16054,1
1,,2025 UFA,16499,1
1,,2025 UFA,14202,1
1,,2025 UFA,17299,1
1,,2025 UFA,14552,1
1,,2025 UFA,16075,1
1,,2025 UFA,13926,1
1,,2025 UFA,16393,1
1,,2025 UFA,15460,1
1,,2025 UFA,16556,1
1,,2025 UFA,15246,1
1,,2025 UFA,15892,1
1,,2025 UFA,13868,1
1,,2025 UFA,15854,1
1,,2025 UFA,13418,1
1,,2025 UFA,13256,1
1,,2025 UFA,16770,1
1,,2025 UFA,14286,1
1,,2025 UFA,12650,1
1,,2025 UFA,13873,1
1,,2025 UFA,17010,1
1,,2025 UFA,12750,1
1,,2025 UFA,16820,1
1,,2025 UFA,16882,1
1,,2025 UFA,5848,1
1,,2025 UFA,16336,1
1,,2025 UFA,16656,1
1,,2025 UFA,13378,1
1,,2025 UFA,16261,1
1,,2025 UFA,16056,1
1,,2025 UFA,11640,1
1,,2025 UFA,15462,1
1,,2025 UFA,17228,1
1,,2025 UFA,15449,1
1,,2025 UFA,16816,1
1,,2025 UFA,16387,1
1,,2025 UFA,17091,1
1,,2025 UFA,16364,1
1,,2025 UFA,16324,1
1,,2025 UFA,17001,1
1,,2025 UFA,16976,1
1,,2025 UFA,17282,1
1,,2025 UFA,17158,1
1,,2025 UFA,15412,1
1,,2025 UFA,15953,1
1,,2025 UFA,15447,1
1,,2025 UFA,16118,1
1,,2025 UFA,15933,1
1,,2025 UFA,13994,1
1,,2025 UFA,17092,1
1,,2025 UFA,16271,1
1,,2025 UFA,15423,1
1,,2025 UFA,15356,1
1,,2025 UFA,16851,1
1,,2025 UFA,14358,1
1,,2025 UFA,16423,1
1,,2025 UFA,17247,1
1,,2025 UFA,13695,1
1,,2025 UFA,17295,1
1,,2025 UFA,14875,1
1,,2025 UFA,15177,1
1,,2025 UFA,15248,1
1,,2025 UFA,12758,1
1,,2025 UFA,17358,1
1,,2025 UFA,16834,1
1,,2025 UFA,14942,1
1,,2025 UFA,17214,1
1,,2025 UFA,13750,1
1,,2025 UFA,16337,1
1,,2025 UFA,17335,1
1,,2025 UFA,12738,1
1,,2025 UFA,16632,1
1,,2025 UFA,12325,1
1,,2025 UFA,12783,1
1,,2025 UFA,13354,1
1,,2025 UFA,16982,1
1,,2025 UFA,15908,1
1,,2025 UFA,15874,1
1,,2025 UFA,16790,1
1,,2025 UFA,15041,1
1,,2025 UFA,15804,1
1,,2025 UFA,17165,1
1,,2025 UFA,15034,1
1,,2025 UFA,15887,1
1,,2025 UFA,17418,1
1,,2025 UFA,15930,1
1,,2025 UFA,17325,1
1,,2025 UFA,12779,1
1,,2025 UFA,15595,1
1,,2025 UFA,14112,1
1,,2025 UFA,16339,1
1,,2025 UFA,13718,1
1,,2025 UFA,11644,1
1,,2025 UFA,16753,1
1,,2025 UFA,16229,1
1,,2025 UFA,12394,1
1,,2025 UFA,16713,1
1,,2025 UFA,13703,1
1,,2025 UFA,15432,1
1,,2025 UFA,17348,1
1,,2025 UFA,15870,1
1,,2025 UFA,16854,1
1,,2025 UFA,17317,1
1,,2025 UFA,16806,1
1,,2025 UFA,14850,1
1,,2025 UFA,15568,1
1,,2025 UFA,17355,1
1,,2025 UFA,15723,1
1,,2025 UFA,13668,1
1,,2025 UFA,15984,1
1,,2025 UFA,16875,1
1,,2025 UFA,16492,1
1,,2025 UFA,15965,1
1,,2025 UFA,17372,1
1,,2025 UFA,15057,1
1,,2025 UFA,17269,1
1,,2025 UFA,12930,1
1,,2025 UFA,15194,1
1,,2025 UFA,15837,1
1,,2025 UFA,15364,1
1,,2025 UFA,17319,1
1,,2025 UFA,13322,1
1,,2025 UFA,15826,1
1,,2025 UFA,17381,1
1,,2025 UFA,17430,1
1,,2025 UFA,16325,1
1,,2025 UFA,14841,1
1,,2025 UFA,15878,1
1,,2025 UFA,16313,1
1,,2025 UFA,16331,1
1,,2025 UFA,16072,1
1,,2025 UFA,16885,1
1,,2025 UFA,17378,1
1,,2025 UFA,16789,1
1,,2025 UFA,16810,1
1,,2025 UFA,14155,1
1,,2025 UFA,17303,1
1,,2025 UFA,12754,1
1,,2025 UFA,17410,1
1,,2025 UFA,14238,1
1,,2025 UFA,13675,1
1,,2025 UFA,12257,1
1,,2025 UFA,17328,1
1,,2025 UFA,15991,1
1,,2025 UFA,17284,1
1,,2025 UFA,17040,1
1,,2025 UFA,15860,1
1,,2025 UFA,13128,1
1,,2025 UFA,11674,1
1,,2025 UFA,16453,1
1,,2025 UFA,12175,1
1,,2025 UFA,17333,1
1,,2025 UFA,16636,1
1,,2025 UFA,15002,1
1,,2025 UFA,15772,1
1,,2025 UFA,14253,1
1,,2025 UFA,13862,1
1,,2025 UFA,17246,1
1,,2025 UFA,16395,1
1,,2025 UFA,17380,1
1,,2025 UFA,12184,1
1,,2025 UFA,16771,1
1,,2025 UFA,16796,1
1,,2025 UFA,16157,1
1,,2025 UFA,13216,1
1,,2025 UFA,16998,1
1,,2025 UFA,14815,1
1,,2025 UFA,10313,1
1,,2025 UFA,14978,1
1,,2025 UFA,12276,1
1,,2025 UFA,15321,1
1,,2025 UFA,13688,1
1,,2025 UFA,15891,1
1,,2025 UFA,14883,1
1,,2025 UFA,15343,1
1,,2025 UFA,14911,1
1,,2025 UFA,17320,1
1,,2025 UFA,16299,1
1,,2025 UFA,14845,1
1,,2025 UFA,16783,1
1,,2025 UFA,14037,1
1,,2025 UFA,15373,1
