salary,id,contractInfo,contractYear,conference
1.33,16191,2023 3.08,2,0
1.80,16236,2025 UFA,1,0
1,15358,2025 UFA,1,0
1.59,15788,2022 3.02,1,0
1.10,13260,2024 R/F,1,0
1,15051,2025 UFA,1,0
1.01,16747,2024 4.16,3,0
1.80,14235,2025 UFA,1,0
1,15242,2025 UFA,1,0
1.07,16652,2024 4.04,3,0
1,16664,2025 R/F,2,0
1,15379,2025 UFA,1,0
1.80,16287,2025 UFA,1,0
0.98,17149,2025 4.16,4,0
1.14,16266,2023 4.05,1,0
1,16268,2025 UFA,1,0
1.86,16650,2024 2.05,3,0
0.98,16282,2023 UDFA,1,0
0.97,17151,2025 5.01,4,0
1,15981,2025 R/F,2,0
1.64,17052,2025 2.10,4,0
1.10,14675,2025 ERFA,1,0
0.94,17160,2025 5.19,4,0
1.10,13793,2025 ERFA,1,0
7.50,14249,2024 UFA,1,0
1.45,16230,2023 3.02,2,0
5.40,11723,2025 UFA,1,0
2.97,13692,2024 UFA,2,0
0.94,16788,2024 UDFA,2,0
1.99,16653,2024 2.03,3,0
14.87,15284,2025 oEXT,5,0
4.37,10775,2025 UFA,2,0
1,15668,2025 UFA,1,0
8.42,15711,2022 1.03,1,0
1,16621,2025 UFA,1,0
1.56,17122,2025 2.12,4,0
3.41,15846,2022 2.14^,1,0
5.35,15815,2022 2.04^,1,0
1.09,16704,2024 4.02,3,0
4,12263,2025 UFA,1,0
5.38,17030,2025 1.05,4,0
2.60,13920,2025 UFA,1,0
1.80,13707,2025 UFA,1,0
1,11768,2025 UFA,1,0
7.41,13743,2021 EXT,1,0
5.71,15742,2023 iEXT,1,0
3.33,17102,2025 1.10,4,0
1.10,15510,2025 ERFA,1,0
1,16760,2025 UFA,1,0
1.22,16216,2023 3.16,1,0
0.99,16684,2024 5.04,3,0
0.90,17192,2025 UDFA,3,0
3.98,15789,2022 1.10,1,0
1,15950,2025 R/F,2,0
24.41,13214,2021 EXT,1,0
1.17,17131,2025 3.13,4,0
1.80,15387,2025 UFA,1,0
0.90,17177,2025 UDFA,3,0
1,15109,2025 UFA,1,0
1.10,15081,2025 ERFA,1,0
1.12,16262,2023 4.09,2,0
3.41,15721,2025 ORFA3,2,0
0.94,16633,2024 UDFA,2,0
3.40,16195,2024 oEXT,5,0
1.80,16673,2025 UFA,1,0
16.34,14162,2022 iEXT,1,0
7.41,16579,2024 1.02,3,0
1,13959,2025 R/F,2,0
1.06,16284,2023 5.09,2,0
4.59,16719,2025 UFA,3,0
1,16274,2025 R/F,2,0
5.20,13139,2023 SRFA,1,0
5.75,15756,2022 1.06,1,0
1,16793,2025 R/F,2,0
5.50,15256,2025 UFA,1,0
1.79,17134,2025 2.07,4,0
7.46,15710,2025 FRFA,4,0
11.50,12225,2024 B/R,1,0
1.90,13154,2025 UFA,1,0
4.55,15391,2024 UFA,2,0
1.49,17113,2025 2.14,4,0
0.90,17164,2025 UDFA,3,0
5.23,14221,2025 UFA,2,0
12.78,14157,2023 UFA,3,0
1,15857,2025 UFA,1,0
0.98,17096,2025 4.15,4,0
0.99,17146,2025 4.14,4,0
1,15694,2025 UFA,1,0
1.10,14283,2024 R/F,1,0
1.10,16432,2025 ERFA,1,0
9.82,15753,2022 1.02,1,0
7.93,14928,2024 oEXT,2,0
1,14169,2025 R/F,2,0
1.10,16206,2023 4.14,1,0
1.13,16716,2024 3.18,3,0
1.65,16629,2024 2.09,3,0
10.10,10703,2025 UFA,1,0
1.91,16226,2023 2.06,2,0
14.03,14909,2024 UFA,3,0
1,14328,2025 UFA,1,0
1.10,12140,2024 R/F,1,0
0.94,17145,2025 5.16,4,0
1.10,16346,2025 ERFA,1,0
1.13,16241,2023 4.08,2,0
3.56,14947,2024 UFA,2,0
1.10,13325,2025 ERFA,1,0
0.90,17172,2025 UDFA,3,0
1.80,15894,2025 UFA,1,0
4.94,16620,2024 1.05,3,0
1,15864,2025 UFA,1,0
1.57,16610,2024 2.11,3,0
1,16010,2025 R/F,2,0
1.78,15819,2022 2.13,1,0
5.54,16148,2023 1.05,2,0
1.20,16276,2023 3.19,2,0
1.87,14877,2024 UFA,2,0
1,14592,2025 R/F,2,0
,0000,2025 UFA,1,1
1.19,16168,2023 4.01,2,1
1.59,16167,2023 2.13,2,1
21.78,11675,2024 UFA,2,1
2.20,16014,2024 UFA,1,1
4.95,16186,2023 1.06,2,1
5.84,15394,2024 iEXT,3,1
17.58,14840,2025 B/R,2,1
4.04,14590,2024 iEXT,2,1
0.94,17154,2025 5.10,4,1
1,13730,2025 UFA,1,1
1,16012,2025 R/F,2,1
0.94,16645,2024 UDFA,2,1
1.21,16596,2024 3.11,3,1
3,13208,2025 UFA,1,1
25.70,13589,2021 EXT,1,1
1.80,11222,2025 UFA,1,1
12.67,14153,2024 UFA,2,1
1.33,15712,2022 3.15,1,1
1.90,14236,2025 UFA,1,1
0.90,17130,2025 UDFA,3,1
1.57,15858,2022 3.03,1,1
4.07,16223,2023 1.08,2,1
7.79,13671,2025 B/R,2,1
1,10814,2025 UFA,1,1
3.60,13268,2024 oEXT,1,1
1,15911,2025 UFA,1,1
1.30,12218,2025 UFA,1,1
1,13759,2025 R/F,2,1
1.07,16671,2024 4.07,3,1
1.23,17108,2025 3.09,4,1
1.80,15301,2025 UFA,1,1
1.81,16414,2023 iEXT,1,1
1.10,15777,2025 ERFA,1,1
1,13263,2025 R/F,2,1
1.06,17073,2025 3.23,4,1
1,15049,2025 UFA,1,1
1,17093,2025 UFA,1,1
1,16384,2025 UFA,1,1
6.70,13251,2025 oEXT,2,1
1.18,16637,2024 3.13,3,1
1.06,16255,2023 5.14,2,1
1.06,16330,2023 5.12,2,1
26.48,13604,2025 NEFT,1,1
15.29,15357,2025 NEFT,1,1
0.94,16723,2024 UDFA,2,1
1,15409,2025 R/F,2,1
1.08,17128,2025 3.21,4,1
5.23,14217,2024 UFA,1,1
1,14983,2025 R/F,2,1
4.05,15293,2025 UFA,3,1
1.10,16846,2025 ERFA,1,1
6.13,13737,2022 UFA,1,1
1.29,16245,2023 3.11,1,1
11.22,14893,2025 TT,1,1
1.91,17078,2025 2.05,4,1
1.87,15873,2024 UFA,2,1
1.10,15913,2024 R/F,1,1
1.80,16594,2024 2.06,3,1
1.08,16264,2023 5.02,2,1
4.68,15869,2025 UFA,3,1
1.03,16733,2024 4.14,3,1
1.24,16164,2023 3.14,2,1
1.13,16700,2024 3.17,3,1
1.90,14933,2025 UFA,1,1
5.35,15904,2025 SRFA,3,1
3.41,16018,2024 RRFA,1,1
1.11,17069,2025 3.18,4,1
1.86,13869,2025 UFA,2,1
7.30,15355,2025 UFA,1,1
0.93,17076,2025 5.22,4,1
2.54,15861,2024 oEXT,1,1
1.00,16734,2024 4.22,3,1
0.90,17220,2025 UDFA,3,1
2,12686,2025 UFA,3,1
24.61,14147,2022 iEXT,1,1
3,11936,2025 UFA,1,1
1.80,16193,2025 UFA,1,1
6.38,16641,2024 1.03,3,1
0.90,17179,2025 UDFA,3,1
1.71,16244,2023 2.10,2,1
1.10,16656,2024 4.02,3,1
1.04,16261,2023 5.16,2,1
2.05,16256,2023 2.04,2,1
0.90,17268,2025 UDFA,3,1
3.41,15835,2022 2.15^,1,1
1,15449,2025 R/F,2,1
1,17091,2025 UFA,1,1
2.60,16597,2024 1.13,3,1
7.78,14892,2024 oEXT,1,1
0.90,17058,2025 UDFA,3,1
0.90,17158,2025 UDFA,3,1
21.02,14104,2022 iEXT,2,1
1.39,16181,2023 3.05,1,1
17.72,14897,2024 oEXT,3,1
1.18,16281,2023 4.02,2,1
12.22,14105,2024 oEXT,2,1
1.10,15933,2025 ERFA,1,1
1.87,13172,2024 UFA,2,1
1.34,16271,2023 3.07,2,1
1,16736,2025 R/F,2,1
1.10,15872,2025 ERFA,1,1
0.99,17082,2025 4.12,4,1
0.94,17185,2025 5.20,4,1
15.96,12688,2025 UFA,2,1
1.31,16677,2024 3.05,3,1
0.98,16705,2024 5.11,3,1
0.90,17161,2025 UDFA,3,1
2.45,17070,2025 1.15,4,1
0.90,17214,2025 UDFA,3,1
7.33,15752,2022 1.04,1,1
1,0804,2025 UFA,1,1
7.67,14171,2022 iEXT,1,1
24.79,14777,2023 iEXT,4,1
1.22,16632,2024 3.10,3,1
1.80,14170,2025 UFA,1,1
2.30,13354,2024 UFA,1,1
1.10,13448,2025 ERFA,1,1
6.10,12752,2025 UFA,1,1
1.81,15418,2023 UFA,1,1
0.90,17165,2025 UDFA,3,1
5.10,9051,2025 RRFA,1,1
1,12779,2025 R/F,2,1
2.82,16239,2023 1.13,2,1
1.85,17123,2025 2.06,4,1
2.50,15380,2025 UFA,1,1
2.72,16738,2025 UFA,4,1
1.80,13718,2025 UFA,1,1
3.61,17112,2025 1.09,4,1
0.94,17124,2025 5.18,4,1
0.98,16713,2024 5.21,3,1
3.45,16233,2023 1.10,2,1
1.87,14251,2024 UFA,1,1
2.41,16169,2023 1.16,2,1
18.74,15281,2024 iEXT,5,1
1.80,15831,2025 UFA,1,1
3.31,14927,2024 iEXT,2,1
1.30,17269,2025 UFA,1,1
3.41,13681,2025 ORFA1,2,1
11.08,13610,2024 UFA,1,1
1.80,15364,2025 UFA,1,1
2.90,12739,2025 UFA,1,1
1.98,11706,2024 UFA,2,1
1.10,16809,2025 ERFA,1,1
3.63,14630,2024 iEXT,2,1
2.75,16617,2024 1.12,3,1
1.05,17148,2025 4.01,4,1
1,12754,2025 R/F,2,1
25.25,15290,2025 B/R,4,1
3.73,15352,2024 iEXT,2,1
1.86,16665,2024 2.05,3,1
1.80,13675,2025 UFA,1,1
1.80,16295,2025 UFA,1,1
16.25,13146,2025 UFA,2,1
1.13,15860,2022 4.23,1,1
3.41,15715,2022 2.03^,1,1
1.90,13844,2025 UFA,1,1
1.90,12175,2025 UFA,1,1
1.69,16696,2024 2.08,3,1
8.42,15484,2024 UFA,3,1
1.33,16636,2024 3.04,3,1
1.26,16593,2024 3.07,3,1
1.80,10700,2025 UFA,1,1
1.11,16640,2024 4.01,3,1
2.31,16455,2025 oEXT,2,1
0.96,17241,2025 5.01,4,1
22.99,14225,2023 iEXT,4,1
0.90,17256,2025 UDFA,3,1
1.10,15839,2024 R/F,1,1
1.80,15001,2025 UFA,1,1
4.43,16581,2024 1.06,3,1
1.80,14978,2025 UFA,1,1
1.10,13592,2024 R/F,1,1
2.14,17032,2025 2.02,4,1
1,13688,2025 UFA,1,1
6.40,10768,2025 UFA,1,1
2.02,13710,2024 iEXT,2,1
1.90,10816,2025 UFA,1,1
1.10,16752,2025 ERFA,1,1
1.86,15817,2022 2.11,1,1
1.20,16603,2024 3.12,3,1
1.14,16675,2024 3.16,3,1
1.80,15396,2025 UFA,1,1
1,14219,2025 R/F,2,1
5.35,15821,2022 2.02^,1,1
1.36,16204,2023 3.06,2,1
1.90,14907,2025 UFA,1,1
1,16314,2025 UFA,1,1
1.06,16265,2023 5.13,2,1
0.98,16278,2023 UDFA,1,1
2.30,15979,2025 UFA,1,1
4.30,13782,2024 iEXT,2,1
5.53,12186,2025 B/R,4,1
2,14903,2025 UFA,1,1
0.96,17171,2025 5.03,4,1
1,13763,2025 R/F,2,1
1.10,12842,2025 ERFA,1,1
4.20,14800,2025 UFA,1,1
5.38,14472,2024 SRFA,1,1
0.94,16657,2024 UDFA,2,1
2.24,15755,2022 2.05,1,1
1.14,15779,2022 4.18,1,1
1.80,16342,2025 UFA,1,1
3.25,14823,2024 UFA,1,1
1.43,16187,2023 3.03,2,1
1,16889,2025 UFA,1,1
6.44,14921,2024 UFA,2,1
1.23,15797,2022 4.05,1,1
1.74,15851,2022 2.14,1,1
2.20,13294,2024 UFA,1,1
2.79,13697,2025 UFA,3,1
9.66,14322,2024 oEXT,3,1
2.90,17081,2025 1.12,4,1
0.99,16666,2024 5.06,3,1
3.10,13404,2025 UFA,1,1
1.17,15847,2022 4.16,1,1
1.10,13806,2025 ERFA,1,1
1.80,15681,2025 UFA,1,1
1.00,16654,2024 4.24,3,1
5.32,14303,2025 UFA,2,1
3.41,15862,2022 5.16^,1,1
1.43,17144,2025 2.16,4,1
5.89,13189,2025 UFA,2,1
1.80,14879,2025 UFA,1,1
1.10,11247,2025 ERFA,1,1
12.60,15253,2025 B/R,1,1
1.04,17056,2025 4.02,4,1
1.04,16351,2023 5.25,2,1
16.34,11671,2023 UFA,1,1
0.95,17034,2025 5.04,4,1
1.26,17135,2025 3.07,4,1
1.81,12860,2023 iEXT,2,1
1.21,17103,2025 3.10,4,1
1,13798,2025 UFA,1,1
0.90,17097,2025 UDFA,3,1
1.09,15799,2025 ERFA,1,1
1.14,17107,2025 3.15,4,1
8.08,15238,2025 UFA,2,1
1.44,16694,2024 2.15,3,1
5.23,13713,2024 UFA,1,1
2.50,9064,2025 UFA,1,1
3.21,16190,2023 1.11,2,1
4.20,12734,2025 RRFA,1,1
1.14,16253,2023 4.06,2,1
1.18,15713,2022 4.13,1,1
1.10,13933,2025 ERFA,1,1
1.90,12217,2025 UFA,1,1
1,15032,2025 UFA,1,1
1.38,16619,2024 3.02,3,1
8.55,13837,2024 iEXT,2,1
1.10,13770,2025 ERFA,1,1
5.70,15331,2025 UFA,1,1
1.87,14991,2024 UFA,3,1
1,14904,2025 R/F,2,1
0.96,17037,2025 4.19,4,1
0.90,17099,2025 UDFA,3,1
1.10,13888,2025 ERFA,1,1
1,15833,2025 R/F,2,1
6.14,14224,2024 UFA,2,1
1,11760,2025 R/F,2,1
12.49,13198,2020 EXT,1,1
8.09,14149,2022 iEXT,1,1
1.10,13672,2025 ERFA,1,1
6.27,16162,2023 1.04,2,1
3.93,14852,2024 oEXT,1,1
0.94,17060,2025 5.13,4,1
1,14489,2025 UFA,1,1
0.90,17155,2025 UDFA,3,1
1.87,13317,2024 UFA,1,1
22.63,13163,2022 B/R,1,1
5.94,13674,2024 B/R,2,1
24.53,12611,2024 oEXT,3,1
3.33,17075,2025 1.10,4,1
1.80,15397,2025 UFA,1,1
1.14,16251,2023 4.05,2,1
1,13347,2025 R/F,2,1
3.41,15852,2022 5.10^,1,1
0.90,17059,2025 UDFA,3,1
2.72,17121,2025 1.13,4,1
5.38,14405,2024 SRFA,1,1
1.30,17138,2025 3.05,4,1
1.06,16667,2024 4.09,3,1
1.86,15337,2025 UFA,2,1
1.28,17120,2025 3.06,4,1
4.37,16702,2025 UFA,2,1
18.77,14882,2025 oEXT,2,1
4.97,14247,2025 oEXT,3,1
1,14878,2025 R/F,2,1
1,16444,2025 R/F,2,1
1.03,16688,2024 4.12,3,1
1.01,17141,2025 4.07,4,1
1.16,16661,2024 3.15,3,1
11.66,15708,2022 1.01+,1,1
1.07,16235,2023 5.06,2,1
1.30,15812,2022 3.19,1,1
1.10,14930,2025 ERFA,1,1
3.45,15834,2022 1.12,1,1
3.49,15469,2024 iEXT,2,1
1,16744,2025 UFA,1,1
5.38,17044,2025 1.05,4,1
3.30,13683,2025 UFA,1,1
1.80,12764,2025 UFA,1,1
1.49,17137,2025 2.14,4,1
1.36,15823,2022 3.13,1,1
3.78,15254,2025 UFA,3,1
1.98,17072,2025 2.04,4,1
1,14213,2025 R/F,2,1
5.58,16614,2024 1.04,3,1
1,16227,2025 R/F,2,1
1,16731,2025 UFA,1,1
2.33,17068,2025 1.16,4,1
1,14954,2025 UFA,1,1
0.95,17105,2025 5.07,4,1
0.90,17190,2025 UDFA,3,1
4.32,17043,2025 1.07,4,1
5.15,13284,2024 iEXT,2,1
1.56,16280,2023 2.14,2,1
27.84,12626,2025 UFA,2,1
3.10,12676,2025 UFA,1,1
14.17,14779,2023 iEXT,4,1
1.12,16303,2023 4.10,2,1
11.80,10266,2025 UFA,1,1
1,16460,2025 UFA,1,1
1.70,16727,2025 oEXT,1,1
5.10,12678,2024 oEXT,1,1
0.98,16333,2023 UDFA,1,1
2.58,17083,2025 1.14,4,1
14.03,14835,2024 B/R,3,1
7.27,14940,2023 FRFA,1,1
2.95,13742,2025 UFA,2,1
1.41,15836,2022 3.11,1,1
1.80,14086,2025 UFA,1,1
40.76,12801,2024 B/R,1,1
1,13414,2025 R/F,2,1
13.31,14167,2023 B/R,2,1
1.80,15441,2025 UFA,1,1
16.82,14138,2025 oEXT,3,1
1.90,14260,2025 B/R,1,1
2.43,15366,2025 UFA,3,1
1,13289,2025 R/F,2,1
4.94,14182,2025 UFA,2,1
1.90,11232,2025 B/R,1,1
2.85,15361,2025 UFA,2,1
0.90,17234,2025 UDFA,3,1
1.02,17098,2025 4.06,4,1
0.98,17036,2025 4.13,4,1
8.29,15261,2025 oEXT,2,1
8.88,15452,2025 oEXT,2,1
4.30,13223,2025 UFA,1,1
1,16712,2025 R/F,2,1
1.80,13138,2025 UFA,1,1
20.59,12221,2024 UFA,1,1
0.94,17064,2025 5.11,4,1
8.23,17074,2025 1.02,4,1
37.70,14783,2024 oEXT,2,1
3.98,15805,2022 1.10,1,1
0.98,16201,2023 UDFA,1,1
0.90,17188,2025 UDFA,3,1
1.06,16207,2023 5.09,2,1
1.01,16598,2024 4.18,3,1
0.98,16711,2024 5.12,3,1
1.86,16457,2025 UFA,3,1
0.90,17249,2025 UDFA,3,1
1,13738,2025 R/F,2,1
35.95,13593,2025 NEFT,1,1
0.97,17117,2025 4.18,4,1
1,14252,2025 R/F,2,1
1,15921,2025 R/F,2,1
12.97,14073,2024 UFA,2,1
6.47,13714,2021 EXT,1,1
1.03,17055,2025 4.04,4,1
3.25,12305,2024 UFA,1,1
9.82,17042,2025 1.01,4,1
39.20,14836,2024 iEXT,4,1
1,14858,2025 R/F,2,1
1.02,16662,2024 4.17,3,1
5.28,14894,2024 iEXT,2,1
5.35,14860,2025 SRFA,1,1
24.48,14833,2025 oEXT,1,1
5,13702,2025 UFA,1,1
1.80,15989,2025 UFA,1,1
0.98,16246,2023 UDFA,1,1
3.23,15809,2022 1.13,1,1
1.80,14861,2025 UFA,1,1
2.23,17048,2025 2.01,4,1
1.23,16175,2023 3.15,2,1
2.41,13764,2024 UFA,1,1
1.01,16649,2024 4.19,3,1
1,14095,2025 R/F,2,1
1.02,17127,2025 4.05,4,1
1,13848,2025 R/F,2,1
4.47,16188,2023 1.07,2,1
14.84,13319,2024 UFA,1,1
5.35,14910,2025 SRFA,2,1
11.11,12741,2023 iEXT,1,1
1,13332,2025 R/F,2,1
5.80,14059,2025 UFA,2,1
3.37,14164,2023 oEXT,1,1
6.75,15404,2025 UFA,3,1
3.71,16350,2024 iEXT,2,1
3.51,13748,2025 UFA,3,1
1.10,15868,2025 ERFA,1,1
1,15398,2025 R/F,2,1
0.90,17170,2025 UDFA,3,1
1.80,15863,2025 UFA,1,1
1,10292,2025 R/F,2,1
7.46,15871,2025 FRFA,3,1
1.80,13810,2025 UFA,1,1
4.80,17051,2025 1.06,4,1
8.49,13132,2023 UFA,1,1
1.75,16254,2023 2.09,2,1
2.89,15808,2022 1.15,1,1
0.98,16775,2024 5.10,3,1
30.25,11244,2023 NEFToff,1,1
0.90,17183,2025 UDFA,3,1
1.90,13682,2025 UFA,1,1
3.73,16213,2023 1.09,2,1
0.99,16676,2024 5.09,3,1
1,17230,2025 UFA,1,1
1.80,14899,2025 UFA,1,1
10.45,13633,2024 B/R,1,1
18.15,13299,2023 B/R,1,1
6.38,14867,2024 UFA,1,1
1.24,16699,2024 3.09,3,1
1.20,17125,2025 3.11,4,1
0.94,16722,2024 UDFA,2,1
1,13403,2025 UFA,1,1
2.51,15395,2024 iEXT,2,1
1.10,16222,2023 4.14,2,1
0.90,17133,2025 UDFA,3,1
1,0805,2025 UFA,1,1
3.80,13164,2025 UFA,2,1
2.21,16214,2023 2.02,2,1
0.90,17111,2025 UDFA,3,1
3.99,15923,2025 UFA,2,1
22.41,14832,2023 iEXT,3,1
0.90,17205,2025 UDFA,3,1
2.97,16013,2024 UFA,2,1
7.20,13700,2025 UFA,3,1
0.90,17184,2025 UDFA,3,1
0.94,16672,2024 UDFA,2,1
1,13224,2025 R/F,2,1
2.15,16651,2024 2.01,3,1
1,16787,2025 R/F,2,1
3.04,11769,2025 UFA,2,1
11.19,14159,2024 UFA,1,1
13.59,15237,2025 UFA,3,1
2.34,16639,2024 1.15,3,1
2.07,15445,2025 UFA,3,1
2.66,16149,2023 1.14,2,1
1,13227,2025 R/F,2,1
1.10,13687,2024 R/F,1,1
3.87,15798,2024 iEXT,5,1
0.94,16680,2024 UDFA,2,1
1.00,16707,2024 4.21,3,1
3.05,15822,2022 1.14,1,1
1.25,16604,2024 3.08,3,1
15.16,12187,2024 UFA,1,1
9.82,15751,2022 1.02+,1,1
1.90,14268,2025 B/R,1,1
0.96,17222,2025 5.02,4,1
1,15433,2025 R/F,2,1
10.45,14782,2023 iEXT,4,1
8.68,14179,2025 oEXT,3,1
3.93,17104,2025 1.08,4,1
0.90,17255,2025 UDFA,3,1
1.10,12956,2025 ERFA,1,1
20.10,13952,2025 UFA,1,1
7.20,11721,2025 UFA,1,1
6.72,14900,2025 B/R,4,1
1.25,15853,2022 4.02,1,1
37.70,13116,2023 oEXT,4,1
1,14985,2025 R/F,1,1
1,17053,2025 4.09,4,1
1,17159,2025 4.10,4,1
1.41,16263,2023 3.04,2,1
1,11383,2025 R/F,2,1
5.10,15972,2025 UFA,1,1
1.80,14223,2025 UFA,1,1
2.93,16580,2024 1.11,3,1
20.87,13590,2024 iEXT,2,1
5.35,15794,2022 3.07^,1,1
14.25,13130,2025 B/R,2,1
1.04,16635,2024 4.11,3,1
4.02,16584,2024 1.07,3,1
1.80,13641,2025 UFA,1,1
1.10,15895,2024 R/F,1,1
3.14,16627,2024 1.10,3,1
1.21,16252,2023 3.17,2,1
1.10,15473,2025 ERFA,1,1
1.10,15845,2025 ERFA,1,1
5.29,15890,2023 iEXT,1,1
1.80,15450,2025 UFA,1,1
1,16300,2025 R/F,2,1
1,15702,2025 UFA,1,1
5.35,14908,2023 UFA,2,1
0.99,16670,2024 5.07,3,1
1.80,14717,2025 UFA,1,1
1.80,16390,2025 UFA,1,1
9.35,14109,2024 B/R,3,1
1,11947,2025 R/F,2,1
1.08,16628,2024 4.05,3,1
7.03,17071,2025 1.03,4,1
1.10,16145,2025 ERFA,1,1
1.87,15390,2024 oEXT,2,1
0.90,17233,2025 UDFA,3,1
1.87,15363,2024 oEXT,3,1
1.10,15785,2024 R/F,1,1
12.72,14102,2023 oEXT,2,1
5.35,14995,2025 SRFA,2,1
9.41,14127,2024 UFA,1,1
8.89,13307,2024 UFA,1,1
1.91,16171,2023 2.06,2,1
1,10267,2025 R/F,2,1
0.90,17195,2025 UDFA,3,1
1.17,17033,2025 3.13,4,1
1,16585,2025 R/F,2,1
1.25,16189,2023 3.13,2,1
2.07,16626,2024 2.02,3,1
1,15263,2025 R/F,2,1
0.98,16178,2023 UDFA,1,1
1.06,16690,2024 4.08,3,1
16.76,13131,2024 iEXT,2,1
6.29,15365,2024 iEXT,2,1
1.65,15402,2024 oEXT,2,1
0.94,17066,2025 5.14,4,1
0.90,17140,2025 UDFA,3,1
15.48,14071,2024 iEXT,2,1
1.09,16286,2023 4.18,2,1
13.41,14974,2024 iEXT,1,1
15.39,13635,2025 UFA,2,1
1.90,15288,2025 UFA,1,1
2.79,13470,2025 UFA,3,1
0.90,17186,2025 UDFA,3,1
3.69,15766,2022 1.11,1,1
0.90,17129,2025 UDFA,3,1
1,11728,2025 R/F,2,1
1.10,16279,2025 ERFA,1,1
1,12447,2025 UFA,1,1
1.04,17153,2025 4.03,4,1
0.90,17050,2025 UDFA,3,1
1.81,14180,2023 UFA,1,1
1.57,16689,2024 2.11,3,1
1.47,16224,2023 3.01,2,1
1.10,12772,2025 ERFA,1,1
1.87,14889,2024 UFA,1,1
27.12,14056,2024 oEXT,1,1
1.64,16215,2023 2.12,2,1
1.10,16725,2025 ERFA,1,1
7.41,16615,2024 1.02,3,1
1.08,16211,2023 5.03,2,1
1.80,15786,2025 UFA,1,1
0.90,17100,2025 UDFA,3,1
0.98,17046,2025 4.15,4,1
1,15375,2025 UFA,1,1
1.35,16692,2024 3.03,3,1
1,17275,2025 UFA,1,1
1.65,16582,2024 2.09,3,1
3.26,14669,2025 RRFA,1,1
6,13192,2025 UFA,1,1
1.25,17080,2025 3.08,4,1
1.33,17136,2025 3.04,4,1
0.94,17152,2025 5.17,4,1
1.54,16679,2024 2.12,3,1
1,12361,2025 UFA,1,1
1.80,13704,2025 UFA,1,1
1.10,16159,2023 4.15,2,1
2.54,15386,2024 oEXT,1,1
4.10,15393,2025 RRFA,2,1
4.94,16616,2024 1.05,3,1
0.98,16369,2023 UDFA,1,1
2.90,15385,2025 UFA,1,1
1,16225,2025 R/F,2,1
7.29,14218,2025 UFA,3,1
4.50,15889,2025 RRFA,1,1
1,13685,2025 UFA,1,1
0.95,17150,2025 5.08,4,1
5.75,15754,2022 1.06,1,1
6.91,14158,2023 iEXT,2,1
6.30,13813,2025 UFA,1,1
1.10,15382,2025 ERFA,1,1
1.80,12782,2025 UFA,1,1
1.01,16691,2024 4.20,3,1
5.10,15388,2025 UFA,1,1
6.68,15802,2024 iEXT,3,1
1.10,16283,2024 R/F,1,1
3.27,15378,2024 iEXT,3,1
2.83,14414,2023 UFA,1,1
4.94,15351,2025 B/R,2,1
0.98,16383,2023 UDFA,1,1
3.98,15749,2023 oEXT,1,1
5.47,15319,2023 oEXT,1,1
0.90,17163,2025 UDFA,3,1
10.07,15350,2024 iEXT,4,1
1,15855,2025 R/F,2,1
1.10,13377,2024 R/F,1,1
0.97,17212,2025 4.16,4,1
3.60,15345,2025 UFA,3,1
5.20,13723,2025 UFA,1,1
1.69,17115,2025 2.09,4,1
2.46,16622,2024 1.14,3,1
0.90,17236,2025 UDFA,3,1
1.47,16583,2024 2.14,3,1
1.90,13231,2025 UFA,1,1
1.80,12238,2025 UFA,1,1
1,16510,2025 R/F,2,1
1,16703,2025 R/F,2,1
3.50,13693,2023 oEXT,1,1
10.81,15349,2024 B/R,5,1
0.90,17196,2025 UDFA,3,1
3.41,15762,2022 2.01^,1,1
2.31,15692,2022 2.04,1,1
1.91,15768,2022 2.10,1,1
1,15717,2025 UFA,1,1
1.10,12952,2024 R/F,1,1
4.50,15448,2024 UFA,1,1
3.41,15850,2022 3.18^,1,1
13.24,14842,2024 oEXT,2,1
9.15,15329,2024 iEXT,3,1
1,16102,2025 R/F,2,1
8.89,14085,2024 UFA,1,1
1.11,16240,2023 4.12,2,1
0.90,17156,2025 UDFA,3,1
0.90,17101,2025 UDFA,3,1
5.60,14210,2025 UFA,1,1
37.21,12620,2021 EXT,3,1
34.16,15698,2025 oEXT,5,1
8.33,14896,2024 oEXT,1,1
1.80,12711,2025 UFA,1,1
0.90,17166,2025 UDFA,3,1
0.90,17181,2025 UDFA,3,1
1.10,14186,2024 R/F,1,1
0.98,16586,2024 5.13,3,1
1.80,12802,2025 UFA,1,1
1.80,13245,2025 UFA,1,1
1.80,13774,2025 UFA,1,1
1.90,12698,2025 UFA,1,1
1.86,16184,2023 2.07,2,1
0.90,17223,2025 UDFA,3,1
1,14672,2025 R/F,2,1
0.94,16681,2024 UDFA,2,1
1.80,13717,2025 UFA,1,1
0.90,17077,2025 UDFA,3,1
0.94,17142,2025 5.16,4,1
1.80,13168,2025 UFA,1,1
0.99,16623,2024 5.08,3,1
1.80,16194,2023 2.08,2,1
8.38,16152,2023 1.02,2,1
12.10,13629,2022 UFA,2,1
1.10,15089,2025 ERFA,1,1
1,12831,2025 R/F,2,1
0.90,17204,2025 UDFA,3,1
1,14957,2025 R/F,2,1
13.46,12697,2025 oEXT,2,1
9.94,16161,2023 1.01,2,1
3.41,15716,2022 4.24^,1,1
1.62,16655,2024 2.10,3,1
1.42,16660,2024 2.16,3,1
1,12785,2025 UFA,1,1
3.06,15907,2022 iEXT,1,1
