year,draft_year,team,position,id,stats_global_id,draft_team,name,twitter_username,cbs_id,fleaflicker_id,stats_id,status,sportsdata_id,height,rotowire_id,draft_round,weight,college,rotoworld_id,jersey,espn_id,birthdate,draft_pick,nfl_id
2022,1970,CIN,TMRB,0206,0,CIN,"Bengals, Cincinnati",,,,,,,,,,,,,,,,,
2022,1970,CLE,TMRB,0207,0,CLE,"Browns, Cleveland",,,,,,,,,,,,,,,,,
2022,1970,TEN,TMRB,0208,0,TEN,"Titans, Tennessee",,,,,,,,,,,,,,,,,
2022,1970,JAC,TMRB,0209,0,JAC,"Jaguars, Jacksonville",,,,,,,,,,,,,,,,,
2022,1970,PIT,TMRB,0210,0,PIT,"Steelers, Pittsburgh",,,,,,,,,,,,,,,,,
2022,1970,DEN,TMRB,0211,0,DEN,"Broncos, Denver",,,,,,,,,,,,,,,,,
2022,1970,KCC,TMRB,0212,0,KCC,"Chiefs, Kansas City",,,,,,,,,,,,,,,,,
2022,1970,LVR,TMRB,0213,0,OAK,"Raiders, Las Vegas",,,,,,,,,,,,,,,,,
2022,1970,LAC,TMRB,0214,0,FA,"Chargers, Los Angeles",,,,,,,,,,,,,,,,,
2022,1970,SEA,TMRB,0215,0,SEA,"Seahawks, Seattle",,,,,,,,,,,,,,,,,
2022,1970,DAL,TMRB,0216,0,DAL,"Cowboys, Dallas",,,,,,,,,,,,,,,,,
2022,1970,NYG,TMRB,0217,0,NYG,"Giants, New York",,,,,,,,,,,,,,,,,
2022,1970,PHI,TMRB,0218,0,PHI,"Eagles, Philadelphia",,,,,,,,,,,,,,,,,
2022,1970,ARI,TMRB,0219,0,ARI,"Cardinals, Arizona",,,,,,,,,,,,,,,,,
2022,1970,WAS,TMRB,0220,0,WAS,"Commanders, Washington",,,,,,,,,,,,,,,,,
2022,1970,CHI,TMRB,0221,0,CHI,"Bears, Chicago",,,,,,,,,,,,,,,,,
2022,1970,DET,TMRB,0222,0,DET,"Lions, Detroit",,,,,,,,,,,,,,,,,
2022,1970,GBP,TMRB,0223,0,GBP,"Packers, Green Bay",,,,,,,,,,,,,,,,,
2022,1970,MIN,TMRB,0224,0,MIN,"Vikings, Minnesota",,,,,,,,,,,,,,,,,
2022,1970,TBB,TMRB,0225,0,TBB,"Buccaneers, Tampa Bay",,,,,,,,,,,,,,,,,
2022,1970,ATL,TMRB,0226,0,ATL,"Falcons, Atlanta",,,,,,,,,,,,,,,,,
2022,1970,CAR,TMRB,0227,0,CAR,"Panthers, Carolina",,,,,,,,,,,,,,,,,
2022,1970,LAR,TMRB,0228,0,FA,"Rams, Los Angeles",,,,,,,,,,,,,,,,,
2022,1970,NOS,TMRB,0229,0,NOS,"Saints, New Orleans",,,,,,,,,,,,,,,,,
2022,1970,SFO,TMRB,0230,0,SFO,"49ers, San Francisco",,,,,,,,,,,,,,,,,
2022,1970,BAL,TMRB,0231,0,BAL,"Ravens, Baltimore",,,,,,,,,,,,,,,,,
2022,1970,HOU,TMRB,0232,0,HOU,"Texans, Houston",,,,,,,,,,,,,,,,,
2022,1970,BUF,TMDL,0251,0,BUF,"Bills, Buffalo",buffalobills,,,,,,,,,,,,,,,,
2022,1970,IND,TMDL,0252,0,IND,"Colts, Indianapolis",nflcolts,,,,,,,,,,,,,,,,
2022,1970,MIA,TMDL,0253,0,MIA,"Dolphins, Miami",MiamiDolphins,,,,,,,,,,,,,,,,
2022,1970,NEP,TMDL,0254,0,NEP,"Patriots, New England",patriots,,,,,,,,,,,,,,,,
2022,1970,NYJ,TMDL,0255,0,NYJ,"Jets, New York",nyjets,,,,,,,,,,,,,,,,
2022,1970,CIN,TMDL,0256,0,CIN,"Bengals, Cincinnati",Bengals,,,,,,,,,,,,,,,,
2022,1970,CLE,TMDL,0257,0,CLE,"Browns, Cleveland",OfficialBrowns,,,,,,,,,,,,,,,,
2022,1970,TEN,TMDL,0258,0,TEN,"Titans, Tennessee",tennesseetitans,,,,,,,,,,,,,,,,
2022,1970,JAC,TMDL,0259,0,JAC,"Jaguars, Jacksonville",jaguarsinsider,,,,,,,,,,,,,,,,
2022,1970,PIT,TMDL,0260,0,PIT,"Steelers, Pittsburgh",steelers,,,,,,,,,,,,,,,,
2022,1970,DEN,TMDL,0261,0,DEN,"Broncos, Denver",DenverBroncos,,,,,,,,,,,,,,,,
2022,1970,KCC,TMDL,0262,0,KCC,"Chiefs, Kansas City",kcchiefs,,,,,,,,,,,,,,,,
2022,1970,LVR,TMDL,0263,0,OAK,"Raiders, Las Vegas",raiders,,,,,,,,,,,,,,,,
2022,1970,LAC,TMDL,0264,0,FA,"Chargers, Los Angeles",chargers,,,,,,,,,,,,,,,,
2022,1970,SEA,TMDL,0265,0,SEA,"Seahawks, Seattle",seahawks,,,,,,,,,,,,,,,,
2022,1970,DAL,TMDL,0266,0,DAL,"Cowboys, Dallas",dallascowboys,,,,,,,,,,,,,,,,
2022,1970,NYG,TMDL,0267,0,NYG,"Giants, New York",giants,,,,,,,,,,,,,,,,
2022,1970,PHI,TMDL,0268,0,PHI,"Eagles, Philadelphia",Eagles,,,,,,,,,,,,,,,,
2022,1970,ARI,TMDL,0269,0,ARI,"Cardinals, Arizona",AZCardinals,,,,,,,,,,,,,,,,
2022,1970,WAS,TMDL,0270,0,WAS,"Commanders, Washington",Redskins,,,,,,,,,,,,,,,,
2022,1970,CHI,TMDL,0271,0,CHI,"Bears, Chicago",ChicagoBears,,,,,,,,,,,,,,,,
2022,1970,DET,TMDL,0272,0,DET,"Lions, Detroit",detroitlionsnfl,,,,,,,,,,,,,,,,
2022,1970,GBP,TMDL,0273,0,GBP,"Packers, Green Bay",packers,,,,,,,,,,,,,,,,
2022,1970,MIN,TMDL,0274,0,MIN,"Vikings, Minnesota",Vikings,,,,,,,,,,,,,,,,
2022,1970,TBB,TMDL,0275,0,TBB,"Buccaneers, Tampa Bay",TBBuccaneers,,,,,,,,,,,,,,,,
2022,1970,ATL,TMDL,0276,0,ATL,"Falcons, Atlanta",AtlantaFalcons,,,,,,,,,,,,,,,,
2022,1970,CAR,TMDL,0277,0,CAR,"Panthers, Carolina",Panthers,,,,,,,,,,,,,,,,
2022,1970,LAR,TMDL,0278,0,FA,"Rams, Los Angeles",STLouisRams,,,,,,,,,,,,,,,,
2022,1970,NOS,TMDL,0279,0,NOS,"Saints, New Orleans",saints,,,,,,,,,,,,,,,,
2022,1970,SFO,TMDL,0280,0,SFO,"49ers, San Francisco",49ers,,,,,,,,,,,,,,,,
2022,1970,BAL,TMDL,0281,0,BAL,"Ravens, Baltimore",ravens,,,,,,,,,,,,,,,,
2022,1970,HOU,TMDL,0282,0,HOU,"Texans, Houston",houstontexans,,,,,,,,,,,,,,,,
2022,1970,BUF,TMLB,0301,0,BUF,"Bills, Buffalo",buffalobills,,,,,,,,,,,,,,,,
2022,1970,IND,TMLB,0302,0,IND,"Colts, Indianapolis",nflcolts,,,,,,,,,,,,,,,,
2022,1970,MIA,TMLB,0303,0,MIA,"Dolphins, Miami",MiamiDolphins,,,,,,,,,,,,,,,,
2022,1970,NEP,TMLB,0304,0,NEP,"Patriots, New England",patriots,,,,,,,,,,,,,,,,
2022,1970,NYJ,TMLB,0305,0,NYJ,"Jets, New York",nyjets,,,,,,,,,,,,,,,,
2022,1970,CIN,TMLB,0306,0,CIN,"Bengals, Cincinnati",Bengals,,,,,,,,,,,,,,,,
2022,1970,CLE,TMLB,0307,0,CLE,"Browns, Cleveland",OfficialBrowns,,,,,,,,,,,,,,,,
2022,1970,TEN,TMLB,0308,0,TEN,"Titans, Tennessee",tennesseetitans,,,,,,,,,,,,,,,,
2022,1970,JAC,TMLB,0309,0,JAC,"Jaguars, Jacksonville",jaguarsinsider,,,,,,,,,,,,,,,,
2022,1970,PIT,TMLB,0310,0,PIT,"Steelers, Pittsburgh",steelers,,,,,,,,,,,,,,,,
2022,1970,DEN,TMLB,0311,0,DEN,"Broncos, Denver",DenverBroncos,,,,,,,,,,,,,,,,
2022,1970,KCC,TMLB,0312,0,KCC,"Chiefs, Kansas City",kcchiefs,,,,,,,,,,,,,,,,
2022,1970,LVR,TMLB,0313,0,OAK,"Raiders, Las Vegas",raiders,,,,,,,,,,,,,,,,
2022,1970,LAC,TMLB,0314,0,FA,"Chargers, Los Angeles",chargers,,,,,,,,,,,,,,,,
2022,1970,SEA,TMLB,0315,0,SEA,"Seahawks, Seattle",seahawks,,,,,,,,,,,,,,,,
2022,1970,DAL,TMLB,0316,0,DAL,"Cowboys, Dallas",dallascowboys,,,,,,,,,,,,,,,,
2022,1970,NYG,TMLB,0317,0,NYG,"Giants, New York",giants,,,,,,,,,,,,,,,,
2022,1970,PHI,TMLB,0318,0,PHI,"Eagles, Philadelphia",Eagles,,,,,,,,,,,,,,,,
2022,1970,ARI,TMLB,0319,0,ARI,"Cardinals, Arizona",AZCardinals,,,,,,,,,,,,,,,,
2022,1970,WAS,TMLB,0320,0,WAS,"Commanders, Washington",Redskins,,,,,,,,,,,,,,,,
2022,1970,CHI,TMLB,0321,0,CHI,"Bears, Chicago",ChicagoBears,,,,,,,,,,,,,,,,
2022,1970,DET,TMLB,0322,0,DET,"Lions, Detroit",detroitlionsnfl,,,,,,,,,,,,,,,,
2022,1970,GBP,TMLB,0323,0,GBP,"Packers, Green Bay",packers,,,,,,,,,,,,,,,,
2022,1970,MIN,TMLB,0324,0,MIN,"Vikings, Minnesota",Vikings,,,,,,,,,,,,,,,,
2022,1970,TBB,TMLB,0325,0,TBB,"Buccaneers, Tampa Bay",TBBuccaneers,,,,,,,,,,,,,,,,
2022,1970,ATL,TMLB,0326,0,ATL,"Falcons, Atlanta",AtlantaFalcons,,,,,,,,,,,,,,,,
2022,1970,CAR,TMLB,0327,0,CAR,"Panthers, Carolina",Panthers,,,,,,,,,,,,,,,,
2022,1970,LAR,TMLB,0328,0,FA,"Rams, Los Angeles",STLouisRams,,,,,,,,,,,,,,,,
2022,1970,NOS,TMLB,0329,0,NOS,"Saints, New Orleans",saints,,,,,,,,,,,,,,,,
2022,1970,SFO,TMLB,0330,0,SFO,"49ers, San Francisco",49ers,,,,,,,,,,,,,,,,
2022,1970,BAL,TMLB,0331,0,BAL,"Ravens, Baltimore",ravens,,,,,,,,,,,,,,,,
2022,1970,HOU,TMLB,0332,0,HOU,"Texans, Houston",houstontexans,,,,,,,,,,,,,,,,
2022,1970,BUF,TMDB,0351,0,BUF,"Bills, Buffalo",buffalobills,,,,,,,,,,,,,,,,
2022,1970,IND,TMDB,0352,0,IND,"Colts, Indianapolis",nflcolts,,,,,,,,,,,,,,,,
2022,1970,MIA,TMDB,0353,0,MIA,"Dolphins, Miami",MiamiDolphins,,,,,,,,,,,,,,,,
2022,1970,NEP,TMDB,0354,0,NEP,"Patriots, New England",patriots,,,,,,,,,,,,,,,,
2022,1970,NYJ,TMDB,0355,0,NYJ,"Jets, New York",nyjets,,,,,,,,,,,,,,,,
2022,1970,CIN,TMDB,0356,0,CIN,"Bengals, Cincinnati",Bengals,,,,,,,,,,,,,,,,
2022,1970,CLE,TMDB,0357,0,CLE,"Browns, Cleveland",OfficialBrowns,,,,,,,,,,,,,,,,
2022,1970,TEN,TMDB,0358,0,TEN,"Titans, Tennessee",tennesseetitans,,,,,,,,,,,,,,,,
2022,1970,JAC,TMDB,0359,0,JAC,"Jaguars, Jacksonville",jaguarsinsider,,,,,,,,,,,,,,,,
2022,1970,PIT,TMDB,0360,0,PIT,"Steelers, Pittsburgh",steelers,,,,,,,,,,,,,,,,
2022,1970,DEN,TMDB,0361,0,DEN,"Broncos, Denver",DenverBroncos,,,,,,,,,,,,,,,,
2022,1970,KCC,TMDB,0362,0,KCC,"Chiefs, Kansas City",kcchiefs,,,,,,,,,,,,,,,,
2022,1970,LVR,TMDB,0363,0,OAK,"Raiders, Las Vegas",raiders,,,,,,,,,,,,,,,,
2022,1970,LAC,TMDB,0364,0,FA,"Chargers, Los Angeles",chargers,,,,,,,,,,,,,,,,
2022,1970,SEA,TMDB,0365,0,SEA,"Seahawks, Seattle",seahawks,,,,,,,,,,,,,,,,
2022,1970,DAL,TMDB,0366,0,DAL,"Cowboys, Dallas",dallascowboys,,,,,,,,,,,,,,,,
2022,1970,NYG,TMDB,0367,0,NYG,"Giants, New York",giants,,,,,,,,,,,,,,,,
2022,1970,PHI,TMDB,0368,0,PHI,"Eagles, Philadelphia",Eagles,,,,,,,,,,,,,,,,
2022,1970,ARI,TMDB,0369,0,ARI,"Cardinals, Arizona",AZCardinals,,,,,,,,,,,,,,,,
2022,1970,WAS,TMDB,0370,0,WAS,"Commanders, Washington",Redskins,,,,,,,,,,,,,,,,
2022,1970,CHI,TMDB,0371,0,CHI,"Bears, Chicago",ChicagoBears,,,,,,,,,,,,,,,,
2022,1970,DET,TMDB,0372,0,DET,"Lions, Detroit",detroitlionsnfl,,,,,,,,,,,,,,,,
2022,1970,GBP,TMDB,0373,0,GBP,"Packers, Green Bay",packers,,,,,,,,,,,,,,,,
2022,1970,MIN,TMDB,0374,0,MIN,"Vikings, Minnesota",Vikings,,,,,,,,,,,,,,,,
2022,1970,TBB,TMDB,0375,0,TBB,"Buccaneers, Tampa Bay",TBBuccaneers,,,,,,,,,,,,,,,,
2022,1970,ATL,TMDB,0376,0,ATL,"Falcons, Atlanta",AtlantaFalcons,,,,,,,,,,,,,,,,
2022,1970,CAR,TMDB,0377,0,CAR,"Panthers, Carolina",Panthers,,,,,,,,,,,,,,,,
2022,1970,LAR,TMDB,0378,0,FA,"Rams, Los Angeles",STLouisRams,,,,,,,,,,,,,,,,
2022,1970,NOS,TMDB,0379,0,NOS,"Saints, New Orleans",saints,,,,,,,,,,,,,,,,
2022,1970,SFO,TMDB,0380,0,SFO,"49ers, San Francisco",49ers,,,,,,,,,,,,,,,,
2022,1970,BAL,TMDB,0381,0,BAL,"Ravens, Baltimore",ravens,,,,,,,,,,,,,,,,
2022,1970,HOU,TMDB,0382,0,HOU,"Texans, Houston",houstontexans,,,,,,,,,,,,,,,,
2022,1970,BUF,TMTE,0401,0,BUF,"Bills, Buffalo",buffalobills,,,,,,,,,,,,,,,,
2022,1970,IND,TMTE,0402,0,IND,"Colts, Indianapolis",nflcolts,,,,,,,,,,,,,,,,
2022,1970,MIA,TMTE,0403,0,MIA,"Dolphins, Miami",MiamiDolphins,,,,,,,,,,,,,,,,
2022,1970,NEP,TMTE,0404,0,NEP,"Patriots, New England",patriots,,,,,,,,,,,,,,,,
2022,1970,NYJ,TMTE,0405,0,NYJ,"Jets, New York",nyjets,,,,,,,,,,,,,,,,
2022,1970,CIN,TMTE,0406,0,CIN,"Bengals, Cincinnati",Bengals,,,,,,,,,,,,,,,,
2022,1970,CLE,TMTE,0407,0,CLE,"Browns, Cleveland",OfficialBrowns,,,,,,,,,,,,,,,,
2022,1970,TEN,TMTE,0408,0,TEN,"Titans, Tennessee",tennesseetitans,,,,,,,,,,,,,,,,
2022,1970,JAC,TMTE,0409,0,JAC,"Jaguars, Jacksonville",jaguarsinsider,,,,,,,,,,,,,,,,
2022,1970,PIT,TMTE,0410,0,PIT,"Steelers, Pittsburgh",steelers,,,,,,,,,,,,,,,,
2022,1970,DEN,TMTE,0411,0,DEN,"Broncos, Denver",DenverBroncos,,,,,,,,,,,,,,,,
2022,1970,KCC,TMTE,0412,0,KCC,"Chiefs, Kansas City",kcchiefs,,,,,,,,,,,,,,,,
2022,1970,LVR,TMTE,0413,0,OAK,"Raiders, Las Vegas",raiders,,,,,,,,,,,,,,,,
2022,1970,LAC,TMTE,0414,0,FA,"Chargers, Los Angeles",chargers,,,,,,,,,,,,,,,,
2022,1970,SEA,TMTE,0415,0,SEA,"Seahawks, Seattle",seahawks,,,,,,,,,,,,,,,,
2022,1970,DAL,TMTE,0416,0,DAL,"Cowboys, Dallas",dallascowboys,,,,,,,,,,,,,,,,
2022,1970,NYG,TMTE,0417,0,NYG,"Giants, New York",giants,,,,,,,,,,,,,,,,
2022,1970,PHI,TMTE,0418,0,PHI,"Eagles, Philadelphia",Eagles,,,,,,,,,,,,,,,,
2022,1970,ARI,TMTE,0419,0,ARI,"Cardinals, Arizona",AZCardinals,,,,,,,,,,,,,,,,
2022,1970,WAS,TMTE,0420,0,WAS,"Commanders, Washington",Redskins,,,,,,,,,,,,,,,,
2022,1970,CHI,TMTE,0421,0,CHI,"Bears, Chicago",ChicagoBears,,,,,,,,,,,,,,,,
2022,1970,DET,TMTE,0422,0,DET,"Lions, Detroit",detroitlionsnfl,,,,,,,,,,,,,,,,
2022,1970,GBP,TMTE,0423,0,GBP,"Packers, Green Bay",packers,,,,,,,,,,,,,,,,
2022,1970,MIN,TMTE,0424,0,MIN,"Vikings, Minnesota",Vikings,,,,,,,,,,,,,,,,
2022,1970,TBB,TMTE,0425,0,TBB,"Buccaneers, Tampa Bay",TBBuccaneers,,,,,,,,,,,,,,,,
2022,1970,ATL,TMTE,0426,0,ATL,"Falcons, Atlanta",AtlantaFalcons,,,,,,,,,,,,,,,,
2022,1970,CAR,TMTE,0427,0,CAR,"Panthers, Carolina",Panthers,,,,,,,,,,,,,,,,
2022,1970,LAR,TMTE,0428,0,FA,"Rams, Los Angeles",STLouisRams,,,,,,,,,,,,,,,,
2022,1970,NOS,TMTE,0429,0,NOS,"Saints, New Orleans",saints,,,,,,,,,,,,,,,,
2022,1970,SFO,TMTE,0430,0,SFO,"49ers, San Francisco",49ers,,,,,,,,,,,,,,,,
2022,1970,BAL,TMTE,0431,0,BAL,"Ravens, Baltimore",ravens,,,,,,,,,,,,,,,,
2022,1970,HOU,TMTE,0432,0,HOU,"Texans, Houston",houstontexans,,,,,,,,,,,,,,,,
2022,1970,BUF,Def,0501,0,BUF,"Bills, Buffalo",buffalobills,409,2331,2,,,,,,,,,,,,,
2022,1970,IND,Def,0502,0,IND,"Colts, Indianapolis",nflcolts,402,2341,11,,,,,,,,,,,,,
2022,1970,MIA,Def,0503,0,MIA,"Dolphins, Miami",MiamiDolphins,404,2344,15,,,,,,,,,,,,,
2022,1970,NEP,Def,0504,0,NEP,"Patriots, New England",patriots,406,2346,17,,,,,,,,,,,,,
2022,1970,NYJ,Def,0505,0,NYJ,"Jets, New York",nyjets,410,2349,20,,,,,,,,,,,,,
2022,1970,CIN,Def,0506,0,CIN,"Bengals, Cincinnati",Bengals,426,2334,4,,,,,,,,,,,,,
2022,1970,CLE,Def,0507,0,CLE,"Browns, Cleveland",OfficialBrowns,419,2335,5,,,,,,,,,,,,,
2022,1970,TEN,Def,0508,0,TEN,"Titans, Tennessee",tennesseetitans,431,2358,10,,,,,,,,,,,,,
2022,1970,JAC,Def,0509,0,JAC,"Jaguars, Jacksonville",jaguarsinsider,422,2342,30,,,,,,,,,,,,,
2022,1970,PIT,Def,0510,0,PIT,"Steelers, Pittsburgh",steelers,413,2352,23,,,,,,,,,,,,,
2022,1970,DEN,Def,0511,0,DEN,"Broncos, Denver",DenverBroncos,428,2337,7,,,,,,,,,,,,,
2022,1970,KCC,Def,0512,0,KCC,"Chiefs, Kansas City",kcchiefs,403,2343,12,,,,,,,,,,,,,
2022,1970,LVR,Def,0513,0,OAK,"Raiders, Las Vegas",raiders,424,2350,13,,,,,,,,,,,,,
2022,1970,LAC,Def,0514,0,FA,"Chargers, Los Angeles",chargers,414,,24,,,,,,,,,,,,,
2022,1970,SEA,Def,0515,0,SEA,"Seahawks, Seattle",seahawks,416,2354,26,,,,,,,,,,,,,
2022,1970,DAL,Def,0516,0,DAL,"Cowboys, Dallas",dallascowboys,427,2336,6,,,,,,,,,,,,,
2022,1970,NYG,Def,0517,0,NYG,"Giants, New York",giants,408,2348,19,,,,,,,,,,,,,
2022,1970,PHI,Def,0518,0,PHI,"Eagles, Philadelphia",Eagles,411,2351,21,,,,,,,,,,,,,
2022,1970,ARI,Def,0519,0,ARI,"Cardinals, Arizona",AZCardinals,412,2328,22,,,,,,,,,,,,,
2022,1970,WAS,Def,0520,0,WAS,"Commanders, Washington",Redskins,418,,28,,,,,,,,,,,,,
2022,1970,CHI,Def,0521,0,CHI,"Bears, Chicago",ChicagoBears,421,2333,3,,,,,,,,,,,,,
2022,1970,DET,Def,0522,0,DET,"Lions, Detroit",detroitlionsnfl,429,2338,8,,,,,,,,,,,,,
2022,1970,GBP,Def,0523,0,GBP,"Packers, Green Bay",packers,430,2339,9,,,,,,,,,,,,,
2022,1970,MIN,Def,0524,0,MIN,"Vikings, Minnesota",Vikings,405,2345,16,,,,,,,,,,,,,
2022,1970,TBB,Def,0525,0,TBB,"Buccaneers, Tampa Bay",TBBuccaneers,417,2357,27,,,,,,,,,,,,,
2022,1970,ATL,Def,0526,0,ATL,"Falcons, Atlanta",AtlantaFalcons,401,2329,1,,,,,,,,,,,,,
2022,1970,CAR,Def,0527,0,CAR,"Panthers, Carolina",Panthers,420,2332,29,,,,,,,,,,,,,
2022,1970,LAR,Def,0528,0,FA,"Rams, Los Angeles",STLouisRams,423,,14,,,,,,,,,,,,,
2022,1970,NOS,Def,0529,0,NOS,"Saints, New Orleans",saints,407,2347,18,,,,,,,,,,,,,
2022,1970,SFO,Def,0530,0,SFO,"49ers, San Francisco",49ers,415,,25,,,,,,,,,,,,,
2022,1970,BAL,Def,0531,0,BAL,"Ravens, Baltimore",ravens,425,2330,33,,,,,,,,,,,,,
2022,1970,HOU,Def,0532,0,HOU,"Texans, Houston",houstontexans,432,2340,34,,,,,,,,,,,,,
2022,1970,BUF,ST,0551,0,BUF,"Bills, Buffalo",buffalobills,309,,,,,,,,,,,,,,,
2022,1970,IND,ST,0552,0,IND,"Colts, Indianapolis",nflcolts,302,,,,,,,,,,,,,,,
2022,1970,MIA,ST,0553,0,MIA,"Dolphins, Miami",MiamiDolphins,304,,,,,,,,,,,,,,,
2022,1970,NEP,ST,0554,0,NEP,"Patriots, New England",patriots,306,,,,,,,,,,,,,,,
2022,1970,NYJ,ST,0555,0,NYJ,"Jets, New York",nyjets,310,,,,,,,,,,,,,,,
2022,1970,CIN,ST,0556,0,CIN,"Bengals, Cincinnati",Bengals,326,,,,,,,,,,,,,,,
2022,1970,CLE,ST,0557,0,CLE,"Browns, Cleveland",OfficialBrowns,319,,,,,,,,,,,,,,,
2022,1970,TEN,ST,0558,0,TEN,"Titans, Tennessee",tennesseetitans,331,,,,,,,,,,,,,,,
2022,1970,JAC,ST,0559,0,JAC,"Jaguars, Jacksonville",jaguarsinsider,322,,,,,,,,,,,,,,,
2022,1970,PIT,ST,0560,0,PIT,"Steelers, Pittsburgh",steelers,313,,,,,,,,,,,,,,,
2022,1970,DEN,ST,0561,0,DEN,"Broncos, Denver",DenverBroncos,328,,,,,,,,,,,,,,,
2022,1970,KCC,ST,0562,0,KCC,"Chiefs, Kansas City",kcchiefs,303,,,,,,,,,,,,,,,
2022,1970,LVR,ST,0563,0,OAK,"Raiders, Las Vegas",raiders,324,,,,,,,,,,,,,,,
2022,1970,LAC,ST,0564,0,FA,"Chargers, Los Angeles",chargers,314,,,,,,,,,,,,,,,
2022,1970,SEA,ST,0565,0,SEA,"Seahawks, Seattle",seahawks,316,,,,,,,,,,,,,,,
2022,1970,DAL,ST,0566,0,DAL,"Cowboys, Dallas",dallascowboys,327,,,,,,,,,,,,,,,
2022,1970,NYG,ST,0567,0,NYG,"Giants, New York",giants,308,,,,,,,,,,,,,,,
2022,1970,PHI,ST,0568,0,PHI,"Eagles, Philadelphia",Eagles,311,,,,,,,,,,,,,,,
2022,1970,ARI,ST,0569,0,ARI,"Cardinals, Arizona",AZCardinals,312,,,,,,,,,,,,,,,
2022,1970,WAS,ST,0570,0,WAS,"Commanders, Washington",Redskins,318,,,,,,,,,,,,,,,
