year,team,position,id,name,draft_team,draft_year,stats_global_id,twitter_username,stats_id,cbs_id,fleaflicker_id,height,jersey,rotowire_id,sportsdata_id,draft_pick,weight,draft_round,college,rotoworld_id,birthdate,espn_id,nfl_id,status
2024,WAS,TMRB,0220,"Commanders, Washington",WAS,1970,0,,,,,,,,,,,,,,,,,
2024,CHI,TMRB,0221,"Bears, Chicago",CHI,1970,0,,,,,,,,,,,,,,,,,
2024,DET,TMRB,0222,"Lions, Detroit",DET,1970,0,,,,,,,,,,,,,,,,,
2024,GBP,TMRB,0223,"Packers, Green Bay",GBP,1970,0,,,,,,,,,,,,,,,,,
2024,MIN,TMRB,0224,"Vikings, Minnesota",MIN,1970,0,,,,,,,,,,,,,,,,,
2024,TBB,TMRB,0225,"Buccaneers, Tampa Bay",TBB,1970,0,,,,,,,,,,,,,,,,,
2024,ATL,TMRB,0226,"Falcons, Atlanta",ATL,1970,0,,,,,,,,,,,,,,,,,
2024,CAR,TMRB,0227,"Panthers, Carolina",CAR,1970,0,,,,,,,,,,,,,,,,,
2024,LAR,TMRB,0228,"Rams, Los Angeles",FA,1970,0,,,,,,,,,,,,,,,,,
2024,NOS,TMRB,0229,"Saints, New Orleans",NOS,1970,0,,,,,,,,,,,,,,,,,
2024,SFO,TMRB,0230,"49ers, San Francisco",SFO,1970,0,,,,,,,,,,,,,,,,,
2024,BAL,TMRB,0231,"Ravens, Baltimore",BAL,1970,0,,,,,,,,,,,,,,,,,
2024,HOU,TMRB,0232,"Texans, Houston",HOU,1970,0,,,,,,,,,,,,,,,,,
2024,BUF,TMDL,0251,"Bills, Buffalo",BUF,1970,0,buffalobills,,,,,,,,,,,,,,,,
2024,IND,TMDL,0252,"Colts, Indianapolis",IND,1970,0,nflcolts,,,,,,,,,,,,,,,,
2024,MIA,TMDL,0253,"Dolphins, Miami",MIA,1970,0,MiamiDolphins,,,,,,,,,,,,,,,,
2024,NEP,TMDL,0254,"Patriots, New England",NEP,1970,0,patriots,,,,,,,,,,,,,,,,
2024,NYJ,TMDL,0255,"Jets, New York",NYJ,1970,0,nyjets,,,,,,,,,,,,,,,,
2024,CIN,TMDL,0256,"Bengals, Cincinnati",CIN,1970,0,Bengals,,,,,,,,,,,,,,,,
2024,CLE,TMDL,0257,"Browns, Cleveland",CLE,1970,0,OfficialBrowns,,,,,,,,,,,,,,,,
2024,TEN,TMDL,0258,"Titans, Tennessee",TEN,1970,0,tennesseetitans,,,,,,,,,,,,,,,,
2024,JAC,TMDL,0259,"Jaguars, Jacksonville",JAC,1970,0,jaguarsinsider,,,,,,,,,,,,,,,,
2024,PIT,TMDL,0260,"Steelers, Pittsburgh",PIT,1970,0,steelers,,,,,,,,,,,,,,,,
2024,DEN,TMDL,0261,"Broncos, Denver",DEN,1970,0,DenverBroncos,,,,,,,,,,,,,,,,
2024,KCC,TMDL,0262,"Chiefs, Kansas City",KCC,1970,0,kcchiefs,,,,,,,,,,,,,,,,
2024,LVR,TMDL,0263,"Raiders, Las Vegas",OAK,1970,0,raiders,,,,,,,,,,,,,,,,
2024,LAC,TMDL,0264,"Chargers, Los Angeles",FA,1970,0,chargers,,,,,,,,,,,,,,,,
2024,SEA,TMDL,0265,"Seahawks, Seattle",SEA,1970,0,seahawks,,,,,,,,,,,,,,,,
2024,DAL,TMDL,0266,"Cowboys, Dallas",DAL,1970,0,dallascowboys,,,,,,,,,,,,,,,,
2024,NYG,TMDL,0267,"Giants, New York",NYG,1970,0,giants,,,,,,,,,,,,,,,,
2024,PHI,TMDL,0268,"Eagles, Philadelphia",PHI,1970,0,Eagles,,,,,,,,,,,,,,,,
2024,ARI,TMDL,0269,"Cardinals, Arizona",ARI,1970,0,AZCardinals,,,,,,,,,,,,,,,,
2024,WAS,TMDL,0270,"Commanders, Washington",WAS,1970,0,Redskins,,,,,,,,,,,,,,,,
2024,CHI,TMDL,0271,"Bears, Chicago",CHI,1970,0,ChicagoBears,,,,,,,,,,,,,,,,
2024,DET,TMDL,0272,"Lions, Detroit",DET,1970,0,detroitlionsnfl,,,,,,,,,,,,,,,,
2024,GBP,TMDL,0273,"Packers, Green Bay",GBP,1970,0,packers,,,,,,,,,,,,,,,,
2024,MIN,TMDL,0274,"Vikings, Minnesota",MIN,1970,0,Vikings,,,,,,,,,,,,,,,,
2024,TBB,TMDL,0275,"Buccaneers, Tampa Bay",TBB,1970,0,TBBuccaneers,,,,,,,,,,,,,,,,
2024,ATL,TMDL,0276,"Falcons, Atlanta",ATL,1970,0,AtlantaFalcons,,,,,,,,,,,,,,,,
2024,CAR,TMDL,0277,"Panthers, Carolina",CAR,1970,0,Panthers,,,,,,,,,,,,,,,,
2024,LAR,TMDL,0278,"Rams, Los Angeles",FA,1970,0,STLouisRams,,,,,,,,,,,,,,,,
2024,NOS,TMDL,0279,"Saints, New Orleans",NOS,1970,0,saints,,,,,,,,,,,,,,,,
2024,SFO,TMDL,0280,"49ers, San Francisco",SFO,1970,0,49ers,,,,,,,,,,,,,,,,
2024,BAL,TMDL,0281,"Ravens, Baltimore",BAL,1970,0,ravens,,,,,,,,,,,,,,,,
2024,HOU,TMDL,0282,"Texans, Houston",HOU,1970,0,houstontexans,,,,,,,,,,,,,,,,
2024,BUF,TMLB,0301,"Bills, Buffalo",BUF,1970,0,buffalobills,,,,,,,,,,,,,,,,
2024,IND,TMLB,0302,"Colts, Indianapolis",IND,1970,0,nflcolts,,,,,,,,,,,,,,,,
2024,MIA,TMLB,0303,"Dolphins, Miami",MIA,1970,0,MiamiDolphins,,,,,,,,,,,,,,,,
2024,NEP,TMLB,0304,"Patriots, New England",NEP,1970,0,patriots,,,,,,,,,,,,,,,,
2024,NYJ,TMLB,0305,"Jets, New York",NYJ,1970,0,nyjets,,,,,,,,,,,,,,,,
2024,CIN,TMLB,0306,"Bengals, Cincinnati",CIN,1970,0,Bengals,,,,,,,,,,,,,,,,
2024,CLE,TMLB,0307,"Browns, Cleveland",CLE,1970,0,OfficialBrowns,,,,,,,,,,,,,,,,
2024,TEN,TMLB,0308,"Titans, Tennessee",TEN,1970,0,tennesseetitans,,,,,,,,,,,,,,,,
2024,JAC,TMLB,0309,"Jaguars, Jacksonville",JAC,1970,0,jaguarsinsider,,,,,,,,,,,,,,,,
2024,PIT,TMLB,0310,"Steelers, Pittsburgh",PIT,1970,0,steelers,,,,,,,,,,,,,,,,
2024,DEN,TMLB,0311,"Broncos, Denver",DEN,1970,0,DenverBroncos,,,,,,,,,,,,,,,,
2024,KCC,TMLB,0312,"Chiefs, Kansas City",KCC,1970,0,kcchiefs,,,,,,,,,,,,,,,,
2024,LVR,TMLB,0313,"Raiders, Las Vegas",OAK,1970,0,raiders,,,,,,,,,,,,,,,,
2024,LAC,TMLB,0314,"Chargers, Los Angeles",FA,1970,0,chargers,,,,,,,,,,,,,,,,
2024,SEA,TMLB,0315,"Seahawks, Seattle",SEA,1970,0,seahawks,,,,,,,,,,,,,,,,
2024,DAL,TMLB,0316,"Cowboys, Dallas",DAL,1970,0,dallascowboys,,,,,,,,,,,,,,,,
2024,NYG,TMLB,0317,"Giants, New York",NYG,1970,0,giants,,,,,,,,,,,,,,,,
2024,PHI,TMLB,0318,"Eagles, Philadelphia",PHI,1970,0,Eagles,,,,,,,,,,,,,,,,
2024,ARI,TMLB,0319,"Cardinals, Arizona",ARI,1970,0,AZCardinals,,,,,,,,,,,,,,,,
2024,WAS,TMLB,0320,"Commanders, Washington",WAS,1970,0,Redskins,,,,,,,,,,,,,,,,
2024,CHI,TMLB,0321,"Bears, Chicago",CHI,1970,0,ChicagoBears,,,,,,,,,,,,,,,,
2024,DET,TMLB,0322,"Lions, Detroit",DET,1970,0,detroitlionsnfl,,,,,,,,,,,,,,,,
2024,GBP,TMLB,0323,"Packers, Green Bay",GBP,1970,0,packers,,,,,,,,,,,,,,,,
2024,MIN,TMLB,0324,"Vikings, Minnesota",MIN,1970,0,Vikings,,,,,,,,,,,,,,,,
2024,TBB,TMLB,0325,"Buccaneers, Tampa Bay",TBB,1970,0,TBBuccaneers,,,,,,,,,,,,,,,,
2024,ATL,TMLB,0326,"Falcons, Atlanta",ATL,1970,0,AtlantaFalcons,,,,,,,,,,,,,,,,
2024,CAR,TMLB,0327,"Panthers, Carolina",CAR,1970,0,Panthers,,,,,,,,,,,,,,,,
2024,LAR,TMLB,0328,"Rams, Los Angeles",FA,1970,0,STLouisRams,,,,,,,,,,,,,,,,
2024,NOS,TMLB,0329,"Saints, New Orleans",NOS,1970,0,saints,,,,,,,,,,,,,,,,
2024,SFO,TMLB,0330,"49ers, San Francisco",SFO,1970,0,49ers,,,,,,,,,,,,,,,,
2024,BAL,TMLB,0331,"Ravens, Baltimore",BAL,1970,0,ravens,,,,,,,,,,,,,,,,
2024,HOU,TMLB,0332,"Texans, Houston",HOU,1970,0,houstontexans,,,,,,,,,,,,,,,,
2024,BUF,TMDB,0351,"Bills, Buffalo",BUF,1970,0,buffalobills,,,,,,,,,,,,,,,,
2024,IND,TMDB,0352,"Colts, Indianapolis",IND,1970,0,nflcolts,,,,,,,,,,,,,,,,
2024,MIA,TMDB,0353,"Dolphins, Miami",MIA,1970,0,MiamiDolphins,,,,,,,,,,,,,,,,
2024,NEP,TMDB,0354,"Patriots, New England",NEP,1970,0,patriots,,,,,,,,,,,,,,,,
2024,NYJ,TMDB,0355,"Jets, New York",NYJ,1970,0,nyjets,,,,,,,,,,,,,,,,
2024,CIN,TMDB,0356,"Bengals, Cincinnati",CIN,1970,0,Bengals,,,,,,,,,,,,,,,,
2024,CLE,TMDB,0357,"Browns, Cleveland",CLE,1970,0,OfficialBrowns,,,,,,,,,,,,,,,,
2024,TEN,TMDB,0358,"Titans, Tennessee",TEN,1970,0,tennesseetitans,,,,,,,,,,,,,,,,
2024,JAC,TMDB,0359,"Jaguars, Jacksonville",JAC,1970,0,jaguarsinsider,,,,,,,,,,,,,,,,
2024,PIT,TMDB,0360,"Steelers, Pittsburgh",PIT,1970,0,steelers,,,,,,,,,,,,,,,,
2024,DEN,TMDB,0361,"Broncos, Denver",DEN,1970,0,DenverBroncos,,,,,,,,,,,,,,,,
2024,KCC,TMDB,0362,"Chiefs, Kansas City",KCC,1970,0,kcchiefs,,,,,,,,,,,,,,,,
2024,LVR,TMDB,0363,"Raiders, Las Vegas",OAK,1970,0,raiders,,,,,,,,,,,,,,,,
2024,LAC,TMDB,0364,"Chargers, Los Angeles",FA,1970,0,chargers,,,,,,,,,,,,,,,,
2024,SEA,TMDB,0365,"Seahawks, Seattle",SEA,1970,0,seahawks,,,,,,,,,,,,,,,,
2024,DAL,TMDB,0366,"Cowboys, Dallas",DAL,1970,0,dallascowboys,,,,,,,,,,,,,,,,
2024,NYG,TMDB,0367,"Giants, New York",NYG,1970,0,giants,,,,,,,,,,,,,,,,
2024,PHI,TMDB,0368,"Eagles, Philadelphia",PHI,1970,0,Eagles,,,,,,,,,,,,,,,,
2024,ARI,TMDB,0369,"Cardinals, Arizona",ARI,1970,0,AZCardinals,,,,,,,,,,,,,,,,
2024,WAS,TMDB,0370,"Commanders, Washington",WAS,1970,0,Redskins,,,,,,,,,,,,,,,,
2024,CHI,TMDB,0371,"Bears, Chicago",CHI,1970,0,ChicagoBears,,,,,,,,,,,,,,,,
2024,DET,TMDB,0372,"Lions, Detroit",DET,1970,0,detroitlionsnfl,,,,,,,,,,,,,,,,
2024,GBP,TMDB,0373,"Packers, Green Bay",GBP,1970,0,packers,,,,,,,,,,,,,,,,
2024,MIN,TMDB,0374,"Vikings, Minnesota",MIN,1970,0,Vikings,,,,,,,,,,,,,,,,
2024,TBB,TMDB,0375,"Buccaneers, Tampa Bay",TBB,1970,0,TBBuccaneers,,,,,,,,,,,,,,,,
2024,ATL,TMDB,0376,"Falcons, Atlanta",ATL,1970,0,AtlantaFalcons,,,,,,,,,,,,,,,,
2024,CAR,TMDB,0377,"Panthers, Carolina",CAR,1970,0,Panthers,,,,,,,,,,,,,,,,
2024,LAR,TMDB,0378,"Rams, Los Angeles",FA,1970,0,STLouisRams,,,,,,,,,,,,,,,,
2024,NOS,TMDB,0379,"Saints, New Orleans",NOS,1970,0,saints,,,,,,,,,,,,,,,,
2024,SFO,TMDB,0380,"49ers, San Francisco",SFO,1970,0,49ers,,,,,,,,,,,,,,,,
2024,BAL,TMDB,0381,"Ravens, Baltimore",BAL,1970,0,ravens,,,,,,,,,,,,,,,,
2024,HOU,TMDB,0382,"Texans, Houston",HOU,1970,0,houstontexans,,,,,,,,,,,,,,,,
2024,BUF,TMTE,0401,"Bills, Buffalo",BUF,1970,0,buffalobills,,,,,,,,,,,,,,,,
2024,IND,TMTE,0402,"Colts, Indianapolis",IND,1970,0,nflcolts,,,,,,,,,,,,,,,,
2024,MIA,TMTE,0403,"Dolphins, Miami",MIA,1970,0,MiamiDolphins,,,,,,,,,,,,,,,,
2024,NEP,TMTE,0404,"Patriots, New England",NEP,1970,0,patriots,,,,,,,,,,,,,,,,
2024,NYJ,TMTE,0405,"Jets, New York",NYJ,1970,0,nyjets,,,,,,,,,,,,,,,,
2024,CIN,TMTE,0406,"Bengals, Cincinnati",CIN,1970,0,Bengals,,,,,,,,,,,,,,,,
2024,CLE,TMTE,0407,"Browns, Cleveland",CLE,1970,0,OfficialBrowns,,,,,,,,,,,,,,,,
2024,TEN,TMTE,0408,"Titans, Tennessee",TEN,1970,0,tennesseetitans,,,,,,,,,,,,,,,,
2024,JAC,TMTE,0409,"Jaguars, Jacksonville",JAC,1970,0,jaguarsinsider,,,,,,,,,,,,,,,,
2024,PIT,TMTE,0410,"Steelers, Pittsburgh",PIT,1970,0,steelers,,,,,,,,,,,,,,,,
2024,DEN,TMTE,0411,"Broncos, Denver",DEN,1970,0,DenverBroncos,,,,,,,,,,,,,,,,
2024,KCC,TMTE,0412,"Chiefs, Kansas City",KCC,1970,0,kcchiefs,,,,,,,,,,,,,,,,
2024,LVR,TMTE,0413,"Raiders, Las Vegas",OAK,1970,0,raiders,,,,,,,,,,,,,,,,
2024,LAC,TMTE,0414,"Chargers, Los Angeles",FA,1970,0,chargers,,,,,,,,,,,,,,,,
2024,SEA,TMTE,0415,"Seahawks, Seattle",SEA,1970,0,seahawks,,,,,,,,,,,,,,,,
2024,DAL,TMTE,0416,"Cowboys, Dallas",DAL,1970,0,dallascowboys,,,,,,,,,,,,,,,,
2024,NYG,TMTE,0417,"Giants, New York",NYG,1970,0,giants,,,,,,,,,,,,,,,,
2024,PHI,TMTE,0418,"Eagles, Philadelphia",PHI,1970,0,Eagles,,,,,,,,,,,,,,,,
2024,ARI,TMTE,0419,"Cardinals, Arizona",ARI,1970,0,AZCardinals,,,,,,,,,,,,,,,,
2024,WAS,TMTE,0420,"Commanders, Washington",WAS,1970,0,Redskins,,,,,,,,,,,,,,,,
2024,CHI,TMTE,0421,"Bears, Chicago",CHI,1970,0,ChicagoBears,,,,,,,,,,,,,,,,
2024,DET,TMTE,0422,"Lions, Detroit",DET,1970,0,detroitlionsnfl,,,,,,,,,,,,,,,,
2024,GBP,TMTE,0423,"Packers, Green Bay",GBP,1970,0,packers,,,,,,,,,,,,,,,,
2024,MIN,TMTE,0424,"Vikings, Minnesota",MIN,1970,0,Vikings,,,,,,,,,,,,,,,,
2024,TBB,TMTE,0425,"Buccaneers, Tampa Bay",TBB,1970,0,TBBuccaneers,,,,,,,,,,,,,,,,
2024,ATL,TMTE,0426,"Falcons, Atlanta",ATL,1970,0,AtlantaFalcons,,,,,,,,,,,,,,,,
2024,CAR,TMTE,0427,"Panthers, Carolina",CAR,1970,0,Panthers,,,,,,,,,,,,,,,,
2024,LAR,TMTE,0428,"Rams, Los Angeles",FA,1970,0,STLouisRams,,,,,,,,,,,,,,,,
2024,NOS,TMTE,0429,"Saints, New Orleans",NOS,1970,0,saints,,,,,,,,,,,,,,,,
2024,SFO,TMTE,0430,"49ers, San Francisco",SFO,1970,0,49ers,,,,,,,,,,,,,,,,
2024,BAL,TMTE,0431,"Ravens, Baltimore",BAL,1970,0,ravens,,,,,,,,,,,,,,,,
2024,HOU,TMTE,0432,"Texans, Houston",HOU,1970,0,houstontexans,,,,,,,,,,,,,,,,
2024,BUF,Def,0501,"Bills, Buffalo",BUF,1970,0,buffalobills,2,409,2331,,,,,,,,,,,,,
2024,IND,Def,0502,"Colts, Indianapolis",IND,1970,0,nflcolts,11,402,2341,,,,,,,,,,,,,
2024,MIA,Def,0503,"Dolphins, Miami",MIA,1970,0,MiamiDolphins,15,404,2344,,,,,,,,,,,,,
2024,NEP,Def,0504,"Patriots, New England",NEP,1970,0,patriots,17,406,2346,,,,,,,,,,,,,
2024,NYJ,Def,0505,"Jets, New York",NYJ,1970,0,nyjets,20,410,2349,,,,,,,,,,,,,
2024,CIN,Def,0506,"Bengals, Cincinnati",CIN,1970,0,Bengals,4,426,2334,,,,,,,,,,,,,
2024,CLE,Def,0507,"Browns, Cleveland",CLE,1970,0,OfficialBrowns,5,419,2335,,,,,,,,,,,,,
2024,TEN,Def,0508,"Titans, Tennessee",TEN,1970,0,tennesseetitans,10,431,2358,,,,,,,,,,,,,
2024,JAC,Def,0509,"Jaguars, Jacksonville",JAC,1970,0,jaguarsinsider,30,422,2342,,,,,,,,,,,,,
2024,PIT,Def,0510,"Steelers, Pittsburgh",PIT,1970,0,steelers,23,413,2352,,,,,,,,,,,,,
2024,DEN,Def,0511,"Broncos, Denver",DEN,1970,0,DenverBroncos,7,428,2337,,,,,,,,,,,,,
2024,KCC,Def,0512,"Chiefs, Kansas City",KCC,1970,0,kcchiefs,12,403,2343,,,,,,,,,,,,,
2024,LVR,Def,0513,"Raiders, Las Vegas",OAK,1970,0,raiders,13,424,2350,,,,,,,,,,,,,
2024,LAC,Def,0514,"Chargers, Los Angeles",FA,1970,0,chargers,24,414,,,,,,,,,,,,,,
2024,SEA,Def,0515,"Seahawks, Seattle",SEA,1970,0,seahawks,26,416,2354,,,,,,,,,,,,,
2024,DAL,Def,0516,"Cowboys, Dallas",DAL,1970,0,dallascowboys,6,427,2336,,,,,,,,,,,,,
2024,NYG,Def,0517,"Giants, New York",NYG,1970,0,giants,19,408,2348,,,,,,,,,,,,,
2024,PHI,Def,0518,"Eagles, Philadelphia",PHI,1970,0,Eagles,21,411,2351,,,,,,,,,,,,,
2024,ARI,Def,0519,"Cardinals, Arizona",ARI,1970,0,AZCardinals,22,412,2328,,,,,,,,,,,,,
2024,WAS,Def,0520,"Commanders, Washington",WAS,1970,0,Redskins,28,418,,,,,,,,,,,,,,
2024,CHI,Def,0521,"Bears, Chicago",CHI,1970,0,ChicagoBears,3,421,2333,,,,,,,,,,,,,
2024,DET,Def,0522,"Lions, Detroit",DET,1970,0,detroitlionsnfl,8,429,2338,,,,,,,,,,,,,
2024,GBP,Def,0523,"Packers, Green Bay",GBP,1970,0,packers,9,430,2339,,,,,,,,,,,,,
2024,MIN,Def,0524,"Vikings, Minnesota",MIN,1970,0,Vikings,16,405,2345,,,,,,,,,,,,,
2024,TBB,Def,0525,"Buccaneers, Tampa Bay",TBB,1970,0,TBBuccaneers,27,417,2357,,,,,,,,,,,,,
2024,ATL,Def,0526,"Falcons, Atlanta",ATL,1970,0,AtlantaFalcons,1,401,2329,,,,,,,,,,,,,
2024,CAR,Def,0527,"Panthers, Carolina",CAR,1970,0,Panthers,29,420,2332,,,,,,,,,,,,,
2024,LAR,Def,0528,"Rams, Los Angeles",FA,1970,0,STLouisRams,14,423,,,,,,,,,,,,,,
2024,NOS,Def,0529,"Saints, New Orleans",NOS,1970,0,saints,18,407,2347,,,,,,,,,,,,,
2024,SFO,Def,0530,"49ers, San Francisco",SFO,1970,0,49ers,25,415,,,,,,,,,,,,,,
2024,BAL,Def,0531,"Ravens, Baltimore",BAL,1970,0,ravens,33,425,2330,,,,,,,,,,,,,
2024,HOU,Def,0532,"Texans, Houston",HOU,1970,0,houstontexans,34,432,2340,,,,,,,,,,,,,
2024,BUF,ST,0551,"Bills, Buffalo",BUF,1970,0,buffalobills,,309,,,,,,,,,,,,,,
2024,IND,ST,0552,"Colts, Indianapolis",IND,1970,0,nflcolts,,302,,,,,,,,,,,,,,
2024,MIA,ST,0553,"Dolphins, Miami",MIA,1970,0,MiamiDolphins,,304,,,,,,,,,,,,,,
2024,NEP,ST,0554,"Patriots, New England",NEP,1970,0,patriots,,306,,,,,,,,,,,,,,
2024,NYJ,ST,0555,"Jets, New York",NYJ,1970,0,nyjets,,310,,,,,,,,,,,,,,
2024,CIN,ST,0556,"Bengals, Cincinnati",CIN,1970,0,Bengals,,326,,,,,,,,,,,,,,
2024,CLE,ST,0557,"Browns, Cleveland",CLE,1970,0,OfficialBrowns,,319,,,,,,,,,,,,,,
2024,TEN,ST,0558,"Titans, Tennessee",TEN,1970,0,tennesseetitans,,331,,,,,,,,,,,,,,
2024,JAC,ST,0559,"Jaguars, Jacksonville",JAC,1970,0,jaguarsinsider,,322,,,,,,,,,,,,,,
2024,PIT,ST,0560,"Steelers, Pittsburgh",PIT,1970,0,steelers,,313,,,,,,,,,,,,,,
2024,DEN,ST,0561,"Broncos, Denver",DEN,1970,0,DenverBroncos,,328,,,,,,,,,,,,,,
2024,KCC,ST,0562,"Chiefs, Kansas City",KCC,1970,0,kcchiefs,,303,,,,,,,,,,,,,,
2024,LVR,ST,0563,"Raiders, Las Vegas",OAK,1970,0,raiders,,324,,,,,,,,,,,,,,
2024,LAC,ST,0564,"Chargers, Los Angeles",FA,1970,0,chargers,,314,,,,,,,,,,,,,,
2024,SEA,ST,0565,"Seahawks, Seattle",SEA,1970,0,seahawks,,316,,,,,,,,,,,,,,
2024,DAL,ST,0566,"Cowboys, Dallas",DAL,1970,0,dallascowboys,,327,,,,,,,,,,,,,,
2024,NYG,ST,0567,"Giants, New York",NYG,1970,0,giants,,308,,,,,,,,,,,,,,
2024,PHI,ST,0568,"Eagles, Philadelphia",PHI,1970,0,Eagles,,311,,,,,,,,,,,,,,
2024,ARI,ST,0569,"Cardinals, Arizona",ARI,1970,0,AZCardinals,,312,,,,,,,,,,,,,,
2024,WAS,ST,0570,"Commanders, Washington",WAS,1970,0,Redskins,,318,,,,,,,,,,,,,,
