year,draft_team,name,position,id,team,stats_global_id,draft_year,twitter_username,stats_id,cbs_id,fleaflicker_id,status,jersey,college,weight,rotowire_id,sportsdata_id,height,rotoworld_id,draft_round,espn_id,birthdate,nfl_id,draft_pick
2019,DEN,"Broncos, Denver",TMLB,0311,DEN,0,1970,DenverBroncos,,,,,,,,,,,,,,,,
2019,KCC,"Chiefs, Kansas City",TMLB,0312,KCC,0,1970,kcchiefs,,,,,,,,,,,,,,,,
2019,OAK,"Raiders, Oakland",TMLB,0313,OAK,0,1970,raiders,,,,,,,,,,,,,,,,
2019,FA,"Chargers, Los Angeles",TMLB,0314,LAC,0,1970,chargers,,,,,,,,,,,,,,,,
2019,SEA,"Seahawks, Seattle",TMLB,0315,SEA,0,1970,seahawks,,,,,,,,,,,,,,,,
2019,DAL,"Cowboys, Dallas",TMLB,0316,DAL,0,1970,dallascowboys,,,,,,,,,,,,,,,,
2019,NYG,"Giants, New York",TMLB,0317,NYG,0,1970,giants,,,,,,,,,,,,,,,,
2019,PHI,"Eagles, Philadelphia",TMLB,0318,PHI,0,1970,Eagles,,,,,,,,,,,,,,,,
2019,ARI,"Cardinals, Arizona",TMLB,0319,ARI,0,1970,AZCardinals,,,,,,,,,,,,,,,,
2019,WAS,"Redskins, Washington",TMLB,0320,WAS,0,1970,Redskins,,,,,,,,,,,,,,,,
2019,CHI,"Bears, Chicago",TMLB,0321,CHI,0,1970,ChicagoBears,,,,,,,,,,,,,,,,
2019,DET,"Lions, Detroit",TMLB,0322,DET,0,1970,detroitlionsnfl,,,,,,,,,,,,,,,,
2019,GBP,"Packers, Green Bay",TMLB,0323,GBP,0,1970,packers,,,,,,,,,,,,,,,,
2019,MIN,"Vikings, Minnesota",TMLB,0324,MIN,0,1970,Vikings,,,,,,,,,,,,,,,,
2019,TBB,"Buccaneers, Tampa Bay",TMLB,0325,TBB,0,1970,TBBuccaneers,,,,,,,,,,,,,,,,
2019,ATL,"Falcons, Atlanta",TMLB,0326,ATL,0,1970,AtlantaFalcons,,,,,,,,,,,,,,,,
2019,CAR,"Panthers, Carolina",TMLB,0327,CAR,0,1970,Panthers,,,,,,,,,,,,,,,,
2019,FA,"Rams, Los Angeles",TMLB,0328,LAR,0,1970,STLouisRams,,,,,,,,,,,,,,,,
2019,NOS,"Saints, New Orleans",TMLB,0329,NOS,0,1970,saints,,,,,,,,,,,,,,,,
2019,SFO,"49ers, San Francisco",TMLB,0330,SFO,0,1970,49ers,,,,,,,,,,,,,,,,
2019,BAL,"Ravens, Baltimore",TMLB,0331,BAL,0,1970,ravens,,,,,,,,,,,,,,,,
2019,HOU,"Texans, Houston",TMLB,0332,HOU,0,1970,houstontexans,,,,,,,,,,,,,,,,
2019,BUF,"Bills, Buffalo",TMDB,0351,BUF,0,1970,buffalobills,,,,,,,,,,,,,,,,
2019,IND,"Colts, Indianapolis",TMDB,0352,IND,0,1970,nflcolts,,,,,,,,,,,,,,,,
2019,MIA,"Dolphins, Miami",TMDB,0353,MIA,0,1970,MiamiDolphins,,,,,,,,,,,,,,,,
2019,NEP,"Patriots, New England",TMDB,0354,NEP,0,1970,patriots,,,,,,,,,,,,,,,,
2019,NYJ,"Jets, New York",TMDB,0355,NYJ,0,1970,nyjets,,,,,,,,,,,,,,,,
2019,CIN,"Bengals, Cincinnati",TMDB,0356,CIN,0,1970,Bengals,,,,,,,,,,,,,,,,
2019,CLE,"Browns, Cleveland",TMDB,0357,CLE,0,1970,OfficialBrowns,,,,,,,,,,,,,,,,
2019,TEN,"Titans, Tennessee",TMDB,0358,TEN,0,1970,tennesseetitans,,,,,,,,,,,,,,,,
2019,JAC,"Jaguars, Jacksonville",TMDB,0359,JAC,0,1970,jaguarsinsider,,,,,,,,,,,,,,,,
2019,PIT,"Steelers, Pittsburgh",TMDB,0360,PIT,0,1970,steelers,,,,,,,,,,,,,,,,
2019,DEN,"Broncos, Denver",TMDB,0361,DEN,0,1970,DenverBroncos,,,,,,,,,,,,,,,,
2019,KCC,"Chiefs, Kansas City",TMDB,0362,KCC,0,1970,kcchiefs,,,,,,,,,,,,,,,,
2019,OAK,"Raiders, Oakland",TMDB,0363,OAK,0,1970,raiders,,,,,,,,,,,,,,,,
2019,FA,"Chargers, Los Angeles",TMDB,0364,LAC,0,1970,chargers,,,,,,,,,,,,,,,,
2019,SEA,"Seahawks, Seattle",TMDB,0365,SEA,0,1970,seahawks,,,,,,,,,,,,,,,,
2019,DAL,"Cowboys, Dallas",TMDB,0366,DAL,0,1970,dallascowboys,,,,,,,,,,,,,,,,
2019,NYG,"Giants, New York",TMDB,0367,NYG,0,1970,giants,,,,,,,,,,,,,,,,
2019,PHI,"Eagles, Philadelphia",TMDB,0368,PHI,0,1970,Eagles,,,,,,,,,,,,,,,,
2019,ARI,"Cardinals, Arizona",TMDB,0369,ARI,0,1970,AZCardinals,,,,,,,,,,,,,,,,
2019,WAS,"Redskins, Washington",TMDB,0370,WAS,0,1970,Redskins,,,,,,,,,,,,,,,,
2019,CHI,"Bears, Chicago",TMDB,0371,CHI,0,1970,ChicagoBears,,,,,,,,,,,,,,,,
2019,DET,"Lions, Detroit",TMDB,0372,DET,0,1970,detroitlionsnfl,,,,,,,,,,,,,,,,
2019,GBP,"Packers, Green Bay",TMDB,0373,GBP,0,1970,packers,,,,,,,,,,,,,,,,
2019,MIN,"Vikings, Minnesota",TMDB,0374,MIN,0,1970,Vikings,,,,,,,,,,,,,,,,
2019,TBB,"Buccaneers, Tampa Bay",TMDB,0375,TBB,0,1970,TBBuccaneers,,,,,,,,,,,,,,,,
2019,ATL,"Falcons, Atlanta",TMDB,0376,ATL,0,1970,AtlantaFalcons,,,,,,,,,,,,,,,,
2019,CAR,"Panthers, Carolina",TMDB,0377,CAR,0,1970,Panthers,,,,,,,,,,,,,,,,
2019,FA,"Rams, Los Angeles",TMDB,0378,LAR,0,1970,STLouisRams,,,,,,,,,,,,,,,,
2019,NOS,"Saints, New Orleans",TMDB,0379,NOS,0,1970,saints,,,,,,,,,,,,,,,,
2019,SFO,"49ers, San Francisco",TMDB,0380,SFO,0,1970,49ers,,,,,,,,,,,,,,,,
2019,BAL,"Ravens, Baltimore",TMDB,0381,BAL,0,1970,ravens,,,,,,,,,,,,,,,,
2019,HOU,"Texans, Houston",TMDB,0382,HOU,0,1970,houstontexans,,,,,,,,,,,,,,,,
2019,BUF,"Bills, Buffalo",TMTE,0401,BUF,0,1970,buffalobills,,,,,,,,,,,,,,,,
2019,IND,"Colts, Indianapolis",TMTE,0402,IND,0,1970,nflcolts,,,,,,,,,,,,,,,,
2019,MIA,"Dolphins, Miami",TMTE,0403,MIA,0,1970,MiamiDolphins,,,,,,,,,,,,,,,,
2019,NEP,"Patriots, New England",TMTE,0404,NEP,0,1970,patriots,,,,,,,,,,,,,,,,
2019,NYJ,"Jets, New York",TMTE,0405,NYJ,0,1970,nyjets,,,,,,,,,,,,,,,,
2019,CIN,"Bengals, Cincinnati",TMTE,0406,CIN,0,1970,Bengals,,,,,,,,,,,,,,,,
2019,CLE,"Browns, Cleveland",TMTE,0407,CLE,0,1970,OfficialBrowns,,,,,,,,,,,,,,,,
2019,TEN,"Titans, Tennessee",TMTE,0408,TEN,0,1970,tennesseetitans,,,,,,,,,,,,,,,,
2019,JAC,"Jaguars, Jacksonville",TMTE,0409,JAC,0,1970,jaguarsinsider,,,,,,,,,,,,,,,,
2019,PIT,"Steelers, Pittsburgh",TMTE,0410,PIT,0,1970,steelers,,,,,,,,,,,,,,,,
2019,DEN,"Broncos, Denver",TMTE,0411,DEN,0,1970,DenverBroncos,,,,,,,,,,,,,,,,
2019,KCC,"Chiefs, Kansas City",TMTE,0412,KCC,0,1970,kcchiefs,,,,,,,,,,,,,,,,
2019,OAK,"Raiders, Oakland",TMTE,0413,OAK,0,1970,raiders,,,,,,,,,,,,,,,,
2019,FA,"Chargers, Los Angeles",TMTE,0414,LAC,0,1970,chargers,,,,,,,,,,,,,,,,
2019,SEA,"Seahawks, Seattle",TMTE,0415,SEA,0,1970,seahawks,,,,,,,,,,,,,,,,
2019,DAL,"Cowboys, Dallas",TMTE,0416,DAL,0,1970,dallascowboys,,,,,,,,,,,,,,,,
2019,NYG,"Giants, New York",TMTE,0417,NYG,0,1970,giants,,,,,,,,,,,,,,,,
2019,PHI,"Eagles, Philadelphia",TMTE,0418,PHI,0,1970,Eagles,,,,,,,,,,,,,,,,
2019,ARI,"Cardinals, Arizona",TMTE,0419,ARI,0,1970,AZCardinals,,,,,,,,,,,,,,,,
2019,WAS,"Redskins, Washington",TMTE,0420,WAS,0,1970,Redskins,,,,,,,,,,,,,,,,
2019,CHI,"Bears, Chicago",TMTE,0421,CHI,0,1970,ChicagoBears,,,,,,,,,,,,,,,,
2019,DET,"Lions, Detroit",TMTE,0422,DET,0,1970,detroitlionsnfl,,,,,,,,,,,,,,,,
2019,GBP,"Packers, Green Bay",TMTE,0423,GBP,0,1970,packers,,,,,,,,,,,,,,,,
2019,MIN,"Vikings, Minnesota",TMTE,0424,MIN,0,1970,Vikings,,,,,,,,,,,,,,,,
2019,TBB,"Buccaneers, Tampa Bay",TMTE,0425,TBB,0,1970,TBBuccaneers,,,,,,,,,,,,,,,,
2019,ATL,"Falcons, Atlanta",TMTE,0426,ATL,0,1970,AtlantaFalcons,,,,,,,,,,,,,,,,
2019,CAR,"Panthers, Carolina",TMTE,0427,CAR,0,1970,Panthers,,,,,,,,,,,,,,,,
2019,FA,"Rams, Los Angeles",TMTE,0428,LAR,0,1970,STLouisRams,,,,,,,,,,,,,,,,
2019,NOS,"Saints, New Orleans",TMTE,0429,NOS,0,1970,saints,,,,,,,,,,,,,,,,
2019,SFO,"49ers, San Francisco",TMTE,0430,SFO,0,1970,49ers,,,,,,,,,,,,,,,,
2019,BAL,"Ravens, Baltimore",TMTE,0431,BAL,0,1970,ravens,,,,,,,,,,,,,,,,
2019,HOU,"Texans, Houston",TMTE,0432,HOU,0,1970,houstontexans,,,,,,,,,,,,,,,,
2019,BUF,"Bills, Buffalo",Def,0501,BUF,0,1970,buffalobills,2,409,2331,,,,,,,,,,,,,
2019,IND,"Colts, Indianapolis",Def,0502,IND,0,1970,nflcolts,11,402,2341,,,,,,,,,,,,,
2019,MIA,"Dolphins, Miami",Def,0503,MIA,0,1970,MiamiDolphins,15,404,2344,,,,,,,,,,,,,
2019,NEP,"Patriots, New England",Def,0504,NEP,0,1970,patriots,17,406,2346,,,,,,,,,,,,,
2019,NYJ,"Jets, New York",Def,0505,NYJ,0,1970,nyjets,20,410,2349,,,,,,,,,,,,,
2019,CIN,"Bengals, Cincinnati",Def,0506,CIN,0,1970,Bengals,4,426,2334,,,,,,,,,,,,,
2019,CLE,"Browns, Cleveland",Def,0507,CLE,0,1970,OfficialBrowns,5,419,2335,,,,,,,,,,,,,
2019,TEN,"Titans, Tennessee",Def,0508,TEN,0,1970,tennesseetitans,10,431,2358,,,,,,,,,,,,,
2019,JAC,"Jaguars, Jacksonville",Def,0509,JAC,0,1970,jaguarsinsider,30,422,2342,,,,,,,,,,,,,
2019,PIT,"Steelers, Pittsburgh",Def,0510,PIT,0,1970,steelers,23,413,2352,,,,,,,,,,,,,
2019,DEN,"Broncos, Denver",Def,0511,DEN,0,1970,DenverBroncos,7,428,2337,,,,,,,,,,,,,
2019,KCC,"Chiefs, Kansas City",Def,0512,KCC,0,1970,kcchiefs,12,403,2343,,,,,,,,,,,,,
2019,OAK,"Raiders, Oakland",Def,0513,OAK,0,1970,raiders,13,424,2350,,,,,,,,,,,,,
2019,FA,"Chargers, Los Angeles",Def,0514,LAC,0,1970,chargers,24,414,,,,,,,,,,,,,,
2019,SEA,"Seahawks, Seattle",Def,0515,SEA,0,1970,seahawks,26,416,2354,,,,,,,,,,,,,
2019,DAL,"Cowboys, Dallas",Def,0516,DAL,0,1970,dallascowboys,6,427,2336,,,,,,,,,,,,,
2019,NYG,"Giants, New York",Def,0517,NYG,0,1970,giants,19,408,2348,,,,,,,,,,,,,
2019,PHI,"Eagles, Philadelphia",Def,0518,PHI,0,1970,Eagles,21,411,2351,,,,,,,,,,,,,
2019,ARI,"Cardinals, Arizona",Def,0519,ARI,0,1970,AZCardinals,22,412,2328,,,,,,,,,,,,,
2019,WAS,"Redskins, Washington",Def,0520,WAS,0,1970,Redskins,28,418,,,,,,,,,,,,,,
2019,CHI,"Bears, Chicago",Def,0521,CHI,0,1970,ChicagoBears,3,421,2333,,,,,,,,,,,,,
2019,DET,"Lions, Detroit",Def,0522,DET,0,1970,detroitlionsnfl,8,429,2338,,,,,,,,,,,,,
2019,GBP,"Packers, Green Bay",Def,0523,GBP,0,1970,packers,9,430,2339,,,,,,,,,,,,,
2019,MIN,"Vikings, Minnesota",Def,0524,MIN,0,1970,Vikings,16,405,2345,,,,,,,,,,,,,
2019,TBB,"Buccaneers, Tampa Bay",Def,0525,TBB,0,1970,TBBuccaneers,27,417,2357,,,,,,,,,,,,,
2019,ATL,"Falcons, Atlanta",Def,0526,ATL,0,1970,AtlantaFalcons,1,401,2329,,,,,,,,,,,,,
2019,CAR,"Panthers, Carolina",Def,0527,CAR,0,1970,Panthers,29,420,2332,,,,,,,,,,,,,
2019,FA,"Rams, Los Angeles",Def,0528,LAR,0,1970,STLouisRams,14,423,,,,,,,,,,,,,,
2019,NOS,"Saints, New Orleans",Def,0529,NOS,0,1970,saints,18,407,2347,,,,,,,,,,,,,
2019,SFO,"49ers, San Francisco",Def,0530,SFO,0,1970,49ers,25,415,,,,,,,,,,,,,,
2019,BAL,"Ravens, Baltimore",Def,0531,BAL,0,1970,ravens,33,425,2330,,,,,,,,,,,,,
2019,HOU,"Texans, Houston",Def,0532,HOU,0,1970,houstontexans,34,432,2340,,,,,,,,,,,,,
2019,BUF,"Bills, Buffalo",ST,0551,BUF,0,1970,buffalobills,,309,,,,,,,,,,,,,,
2019,IND,"Colts, Indianapolis",ST,0552,IND,0,1970,nflcolts,,302,,,,,,,,,,,,,,
2019,MIA,"Dolphins, Miami",ST,0553,MIA,0,1970,MiamiDolphins,,304,,,,,,,,,,,,,,
2019,NEP,"Patriots, New England",ST,0554,NEP,0,1970,patriots,,306,,,,,,,,,,,,,,
2019,NYJ,"Jets, New York",ST,0555,NYJ,0,1970,nyjets,,310,,,,,,,,,,,,,,
2019,CIN,"Bengals, Cincinnati",ST,0556,CIN,0,1970,Bengals,,326,,,,,,,,,,,,,,
2019,CLE,"Browns, Cleveland",ST,0557,CLE,0,1970,OfficialBrowns,,319,,,,,,,,,,,,,,
2019,TEN,"Titans, Tennessee",ST,0558,TEN,0,1970,tennesseetitans,,331,,,,,,,,,,,,,,
2019,JAC,"Jaguars, Jacksonville",ST,0559,JAC,0,1970,jaguarsinsider,,322,,,,,,,,,,,,,,
2019,PIT,"Steelers, Pittsburgh",ST,0560,PIT,0,1970,steelers,,313,,,,,,,,,,,,,,
2019,DEN,"Broncos, Denver",ST,0561,DEN,0,1970,DenverBroncos,,328,,,,,,,,,,,,,,
2019,KCC,"Chiefs, Kansas City",ST,0562,KCC,0,1970,kcchiefs,,303,,,,,,,,,,,,,,
2019,OAK,"Raiders, Oakland",ST,0563,OAK,0,1970,raiders,,324,,,,,,,,,,,,,,
2019,FA,"Chargers, Los Angeles",ST,0564,LAC,0,1970,chargers,,314,,,,,,,,,,,,,,
2019,SEA,"Seahawks, Seattle",ST,0565,SEA,0,1970,seahawks,,316,,,,,,,,,,,,,,
2019,DAL,"Cowboys, Dallas",ST,0566,DAL,0,1970,dallascowboys,,327,,,,,,,,,,,,,,
2019,NYG,"Giants, New York",ST,0567,NYG,0,1970,giants,,308,,,,,,,,,,,,,,
2019,PHI,"Eagles, Philadelphia",ST,0568,PHI,0,1970,Eagles,,311,,,,,,,,,,,,,,
2019,ARI,"Cardinals, Arizona",ST,0569,ARI,0,1970,AZCardinals,,312,,,,,,,,,,,,,,
2019,WAS,"Redskins, Washington",ST,0570,WAS,0,1970,Redskins,,318,,,,,,,,,,,,,,
2019,CHI,"Bears, Chicago",ST,0571,CHI,0,1970,ChicagoBears,,321,,,,,,,,,,,,,,
